,hu_szeged-ud-dev_Case=Ela,hu_szeged-ud-test_Case=Ela,hu_szeged-ud-train_Case=Ela,fi_ood-ud-test_Case=Ela,et_ewt-ud-train_Case=Ela,et_ewt-ud-test_Case=Ela,et_ewt-ud-dev_Case=Ela,egy_ujaen-ud-test_Case=Ela,olo_kkpp-ud-test_Case=Ela,olo_kkpp-ud-train_Case=Ela,mdf_jr-ud-test_Case=Ela,mdf_jr-ud-train_Case=Ela,vep_vwt-ud-test_Case=Ela,fi_tdt-ud-train_Case=Ela,fi_tdt-ud-test_Case=Ela,fi_tdt-ud-dev_Case=Ela,myv_jr-ud-test_Case=Ela,myv_jr-ud-train_Case=Ela,kpv_ikdp-ud-test_Case=Ela,kpv_lattice-ud-test_Case=Ela,kpv_lattice-ud-train_Case=Ela,fi_pud-ud-test_Case=Ela,et_edt-ud-dev_Case=Ela,et_edt-ud-train_Case=Ela,et_edt-ud-test_Case=Ela,wbp_ufal-ud-test_Case=Ela,koi_uh-ud-train_Case=Ela,koi_uh-ud-test_Case=Ela,krl_kkpp-ud-test_Case=Ela,fi_ftb-ud-dev_Case=Ela,fi_ftb-ud-train_Case=Ela,fi_ftb-ud-test_Case=Ela
10,0.9151878432223208,0.9152522462200575,0.9120777518065825,0.8950510373538446,0.9074525589611413,0.9046236657920244,0.9034497951115446,0.6822588321464904,0.9065911041508682,0.9166167087968758,1.0,0.8983074623262123,0.8999952363327172,0.8860420382616659,0.8898257726900118,0.8883660179533848,0.9381089413940564,0.9717271136953387,0.9334512525480705,0.952127406116642,0.9780629780517346,0.871578282292682,0.8936668882552065,0.8971942718740522,0.8939992514329828,0.9166167087968758,0.8983074623262123,0.9354113676659547,0.8996059951117912,0.7690438142994563,0.7712044369182751,0.7581561321952752
11,0.7060045096182078,0.7051263942166728,0.7031308406225809,0.6877769858691651,0.6972025245158128,0.695083507587372,0.6938495072167902,0.5,0.6964235543207075,0.7071067811865475,0.8983074623262123,0.9999999999999998,0.6882472016116853,0.6810296121854386,0.6842465351366065,0.6825348850657602,0.7380814165310022,0.8095546311250927,0.7431605356175384,0.796094415861638,0.9486832980505137,0.6701261099866731,0.6869309004567957,0.6898825270575579,0.6872307886290113,0.7071067811865475,0.9999999999999998,0.8356290217967333,0.6907949193655685,0.5913396312123013,0.5929525807350535,0.583377737832867
12,0.9718112561399235,0.9786908896643624,0.9740598698433593,0.9626876994123152,0.9756271994483126,0.9817450018195584,0.9768312668766532,0.6882472016116854,0.9751511097056461,0.9733285267845753,0.8999952363327172,0.6882472016116853,1.0,0.9502775389579304,0.954869029852758,0.9555818601344424,0.9669717058801733,0.9480704479721372,0.9704970196163817,0.9407755007620876,0.870571500132014,0.9332989538162219,0.9565415577695493,0.9595522383879616,0.9593678133939691,0.9733285267845753,0.6882472016116853,0.8946300779688404,0.9842393873092778,0.8237877687289433,0.8252906909620794,0.8104082975022989
13,0.963385544597483,0.9639506972231369,0.9617753365953494,0.9974806678125484,0.9907980663719557,0.9885610047173632,0.9928832556055501,0.6810296121854387,0.9776295742572977,0.9631213139303365,0.8860420382616659,0.6810296121854386,0.9502775389579304,0.9999999999999999,0.9993402922832895,0.9996622634716088,0.9536872071010538,0.9383243805451018,0.963805936801745,0.9375481195643897,0.861441891410859,0.9980282920897937,0.9987082205417793,0.9982031076501594,0.9989096097341551,0.9631213139303365,0.6810296121854386,0.8852481690035304,0.9611884124633034,0.9414130893539465,0.9431857989058516,0.9341317090057933
14,0.9679817936438619,0.9681407744013439,0.9661094539299758,0.9976333028750631,0.9924403403523528,0.9913237259230785,0.994677232455308,0.6842465351366066,0.9768167350904088,0.9676707299969874,0.8898257726900118,0.6842465351366065,0.954869029852758,0.9993402922832895,0.9999999999999999,0.9989657851869844,0.9582272242947819,0.9429472556075037,0.9675812629312089,0.9415948558189585,0.8655110128440435,0.9970632101676437,0.9980097422279297,0.9981830095002932,0.9986642877778222,0.9676707299969874,0.6842465351366065,0.8894297421706769,0.9642756355253808,0.9395558025892148,0.9413508735783226,0.9324903617192039
15,0.9651306740045152,0.9668949852257638,0.9641939844000912,0.9975597582101393,0.9918350504893974,0.9903231706918263,0.9937332916205666,0.6825348850657603,0.9811596983564268,0.9652500912527598,0.8883660179533848,0.6825348850657602,0.9555818601344424,0.9996622634716088,0.9989657851869844,0.9999999999999999,0.9561367979877157,0.9401244255769472,0.9667150950162489,0.9390783647676141,0.8633459277316184,0.9966294178535116,0.998686431513937,0.9981530302599974,0.9990291636606492,0.9652500912527598,0.6825348850657602,0.887204824099451,0.9661170778920212,0.9350481686718873,0.9368610486199497,0.9274444842867465
16,0.9839849582512542,0.98500665215675,0.981600959155651,0.9629826586544014,0.975432006312921,0.9744721532958863,0.9715650857970012,0.734334810355718,0.9751302850237853,0.9855212354681531,0.9381089413940564,0.7380814165310022,0.9669717058801733,0.9536872071010538,0.9582272242947819,0.9561367979877157,1.0000000000000002,0.985068933030201,0.9815833624299055,0.9659072560252405,0.9075421701315576,0.9389278007267379,0.9611755946418555,0.965122165350205,0.962267489480316,0.9855212354681531,0.7380814165310022,0.9225344007754643,0.9717771509310948,0.8293138884689479,0.8312573209822549,0.8179805157012441
17,0.9695389915997119,0.9683330968648853,0.9655926511695097,0.9472839024884947,0.959963561325649,0.9567435894886502,0.9556598401788,0.7375000304490374,0.9567888405983586,0.9710527146004545,0.9717271136953387,0.8095546311250927,0.9480704479721372,0.9383243805451018,0.9429472556075037,0.9401244255769472,0.985068933030201,1.0,0.9706508205533638,0.9763479931297894,0.9462752808550106,0.9240228316971241,0.9457810707872855,0.9499772853237368,0.9463278378048107,0.9710527146004545,0.8095546311250927,0.9460590902695614,0.948960231608994,0.8190557059369736,0.8211541882519358,0.8079958898897942
18,0.9686301960300274,0.9734718405861266,0.9693254756307162,0.9699509852901784,0.9752636898296774,0.9799362078739047,0.976097422824068,0.7717436331412899,0.9705862935370617,0.970142500145332,0.9334512525480705,0.7431605356175384,0.9704970196163817,0.963805936801745,0.9675812629312089,0.9667150950162489,0.9815833624299055,0.9706508205533638,1.0,0.9818960882839539,0.9038769075777341,0.9531356576612687,0.966623048383191,0.9689566568866063,0.9689875511918916,0.970142500145332,0.7431605356175384,0.9129326492611575,0.9747823641627117,0.8611678046667433,0.8629212730525645,0.8517691279616134
19,0.9542655716008971,0.9544921377991372,0.9513107158626616,0.9451973176901304,0.9528749005857823,0.9519296735987153,0.9518560172702615,0.8304582035966728,0.9459918661768693,0.9557554484981281,0.952127406116642,0.796094415861638,0.9407755007620876,0.9375481195643897,0.9415948558189585,0.9390783647676141,0.9659072560252405,0.9763479931297894,0.9818960882839539,0.9999999999999996,0.9309211478743334,0.9261590764644777,0.942945645458093,0.9460636927760461,0.9436627245644119,0.9557554484981281,0.796094415861638,0.9274003668142473,0.94078749858272,0.8362786245725775,0.8381008351089768,0.8261451424067188
20,0.8930329154975161,0.8919221776105866,0.8893979797904803,0.8699767190368016,0.8818991871557407,0.87921881919801,0.8776579184761978,0.6324555320336759,0.8809138591373733,0.8944271909999159,0.9780629780517346,0.9486832980505137,0.870571500132014,0.861441891410859,0.8655110128440435,0.8633459277316184,0.9075421701315576,0.9462752808550106,0.9038769075777341,0.9309211478743334,0.9999999999999999,0.8476499308425579,0.8689064962375496,0.8726400413818493,0.869285828104568,0.8944271909999159,0.9486832980505137,0.9395523512235255,0.8737941365070218,0.7479920421419474,0.7500322798390588,0.7379209551153764
21,0.9479550090916193,0.9485047050224432,0.9464391937931658,0.993097213460518,0.9813800980953133,0.9799452890093706,0.9855941003768742,0.6701261099866732,0.9635278029835135,0.9477014332434776,0.871578282292682,0.6701261099866731,0.9332989538162219,0.9980282920897937,0.9970632101676437,0.9966294178535116,0.9389278007267379,0.9240228316971241,0.9531356576612687,0.9261590764644777,0.8476499308425579,1.0000000000000002,0.9944646230713076,0.9933158342212194,0.9946372340280686,0.9477014332434776,0.6701261099866731,0.8710750623067326,0.9472323762620432,0.9593748796375152,0.9609603926941952,0.9536093633407757
22,0.9718379236983193,0.9720900804453899,0.96983953566428,0.9982675740232748,0.9943220681599083,0.9911339082088299,0.9953737558509875,0.6869309004567958,0.9848291324950226,0.9714669958391631,0.8936668882552065,0.6869309004567957,0.9565415577695493,0.9987082205417793,0.9980097422279297,0.998686431513937,0.9611755946418555,0.9457810707872855,0.966623048383191,0.942945645458093,0.8689064962375496,0.9944646230713076,1.0,0.9996752603438572,0.9996887330568568,0.9714669958391631,0.6869309004567957,0.89291906105214,0.9671687776208088,0.9293393393786533,0.9310682044984947,0.9207323913229171
23,0.9761441694227699,0.9755842565574188,0.9737023052646863,0.9983363098138431,0.9960887510793659,0.9927181304249444,0.9964726769859422,0.689882527057558,0.9854832642085324,0.9756412262090223,0.8971942718740522,0.6898825270575579,0.9595522383879616,0.9982031076501594,0.9981830095002932,0.9981530302599974,0.965122165350205,0.9499772853237368,0.9689566568866063,0.9460636927760461,0.8726400413818493,0.9933158342212194,0.9996752603438572,0.9999999999999999,0.9995875048949309,0.9756412262090223,0.6898825270575579,0.8967557841507465,0.9685301497995703,0.9254634708727518,0.9272709697899851,0.9167337246786571
24,0.9726353874915056,0.9729769890857219,0.9710852254883466,0.9986805497303759,0.9950821225657487,0.9931180231242573,0.9963883976675636,0.6872307886290114,0.9844892308090343,0.9718911017595057,0.8939992514329828,0.6872307886290113,0.9593678133939691,0.9989096097341551,0.9986642877778222,0.9990291636606492,0.962267489480316,0.9463278378048107,0.9689875511918916,0.9436627245644119,0.869285828104568,0.9946372340280686,0.9996887330568568,0.9995875048949309,1.0000000000000002,0.9718911017595057,0.6872307886290113,0.8933088759010241,0.9699195201571386,0.9292466938512123,0.9309259551590794,0.9208446761610167
25,0.9984411525986358,0.9971993098884563,0.9943771709312491,0.9726635413042619,0.9859932658910228,0.9829965234119238,0.9812513833518735,0.7071067811865476,0.9848916356764205,1.0,0.9166167087968758,0.7071067811865475,0.9733285267845753,0.9631213139303365,0.9676707299969874,0.9652500912527598,0.9855212354681531,0.9710527146004545,0.970142500145332,0.9557554484981281,0.8944271909999159,0.9477014332434776,0.9714669958391631,0.9756412262090223,0.9718911017595057,1.0,0.7071067811865475,0.9191450300180578,0.9769315437852156,0.8362805264291409,0.8385615815196403,0.8250207088297764
26,0.7060045096182078,0.7051263942166728,0.7031308406225809,0.6877769858691651,0.6972025245158128,0.695083507587372,0.6938495072167902,0.5,0.6964235543207075,0.7071067811865475,0.8983074623262123,0.9999999999999998,0.6882472016116853,0.6810296121854386,0.6842465351366065,0.6825348850657602,0.7380814165310022,0.8095546311250927,0.7431605356175384,0.796094415861638,0.9486832980505137,0.6701261099866731,0.6869309004567957,0.6898825270575579,0.6872307886290113,0.7071067811865475,0.9999999999999998,0.8356290217967333,0.6907949193655685,0.5913396312123013,0.5929525807350535,0.583377737832867
27,0.9177122231765373,0.9165707896214117,0.9139768346248743,0.8940188598695762,0.906270809975007,0.9035163690190992,0.9019123322062185,0.6499336836196815,0.9052582520383375,0.9191450300180578,0.9354113676659547,0.8356290217967333,0.8946300779688404,0.8852481690035304,0.8894297421706769,0.887204824099451,0.9225344007754643,0.9460590902695614,0.9129326492611575,0.9274003668142473,0.9395523512235255,0.8710750623067326,0.89291906105214,0.8967557841507465,0.8933088759010241,0.9191450300180578,0.8356290217967333,0.9999999999999999,0.8979417731380496,0.7686630895682298,0.7707597100178598,0.7583136841828642
28,0.9754086565868753,0.985091068403516,0.9793043228783703,0.9711384002133525,0.97702217872376,0.9869958753509859,0.9788281437699311,0.6907949193655686,0.9839995578743471,0.9769315437852156,0.8996059951117912,0.6907949193655685,0.9842393873092778,0.9611884124633034,0.9642756355253808,0.9661170778920212,0.9717771509310948,0.948960231608994,0.9747823641627117,0.94078749858272,0.8737941365070218,0.9472323762620432,0.9671687776208088,0.9685301497995703,0.9699195201571386,0.9769315437852156,0.6907949193655685,0.8979417731380496,1.0000000000000002,0.8409900697745061,0.842363389073684,0.830035236857414
29,0.8370774635029599,0.83603632197629,0.8347967574983902,0.9292645705353155,0.896564297192982,0.8979686987261244,0.9118167580265354,0.5913396312123013,0.8554411702521568,0.8362805264291409,0.7690438142994563,0.5913396312123013,0.8237877687289433,0.9414130893539465,0.9395558025892148,0.9350481686718873,0.8293138884689479,0.8190557059369736,0.8611678046667433,0.8362786245725775,0.7479920421419474,0.9593748796375152,0.9293393393786533,0.9254634708727518,0.9292466938512123,0.8362805264291409,0.5913396312123013,0.7686630895682298,0.8409900697745061,0.9999999999999999,0.9998745611635366,0.9992374295148275
30,0.8392749379716297,0.8381264245249657,0.8368621090959067,0.9308770223156431,0.8984981401843191,0.8995850829629517,0.9133504904964038,0.5929525807350536,0.8574564769997763,0.8385615815196403,0.7712044369182751,0.5929525807350535,0.8252906909620794,0.9431857989058516,0.9413508735783226,0.9368610486199497,0.8312573209822549,0.8211541882519358,0.8629212730525645,0.8381008351089768,0.7500322798390588,0.9609603926941952,0.9310682044984947,0.9272709697899851,0.9309259551590794,0.8385615815196403,0.5929525807350535,0.7707597100178598,0.842363389073684,0.9998745611635366,1.0,0.9993194369430833
31,0.8255305604957609,0.8247429407017189,0.8233169346434349,0.9207923730826005,0.8861649504023668,0.8885054245731567,0.9021665711097556,0.5833777378328671,0.843100151187186,0.8250207088297764,0.7581561321952752,0.583377737832867,0.8104082975022989,0.9341317090057933,0.9324903617192039,0.9274444842867465,0.8179805157012441,0.8079958898897942,0.8517691279616134,0.8261451424067188,0.7379209551153764,0.9536093633407757,0.9207323913229171,0.9167337246786571,0.9208446761610167,0.8250207088297764,0.583377737832867,0.7583136841828642,0.830035236857414,0.9992374295148275,0.9993194369430833,0.9999999999999998
