,fi_ood-ud-test_Case=Par,sah_yktdt-ud-test_Case=Par,sms_giellagas-ud-test_Case=Par,et_ewt-ud-train_Case=Par,et_ewt-ud-test_Case=Par,et_ewt-ud-dev_Case=Par,olo_kkpp-ud-test_Case=Par,olo_kkpp-ud-train_Case=Par,vep_vwt-ud-test_Case=Par,fi_tdt-ud-train_Case=Par,fi_tdt-ud-test_Case=Par,fi_tdt-ud-dev_Case=Par,ru_taiga-ud-train_Case=Par,ru_taiga-ud-dev_Case=Par,ru_taiga-ud-test_Case=Par,fi_pud-ud-test_Case=Par,et_edt-ud-dev_Case=Par,et_edt-ud-train_Case=Par,et_edt-ud-test_Case=Par,ru_syntagrus-ud-train_Case=Par,ru_syntagrus-ud-dev_Case=Par,ru_syntagrus-ud-test_Case=Par,ru_poetry-ud-dev_Case=Par,ru_poetry-ud-train_Case=Par,krl_kkpp-ud-test_Case=Par,eu_bdt-ud-train_Case=Par,eu_bdt-ud-test_Case=Par,eu_bdt-ud-dev_Case=Par,fi_ftb-ud-dev_Case=Par,fi_ftb-ud-train_Case=Par,fi_ftb-ud-test_Case=Par,ru_gsd-ud-dev_Case=Par,ru_gsd-ud-train_Case=Par
10,0.9977350316741933,0.964193593334179,0.6711741799884202,0.9924150097098863,0.9902564259806694,0.9916971325019778,0.9963075426468501,0.9486479713792906,0.991488290630087,0.9995422383904661,1.0,0.9990235937594701,0.9027503693887414,0.6465543596163846,0.6465543596163845,0.9983301163995487,0.9951900307861842,0.9940586963321424,0.9934114097803652,0.8219052527851953,0.7617513057622233,0.7369220187497176,0.8098762143359692,0.8581806443836724,0.9946060765864513,0.9900313752050399,0.9917071619080698,0.9893477584958165,0.9927437242035696,0.9931926552315048,0.9956075702242246,0.6670077488485373,0.6670077488485373
11,0.9988398881959971,0.9574898945160232,0.679923851635486,0.99120727106304,0.9884002781404191,0.9903253778057144,0.9944121339906147,0.948257300102676,0.988149211845264,0.999523684159998,0.9990235937594701,1.0,0.9089833888318869,0.6520581200110809,0.6520581200110808,0.9981182793299546,0.9938786276873717,0.9922861130150413,0.9910345896659575,0.837572006029119,0.7800825582496294,0.7558080916916617,0.8252046249312794,0.8717305783340936,0.9919454195438897,0.989788620017806,0.9922657706448755,0.9900685640094533,0.9928147374352819,0.9930290105536563,0.9945628138269328,0.6868902845415872,0.6868902845415872
12,0.9159847269869857,0.843215073130869,0.7880597222681012,0.891596706953094,0.8850508039142122,0.887190192825172,0.8973939151918238,0.8519378596319819,0.8810200981464374,0.9059929979904723,0.9027503693887414,0.9089833888318869,0.9999999999999999,0.8486797009041092,0.8486797009041089,0.8992980491534521,0.8933432924043324,0.8895037501998927,0.8849306001297259,0.9322426406694725,0.8469459305521363,0.8413183506505287,0.8600965078781381,0.8750169144265745,0.8836605887778467,0.914683286001776,0.9163047842800173,0.9242661329680277,0.9120459267895248,0.9117982221625479,0.9043560073093984,0.7425947382910953,0.7425947382910953
13,0.6568786259534063,0.5805075648958385,0.5,0.6212536758114231,0.6145585071853353,0.6197130434817458,0.6325243544275795,0.6187184335382291,0.6129402359435951,0.6472018617573406,0.6465543596163846,0.6520581200110809,0.8486797009041092,1.0000000000000002,1.0,0.6414308710054599,0.6244638879026576,0.620402544618296,0.6177343771110497,0.7384015992514436,0.6298581677452552,0.6154574548966638,0.6063390625908324,0.6288281455225324,0.6268980178920637,0.6381652310525655,0.6466975692299568,0.6506496351610379,0.6502703149200991,0.6491302175468047,0.6430563561354714,0.5,0.5
14,0.6568786259534062,0.5805075648958384,0.4999999999999999,0.621253675811423,0.6145585071853352,0.6197130434817457,0.6325243544275794,0.618718433538229,0.612940235943595,0.6472018617573405,0.6465543596163845,0.6520581200110808,0.8486797009041089,1.0,0.9999999999999998,0.6414308710054598,0.6244638879026575,0.6204025446182959,0.6177343771110496,0.7384015992514433,0.629858167745255,0.6154574548966637,0.6063390625908324,0.6288281455225324,0.6268980178920636,0.6381652310525655,0.6466975692299567,0.6506496351610378,0.650270314920099,0.6491302175468046,0.6430563561354713,0.4999999999999999,0.4999999999999999
15,0.9966421619005433,0.9653433346757003,0.6639468519226035,0.9933192922457076,0.9919396775211811,0.9928955289261958,0.9961386727304874,0.9476998881182703,0.9926586215638542,0.9992099358718296,0.9983301163995487,0.9981182793299546,0.8992980491534521,0.6414308710054599,0.6414308710054598,1.0000000000000002,0.9969310764899175,0.9962293301041947,0.9951396898832893,0.8226010378214114,0.766733138755994,0.7427012792166406,0.8099487843459088,0.8605716305285984,0.9960121418224877,0.9907442794194068,0.9912987960334446,0.9880647539961025,0.9910712653853633,0.9916704603877945,0.9943092924195992,0.6754794275143113,0.6754794275143113
16,0.9913419375114695,0.9785330088653612,0.6617046433993978,0.9987987586172281,0.9984603706042552,0.9982609933851011,0.9953391426302883,0.9463089004563561,0.9971654047758923,0.9957889029865364,0.9951900307861842,0.9938786276873717,0.8933432924043324,0.6244638879026576,0.6244638879026575,0.9969310764899175,1.0,0.9998283687420664,0.9994440396502955,0.8081839215112198,0.7522169107521911,0.7321854086879015,0.7910894095418716,0.8471253559771149,0.9946443150891288,0.9902329050470672,0.9888469304903565,0.9859590075311466,0.988374151253755,0.9884754982303404,0.9928323511458592,0.6660191211703617,0.6660191211703617
17,0.9895322712273107,0.9809264856974337,0.6543642234292961,0.9985708267102237,0.9985469517752892,0.9979525744086339,0.9951676643023823,0.9455246837378387,0.9976107269080222,0.9946306680598207,0.9940586963321424,0.9922861130150413,0.8895037501998927,0.620402544618296,0.6204025446182959,0.9962293301041947,0.9998283687420664,1.0,0.9997457204036966,0.8033859797355208,0.7485128859395878,0.7282078437104669,0.7866633573041455,0.8435165831059839,0.9948109018171158,0.9894649594002993,0.9878013197106438,0.9845803203800796,0.9869497700714954,0.9871041870015028,0.9918868725923552,0.6630316744019117,0.6630316744019117
18,0.9877233628231303,0.9831567287955573,0.6450451526894325,0.9983779005760582,0.9985483028227599,0.9977130183120057,0.9944756733723559,0.9444292386799087,0.9972468362124173,0.9935857473572086,0.9934114097803652,0.9910345896659575,0.8849306001297259,0.6177343771110497,0.6177343771110496,0.9951396898832893,0.9994440396502955,0.9997457204036966,0.9999999999999999,0.7958970040535435,0.7407736400084513,0.7203763569640548,0.7780386387215787,0.8384266234904502,0.9945817315524516,0.9878569829357736,0.9862582439450622,0.9827252011588857,0.9857103650455991,0.9857418692333998,0.9912180546690728,0.6556550942810345,0.6556550942810345
19,0.8467330615637396,0.7254038241943278,0.7090333538266701,0.804298881524111,0.7903446035516641,0.7921845332444954,0.82146833453118,0.7728099243588268,0.7866142215490814,0.8296694617208998,0.8219052527851953,0.837572006029119,0.9322426406694725,0.7384015992514436,0.7384015992514433,0.8226010378214114,0.8081839215112198,0.8033859797355208,0.7958970040535435,1.0,0.978222866477778,0.9734627721620949,0.9391980909676215,0.9579157370778826,0.8022357891357008,0.8284892523712867,0.8378416650208402,0.8446940700033926,0.8227168883027142,0.8223515693636199,0.811299097895193,0.9230019990643042,0.9230019990643042
20,0.7864313962008347,0.6699091396583131,0.6012282510295616,0.7489041054420634,0.7331310656514305,0.7333497566637992,0.7657984491335104,0.7237375950974062,0.7292346707921347,0.771558652623697,0.7617513057622233,0.7800825582496294,0.8469459305521363,0.6298581677452552,0.629858167745255,0.766733138755994,0.7522169107521911,0.7485128859395878,0.7407736400084513,0.978222866477778,1.0,0.9902718569768194,0.9374095906261459,0.9590847542535735,0.7465361872912953,0.7640598197443456,0.7762542230939993,0.7798941450463521,0.7573941234448707,0.7565273850765598,0.7468148635266103,0.9734171683335759,0.9734171683335759
21,0.764236006248206,0.6458481652552105,0.6154574548966637,0.7288409064423473,0.7137619693663954,0.712921864460041,0.7430802438368493,0.6854307703255602,0.7066937144703145,0.7472277141600717,0.7369220187497176,0.7558080916916617,0.8413183506505287,0.6154574548966638,0.6154574548966637,0.7427012792166406,0.7321854086879015,0.7282078437104669,0.7203763569640548,0.9734627721620949,0.9902718569768194,1.0,0.8956221510397981,0.942914072389673,0.7238757283948546,0.7458766824008226,0.7562281960876435,0.7611462476549563,0.7274762471697406,0.7267283401542391,0.7184425766052592,0.9847319278346618,0.9847319278346618
22,0.8307144131578797,0.7202142598851587,0.7276068751089988,0.7884341217636147,0.7745397948843389,0.7780523509159467,0.8050940512926252,0.7931809562841033,0.7746829608553245,0.8184794279668697,0.8098762143359692,0.8252046249312794,0.8600965078781381,0.6063390625908324,0.6063390625908324,0.8099487843459088,0.7910894095418716,0.7866633573041455,0.7780386387215787,0.9391980909676215,0.9374095906261459,0.8956221510397981,0.9999999999999999,0.9289442027352682,0.7818689439930352,0.8184797640107694,0.8268364696599734,0.8346168976564388,0.8341102011901348,0.8337535138544291,0.8163605311218023,0.8488746876271653,0.8488746876271653
23,0.8763851661959708,0.7785807421402212,0.6288281455225324,0.8436127358043706,0.8304271502712853,0.8317280656298807,0.8602951806116288,0.8185577344976238,0.8269312814977712,0.8652436825066934,0.8581806443836724,0.8717305783340936,0.8750169144265745,0.6288281455225324,0.6288281455225324,0.8605716305285984,0.8471253559771149,0.8435165831059839,0.8384266234904502,0.9579157370778826,0.9590847542535735,0.942914072389673,0.9289442027352682,1.0,0.8432623462849791,0.8538403081828735,0.8648976373316073,0.8673361193954484,0.8511781494399532,0.8500256685862817,0.8438244501250909,0.9146591207600472,0.9146591207600472
24,0.991436138469241,0.9666319361153971,0.6313599254927188,0.9899727138295327,0.9891836231854139,0.9892190983792807,0.9968918117011666,0.9370484010709856,0.9930359074637582,0.9940080100905972,0.9946060765864513,0.9919454195438897,0.8836605887778467,0.6268980178920637,0.6268980178920636,0.9960121418224877,0.9946443150891288,0.9948109018171158,0.9945817315524516,0.8022357891357008,0.7465361872912953,0.7238757283948546,0.7818689439930352,0.8432623462849791,0.9999999999999998,0.9836529567812118,0.9835296544275819,0.9785727394888442,0.982464386834306,0.9837453141072411,0.9882667456617955,0.660362324896978,0.660362324896978
25,0.9899300463350246,0.9642809314469719,0.7308511336578191,0.9875378063278751,0.9871394444218395,0.9872324246643042,0.9898698258831017,0.9363457469691041,0.9843707617283832,0.9917318909203843,0.9900313752050399,0.989788620017806,0.914683286001776,0.6381652310525655,0.6381652310525655,0.9907442794194068,0.9902329050470672,0.9894649594002993,0.9878569829357736,0.8284892523712867,0.7640598197443456,0.7458766824008226,0.8184797640107694,0.8538403081828735,0.9836529567812118,1.0,0.9985590791368969,0.9979973671932668,0.9924194436158181,0.9929198937848429,0.9937455296214281,0.6700734926051938,0.6700734926051938
26,0.9921163061097821,0.9601013810578671,0.7185528546999519,0.9863052475912878,0.984882628909425,0.9855095223440579,0.9903703514476907,0.9385617818681291,0.9820500544065855,0.9931072600112142,0.9917071619080698,0.9922657706448755,0.9163047842800173,0.6466975692299568,0.6466975692299567,0.9912987960334446,0.9888469304903565,0.9878013197106438,0.9862582439450622,0.8378416650208402,0.7762542230939993,0.7562281960876435,0.8268364696599734,0.8648976373316073,0.9835296544275819,0.9985590791368969,0.9999999999999998,0.9986204704759984,0.9924251622225646,0.9927064952304435,0.9935898123718411,0.6826252119649543,0.6826252119649543
27,0.9907003891617228,0.9577186935152503,0.742222546776295,0.9840035108771938,0.9822013658427382,0.9830668687844392,0.9871876355247856,0.9380494905333596,0.9792656688212766,0.9908054155504759,0.9893477584958165,0.9900685640094533,0.9242661329680277,0.6506496351610379,0.6506496351610378,0.9880647539961025,0.9859590075311466,0.9845803203800796,0.9827252011588857,0.8446940700033926,0.7798941450463521,0.7611462476549563,0.8346168976564388,0.8673361193954484,0.9785727394888442,0.9979973671932668,0.9986204704759984,1.0000000000000002,0.9925021407495918,0.9926645464065647,0.992406494524111,0.6843870236508693,0.6843870236508693
28,0.9912779266330228,0.9625950075546399,0.7228189308586827,0.9867390548053863,0.9851102359861464,0.98682856167716,0.986964791689966,0.9477227277086453,0.9826039893920668,0.9935492887092415,0.9927437242035696,0.9928147374352819,0.9120459267895248,0.6502703149200991,0.650270314920099,0.9910712653853633,0.988374151253755,0.9869497700714954,0.9857103650455991,0.8227168883027142,0.7573941234448707,0.7274762471697406,0.8341102011901348,0.8511781494399532,0.982464386834306,0.9924194436158181,0.9924251622225646,0.9925021407495918,1.0000000000000002,0.9998292560903003,0.9990310588178708,0.648136532098376,0.648136532098376
29,0.9919806880178904,0.9611685975340376,0.7242161755466214,0.9861644055872195,0.9846196985234361,0.9863065357230331,0.9878463745510924,0.9463493615617748,0.9831105812576733,0.9939532864526365,0.9931926552315048,0.9930290105536563,0.9117982221625479,0.6491302175468047,0.6491302175468046,0.9916704603877945,0.9884754982303404,0.9871041870015028,0.9857418692333998,0.8223515693636199,0.7565273850765598,0.7267283401542391,0.8337535138544291,0.8500256685862817,0.9837453141072411,0.9929198937848429,0.9927064952304435,0.9926645464065647,0.9998292560903003,0.9999999999999997,0.9990384110808017,0.647231793150994,0.647231793150994
30,0.992498037795455,0.9697366579410321,0.701850080125,0.9909750898496458,0.9899932824953672,0.9911533494524267,0.991253814338451,0.9479069323226191,0.9880280002619081,0.9959053320206329,0.9956075702242246,0.9945628138269328,0.9043560073093984,0.6430563561354714,0.6430563561354713,0.9943092924195992,0.9928323511458592,0.9918868725923552,0.9912180546690728,0.811299097895193,0.7468148635266103,0.7184425766052592,0.8163605311218023,0.8438244501250909,0.9882667456617955,0.9937455296214281,0.9935898123718411,0.992406494524111,0.9990310588178708,0.9990384110808017,1.0,0.6416783782294667,0.6416783782294667
31,0.693716809765538,0.5805075648958384,0.4999999999999999,0.6627781893340099,0.6466371105823719,0.6442782452053465,0.6780661079463651,0.618718433538229,0.6401820242077548,0.6779258998184533,0.6670077488485373,0.6868902845415872,0.7425947382910953,0.5,0.4999999999999999,0.6754794275143113,0.6660191211703617,0.6630316744019117,0.6556550942810345,0.9230019990643042,0.9734171683335759,0.9847319278346618,0.8488746876271653,0.9146591207600472,0.660362324896978,0.6700734926051938,0.6826252119649543,0.6843870236508693,0.648136532098376,0.647231793150994,0.6416783782294667,0.9999999999999998,0.9999999999999998
32,0.693716809765538,0.5805075648958384,0.4999999999999999,0.6627781893340099,0.6466371105823719,0.6442782452053465,0.6780661079463651,0.618718433538229,0.6401820242077548,0.6779258998184533,0.6670077488485373,0.6868902845415872,0.7425947382910953,0.5,0.4999999999999999,0.6754794275143113,0.6660191211703617,0.6630316744019117,0.6556550942810345,0.9230019990643042,0.9734171683335759,0.9847319278346618,0.8488746876271653,0.9146591207600472,0.660362324896978,0.6700734926051938,0.6826252119649543,0.6843870236508693,0.648136532098376,0.647231793150994,0.6416783782294667,0.9999999999999998,0.9999999999999998
