,fi_ood-ud-test_Case=Abe,sms_giellagas-ud-test_Case=Abe,sms_giellagas-ud-train_Case=Abe,et_ewt-ud-train_Case=Abe,et_ewt-ud-test_Case=Abe,et_ewt-ud-dev_Case=Abe,gub_tudet-ud-test_Case=Abe,olo_kkpp-ud-test_Case=Abe,olo_kkpp-ud-train_Case=Abe,mdf_jr-ud-test_Case=Abe,fi_tdt-ud-train_Case=Abe,fi_tdt-ud-test_Case=Abe,fi_tdt-ud-dev_Case=Abe,myv_jr-ud-test_Case=Abe,myv_jr-ud-train_Case=Abe,kpv_ikdp-ud-test_Case=Abe,kpv_lattice-ud-test_Case=Abe,fi_pud-ud-test_Case=Abe,et_edt-ud-dev_Case=Abe,et_edt-ud-train_Case=Abe,et_edt-ud-test_Case=Abe,koi_uh-ud-test_Case=Abe,sme_giella-ud-train_Case=Abe,sme_giella-ud-test_Case=Abe,arr_tudet-ud-test_Case=Abe,krl_kkpp-ud-test_Case=Abe,fi_ftb-ud-dev_Case=Abe,fi_ftb-ud-train_Case=Abe,fi_ftb-ud-test_Case=Abe,ab_abnc-ud-test_Case=Abe
10,0.9957986304968828,0.8942391309141245,0.9117208910522796,0.9735489882514083,0.962730425635155,0.978310335147595,0.7998317939457265,0.6323225534717423,0.8914538983364212,0.8483497279614368,0.9999999999999998,0.9932139184442409,0.9844383513848152,0.9019369232472693,0.8648813246535876,0.8942391309141245,0.8737730199277057,0.9765388181895498,0.9609510381054133,0.9640961817843062,0.969683526149617,0.8953818069832424,0.9117208910522797,0.9339723579982171,0.8942391309141245,0.9765388181895498,0.9448438954995967,0.9414059615356708,0.9581989358549373,0.8942391309141245
11,0.9923326940358487,0.8888888888888888,0.903525331516144,0.9643640809323687,0.9570646530941056,0.9712858623572641,0.7950463919999251,0.6285393610547089,0.8845379626717034,0.8432740427115677,0.9932139184442409,1.0,0.9715365547505717,0.8959092586129049,0.8542884109574592,0.8888888888888888,0.8678342011679684,0.9689627902499087,0.9523873417766001,0.9543692421370679,0.9647295911556764,0.9035253315161442,0.903525331516144,0.9261039714858691,0.8888888888888888,0.9689627902499087,0.9374445484234367,0.9290772212890634,0.9492808838943037,0.8888888888888888
12,0.9709236583211303,0.9045340337332909,0.9238697708743118,0.9837438191428212,0.9709638596112165,0.9468936504628334,0.8090398349558905,0.6396021490668312,0.9026709338484402,0.8581163303210331,0.9844383513848152,0.9715365547505717,1.0,0.8840513624205087,0.8693245601268231,0.9045340337332909,0.8743335217187105,0.9888264649460884,0.9733838136071544,0.9753772745429702,0.9774050533716063,0.8764918339063986,0.923869770874312,0.9460998335825322,0.9045340337332909,0.9888264649460884,0.9377850477538047,0.9448854236116171,0.9739988342711371,0.9045340337332909
13,0.9220517785543063,0.9773555548504418,0.691094740465088,0.9051703545433227,0.85942364858502,0.9018270512764451,0.8741733835330449,0.691094740465088,0.7980074688861064,0.9272008911435069,0.9019369232472693,0.8959092586129049,0.8840513624205087,1.0,0.9499854582937464,0.9773555548504418,0.9464476318764016,0.8741733835330449,0.9218708563656197,0.9172413242324401,0.8888520691387658,0.9502552681394962,0.6910947404650881,0.7667007762924164,0.9773555548504418,0.8741733835330449,0.91621663676591,0.9080387831118794,0.8723947990180358,0.9773555548504418
14,0.8792164397778567,0.9610744623271417,0.679582269536737,0.9177247731139797,0.8823259606480482,0.8571025621002467,0.8596111316810198,0.679582269536737,0.784714012507064,0.9946421351919676,0.8648813246535876,0.8542884109574592,0.8693245601268231,0.9499854582937464,0.9999999999999999,0.9610744623271417,0.9875486827931477,0.8596111316810198,0.9383580513672928,0.9277177455444134,0.9108287645171277,0.9061096927156495,0.6795822695367371,0.7539288365264292,0.9610744623271417,0.8596111316810198,0.9409540879001203,0.9429625908723371,0.8912853770176786,0.9610744623271417
15,0.9056782897679296,1.0,0.7071067811865475,0.917321930642985,0.8754275592730114,0.8741572761215377,0.8944271909999159,0.7071067811865475,0.8164965809277261,0.9486832980505138,0.8942391309141245,0.8888888888888888,0.9045340337332909,0.9773555548504418,0.9610744623271417,1.0,0.9525009525014287,0.8944271909999159,0.937735228826191,0.9304229817231059,0.9039783574556967,0.9428090415820635,0.7071067811865476,0.7844645405527362,1.0,0.8944271909999159,0.9156435124135894,0.9146356064503733,0.8926073982886735,1.0
16,0.888219713179783,0.9525009525014287,0.6735198826004059,0.9185577056462462,0.8795085565136194,0.8573063237163915,0.8519427513705972,0.6735198826004059,0.777713771047819,0.9839436779055611,0.8737730199277057,0.8678342011679684,0.8743335217187105,0.9464476318764016,0.9875486827931477,0.9525009525014287,0.9999999999999999,0.8519427513705972,0.9378533835836468,0.9298770507460579,0.9054810334342462,0.9429278356405684,0.673519882600406,0.7472032220800768,0.9525009525014287,0.8519427513705972,0.9358322075913835,0.9408865892425587,0.8987927911986285,0.9525009525014287
17,0.9675755947963804,0.8944271909999159,0.9486832980505137,0.9827699655579241,0.9787577659555899,0.9556189340787524,0.7999999999999999,0.6324555320336758,0.9128709291752769,0.848528137423857,0.9765388181895498,0.9689627902499087,0.9888264649460884,0.8741733835330449,0.8596111316810198,0.8944271909999159,0.8519427513705972,0.9999999999999999,0.9697883689051535,0.9706118232491099,0.9845965021819058,0.8432740427115679,0.9486832980505138,0.9647638212377323,0.8944271909999159,0.9999999999999999,0.9359730911604381,0.9407861997057988,0.9694521124707416,0.8944271909999159
18,0.9591333821408629,0.937735228826191,0.8702911077794304,0.9954983362347866,0.9849198742319236,0.9492337238316978,0.8387358866206733,0.6630789392605184,0.8852916094258239,0.9313143940925926,0.9609510381054133,0.9523873417766001,0.9733838136071544,0.9218708563656197,0.9383580513672928,0.937735228826191,0.9378533835836468,0.9697883689051535,0.9999999999999998,0.9989403089106098,0.9871941426536514,0.9013729330572674,0.8702911077794306,0.9281455915918932,0.937735228826191,0.9697883689051535,0.9659600759659214,0.9752651918390749,0.9818280161086779,0.937735228826191
19,0.9622801302615237,0.9304229817231059,0.8767636429297644,0.9957533538952633,0.9857922785197342,0.9557159302132305,0.8321956139843637,0.6579083997482152,0.8860433169579246,0.9181039046722533,0.9640961817843062,0.9543692421370679,0.9753772745429702,0.9172413242324401,0.9277177455444134,0.9304229817231059,0.9298770507460579,0.9706118232491099,0.9989403089106098,1.0,0.9845479451836555,0.9004841498594621,0.8767636429297645,0.9358153479960256,0.9304229817231059,0.9706118232491099,0.9610564026737852,0.9725417072451434,0.9832858299573939,0.9304229817231059
20,0.9639692066458373,0.9039783574556967,0.9175745349620836,0.9941463594868211,0.9919446002397884,0.9502457393158474,0.8085428229838166,0.6392092266027999,0.8988095238095238,0.9083068085748346,0.969683526149617,0.9647295911556764,0.9774050533716063,0.8888520691387658,0.9108287645171277,0.9039783574556967,0.9054810334342462,0.9845965021819058,0.9871941426536514,0.9845479451836555,0.9999999999999997,0.8625887950392623,0.9175745349620839,0.9436123349228349,0.9039783574556967,0.9845965021819058,0.9713971515085766,0.9740645320784319,0.9825932518824798,0.9039783574556967
21,0.9131790192715191,0.9428090415820635,0.6666666666666666,0.8862432967689337,0.8400996077422256,0.8699502383416972,0.8432740427115679,0.6666666666666666,0.7698003589195012,0.894427190999916,0.8953818069832424,0.9035253315161442,0.8764918339063986,0.9502552681394962,0.9061096927156495,0.9428090415820635,0.9429278356405684,0.8432740427115679,0.9013729330572674,0.9004841498594621,0.8625887950392623,1.0000000000000002,0.6666666666666667,0.739600261633639,0.9428090415820635,0.8432740427115679,0.8838311962354307,0.8827502470817499,0.871613980178518,0.9428090415820635
22,0.8894600837060251,0.7071067811865476,1.0,0.905251195895345,0.9285311453993021,0.8928436656664787,0.6324555320336759,0.5,0.8660254037844388,0.6708203932499369,0.9117208910522797,0.903525331516144,0.923869770874312,0.6910947404650881,0.6795822695367371,0.7071067811865476,0.673519882600406,0.9486832980505138,0.8702911077794306,0.8767636429297645,0.9175745349620839,0.6666666666666667,1.0000000000000002,0.9707253433941511,0.7071067811865476,0.9486832980505138,0.8324456615705801,0.8407685515264482,0.9016696346674322,0.7071067811865476
23,0.917693650317208,0.7844645405527362,0.970725343394151,0.943000860748903,0.9687965779948604,0.9333756642553378,0.7016464154456235,0.5547001962252291,0.8807048459279794,0.7442084075352507,0.9339723579982171,0.9261039714858691,0.9460998335825322,0.7667007762924164,0.7539288365264292,0.7844645405527362,0.7472032220800768,0.9647638212377323,0.9281455915918932,0.9358153479960256,0.9436123349228349,0.739600261633639,0.9707253433941511,1.0,0.7844645405527362,0.9647638212377323,0.8722091245489672,0.8817687546517182,0.9377931061506662,0.7844645405527362
24,0.9056782897679296,1.0,0.7071067811865475,0.917321930642985,0.8754275592730114,0.8741572761215377,0.8944271909999159,0.7071067811865475,0.8164965809277261,0.9486832980505138,0.8942391309141245,0.8888888888888888,0.9045340337332909,0.9773555548504418,0.9610744623271417,1.0,0.9525009525014287,0.8944271909999159,0.937735228826191,0.9304229817231059,0.9039783574556967,0.9428090415820635,0.7071067811865476,0.7844645405527362,1.0,0.8944271909999159,0.9156435124135894,0.9146356064503733,0.8926073982886735,1.0
25,0.9675755947963804,0.8944271909999159,0.9486832980505137,0.9827699655579241,0.9787577659555899,0.9556189340787524,0.7999999999999999,0.6324555320336758,0.9128709291752769,0.848528137423857,0.9765388181895498,0.9689627902499087,0.9888264649460884,0.8741733835330449,0.8596111316810198,0.8944271909999159,0.8519427513705972,0.9999999999999999,0.9697883689051535,0.9706118232491099,0.9845965021819058,0.8432740427115679,0.9486832980505138,0.9647638212377323,0.8944271909999159,0.9999999999999999,0.9359730911604381,0.9407861997057988,0.9694521124707416,0.8944271909999159
26,0.9455529420769602,0.9156435124135894,0.83244566157058,0.9647661039877381,0.9528981566330624,0.927466667076459,0.8189764547653834,0.6782890575760281,0.8544226254106855,0.9375966363375473,0.9448438954995967,0.9374445484234367,0.9377850477538047,0.91621663676591,0.9409540879001203,0.9156435124135894,0.9358322075913835,0.9359730911604381,0.9659600759659214,0.9610564026737852,0.9713971515085766,0.8838311962354307,0.8324456615705801,0.8722091245489672,0.9156435124135894,0.9359730911604381,0.9999999999999999,0.9938517679542724,0.9702083350612705,0.9156435124135894
27,0.9417209060586248,0.9146356064503733,0.840768551526448,0.9750338016084128,0.9591810829432759,0.9281156200006911,0.818074956265912,0.6705724884644141,0.8588163722807103,0.9362021176134908,0.9414059615356708,0.9290772212890634,0.9448854236116171,0.9080387831118794,0.9429625908723371,0.9146356064503733,0.9408865892425587,0.9407861997057988,0.9752651918390749,0.9725417072451434,0.9740645320784319,0.8827502470817499,0.8407685515264482,0.8817687546517182,0.9146356064503733,0.9407861997057988,0.9938517679542724,1.0,0.981534138331057,0.9146356064503733
28,0.9495669920921467,0.8926073982886735,0.9016696346674322,0.9865547918549606,0.9807531967037246,0.935096563825618,0.7983723279170813,0.6762522260005741,0.8849846507021011,0.8871256224000629,0.9581989358549373,0.9492808838943037,0.9739988342711371,0.8723947990180358,0.8912853770176786,0.8926073982886735,0.8987927911986285,0.9694521124707416,0.9818280161086779,0.9832858299573939,0.9825932518824798,0.871613980178518,0.9016696346674322,0.9377931061506662,0.8926073982886735,0.9694521124707416,0.9702083350612705,0.981534138331057,0.9999999999999998,0.8926073982886735
29,0.9056782897679296,1.0,0.7071067811865475,0.917321930642985,0.8754275592730114,0.8741572761215377,0.8944271909999159,0.7071067811865475,0.8164965809277261,0.9486832980505138,0.8942391309141245,0.8888888888888888,0.9045340337332909,0.9773555548504418,0.9610744623271417,1.0,0.9525009525014287,0.8944271909999159,0.937735228826191,0.9304229817231059,0.9039783574556967,0.9428090415820635,0.7071067811865476,0.7844645405527362,1.0,0.8944271909999159,0.9156435124135894,0.9146356064503733,0.8926073982886735,1.0
