,hu_szeged-ud-dev_Case=Ess,hu_szeged-ud-test_Case=Ess,hu_szeged-ud-train_Case=Ess,fi_ood-ud-test_Case=Ess,sms_giellagas-ud-test_Case=Ess,et_ewt-ud-train_Case=Ess,et_ewt-ud-test_Case=Ess,et_ewt-ud-dev_Case=Ess,egy_ujaen-ud-test_Case=Ess,olo_kkpp-ud-test_Case=Ess,olo_kkpp-ud-train_Case=Ess,vep_vwt-ud-test_Case=Ess,fi_tdt-ud-train_Case=Ess,fi_tdt-ud-test_Case=Ess,fi_tdt-ud-dev_Case=Ess,fi_pud-ud-test_Case=Ess,et_edt-ud-dev_Case=Ess,et_edt-ud-train_Case=Ess,et_edt-ud-test_Case=Ess,sme_giella-ud-train_Case=Ess,sme_giella-ud-test_Case=Ess,ka_glc-ud-test_Case=Ess,krl_kkpp-ud-test_Case=Ess,eu_bdt-ud-train_Case=Ess,eu_bdt-ud-test_Case=Ess,eu_bdt-ud-dev_Case=Ess,fi_ftb-ud-dev_Case=Ess,fi_ftb-ud-train_Case=Ess,fi_ftb-ud-test_Case=Ess,ab_abnc-ud-test_Case=Ess
19,0.8490044188574897,0.8789645894262467,0.8971315175375827,0.831650435736134,0.8945103906345057,0.8059580016582073,0.8922504065311436,0.6904772046173266,0.6473223793287437,0.8761208580202606,0.7723789499130331,0.8260865270956459,0.8533470971685762,0.8547324887849406,0.8641191186781759,0.8326313566132577,0.840314593752021,0.8253951398968358,0.7649788096950785,1.0000000000000002,0.9917715387910886,0.8028254718015846,0.8698358371689655,0.9154587922928388,0.9084126843044097,0.9151575192731132,0.7788700000893141,0.7600125789315562,0.7445980615523545,0.8514340485727069
20,0.8579237984641217,0.8857034544906066,0.9037449660540118,0.8427934473060528,0.9296553856931584,0.8220326143358612,0.9247176963668994,0.7037328389426242,0.648538106476536,0.869702051197519,0.7807339943550617,0.8277309138661271,0.8619877213855606,0.8626998050639619,0.8741306062670656,0.8423368674465863,0.8608090351815234,0.8446067605709103,0.7800368095111327,0.9917715387910886,1.0000000000000002,0.8087204816967961,0.8704027698669061,0.9432003202367277,0.928786321579132,0.9496048027834609,0.7803068475103679,0.7617378412922314,0.7467904918332879,0.8832121688011613
21,0.870810355707903,0.8826577501387706,0.8886322373155361,0.8595431744499742,0.6867162186407073,0.8321304250453888,0.8204039179525032,0.7664191894673175,0.7438774486006317,0.917518778459738,0.7938832896004142,0.8979205375642014,0.8874392933786396,0.8851808342774392,0.8925788247267256,0.8748768284084406,0.832022915847439,0.8326321040270027,0.8092248895067318,0.8028254718015846,0.8087204816967961,1.0,0.8933656862567674,0.8711820390349004,0.8926239251818069,0.8184951294280947,0.7542523689928389,0.7419179720664767,0.7266082492568892,0.8067430836895182
22,0.9776435125062752,0.9779417445026509,0.9652536449487402,0.9840009168425301,0.7280194673050507,0.9652525584059316,0.9172351550415898,0.9201370918610849,0.6243787409057362,0.9752178444615234,0.910699538875469,0.9875712512228678,0.9906126896323265,0.9836443031171225,0.9880811819681959,0.9853465289309651,0.9604102820188628,0.9621441381744781,0.9524849317847434,0.8698358371689655,0.8704027698669061,0.8933656862567674,1.0,0.9283782898689908,0.943636440459669,0.8436818366411247,0.7742609516228985,0.7570458179902505,0.7419875147147748,0.9197663926886396
23,0.93100640491903,0.9370257651098394,0.9367370241187938,0.9260078239841754,0.9059020014405486,0.9307002442029693,0.9905431261195743,0.8437131336253169,0.6259807120445899,0.9024553137180413,0.8485281374238571,0.9109304247214095,0.9400333216283785,0.9352416102362321,0.9451217978974464,0.9316248295964303,0.9568927412348953,0.9472857196352893,0.8995236414907709,0.9154587922928388,0.9432003202367277,0.8711820390349004,0.9283782898689908,0.9999999999999999,0.9870178828548491,0.975449515470526,0.7663080451401535,0.7500006496662094,0.7365370825483917,0.9740492440449617
24,0.9438946021507264,0.9517702014914008,0.954569730717373,0.9319259988722836,0.8714187475713708,0.934978680633859,0.9726378085792632,0.8433802953476238,0.6425754631219991,0.9136781729620906,0.8579169571563114,0.9182049653660881,0.9555676374939044,0.9563879088267412,0.9593553637439289,0.9458652686545881,0.9539440322104131,0.9496310988980615,0.9021208441164386,0.9084126843044097,0.928786321579132,0.8926239251818069,0.943636440459669,0.9870178828548491,1.0,0.9435753036517053,0.8377361295820146,0.8233622614329981,0.8116734033145768,0.9489964317658126
25,0.8389657398084245,0.8547898072650202,0.8626896621742036,0.832239411419741,0.9621212748502578,0.8362735755852306,0.9599821661133803,0.726204009059247,0.5980503604017328,0.8429303006542138,0.7645586166838347,0.8256335275512419,0.8505453812538134,0.8456367866870423,0.8604798253037801,0.8366472218478105,0.8821915178081816,0.8627370865344084,0.7950845837507313,0.9151575192731132,0.9496048027834609,0.8184951294280947,0.8436818366411247,0.975449515470526,0.9435753036517053,1.0,0.7208672597352359,0.7058694176947972,0.6920375503181342,0.9310146729068686
26,0.7661230853370486,0.795311380396865,0.8150265576294542,0.7306099312796811,0.678516152169714,0.7129479775939621,0.7378990113989271,0.5951916101893631,0.5951916101893631,0.7560080660164833,0.7104144067799586,0.715250775978437,0.7842939850285418,0.8063612891544873,0.7942831423991826,0.7652540769186857,0.7328769609786622,0.7321242347583241,0.6713089479319866,0.7788700000893141,0.7803068475103679,0.7542523689928389,0.7742609516228985,0.7663080451401535,0.8377361295820146,0.7208672597352359,0.9999999999999999,0.9988672236958139,0.99723298387699,0.6827316002259703
27,0.7495423712972539,0.7782045708896593,0.7968982303843859,0.7135357793965085,0.6614934460333548,0.6980155270127506,0.7220378992837284,0.5817577500378469,0.5817577500378469,0.7408410456026738,0.6928598257101479,0.7006550572991365,0.768613917104159,0.7914549849478018,0.7782551877558184,0.7501371434826214,0.7182599022828742,0.7175494939927287,0.6569274803348311,0.7600125789315562,0.7617378412922314,0.7419179720664767,0.7570458179902505,0.7500006496662094,0.8233622614329981,0.7058694176947972,0.9988672236958139,1.0000000000000004,0.9994966520930146,0.6673219057990974
28,0.7366957238900417,0.7646895483303635,0.7829316797857365,0.6997931636029294,0.6490121545254433,0.6869183409664656,0.7099769963904885,0.5712815833100969,0.5712815833100969,0.724000985265247,0.6771335664319181,0.6857461273579545,0.7556061327429644,0.7792340936487603,0.7649643669473061,0.7377189383990995,0.7071485847159685,0.7068052108537015,0.645977494213412,0.7445980615523545,0.7467904918332879,0.7266082492568892,0.7419875147147748,0.7365370825483917,0.8116734033145768,0.6920375503181342,0.99723298387699,0.9994966520930146,1.0,0.6553049184091118
29,0.9420346603084224,0.9318956543916543,0.9136948579382076,0.9485541502925936,0.8362867675252985,0.9654983113460951,0.9910606664551127,0.9176629354822472,0.5735393346764045,0.8698834014117559,0.8609460320922786,0.9192547197409877,0.9439840046360101,0.9339689549796677,0.9429074935671148,0.946224630460146,0.9847136218202622,0.9766860731415394,0.9508894921515906,0.8514340485727069,0.8832121688011613,0.8067430836895182,0.9197663926886396,0.9740492440449617,0.9489964317658126,0.9310146729068686,0.6827316002259703,0.6673219057990974,0.6553049184091118,1.0000000000000002
