,hu_szeged-ud-dev_Case=Ill,hu_szeged-ud-test_Case=Ill,hu_szeged-ud-train_Case=Ill,fi_ood-ud-test_Case=Ill,sms_giellagas-ud-test_Case=Ill,sms_giellagas-ud-train_Case=Ill,et_ewt-ud-train_Case=Ill,et_ewt-ud-test_Case=Ill,et_ewt-ud-dev_Case=Ill,egy_ujaen-ud-test_Case=Ill,si_stb-ud-test_Case=Ill,lt_alksnis-ud-test_Case=Ill,lt_alksnis-ud-dev_Case=Ill,lt_alksnis-ud-train_Case=Ill,olo_kkpp-ud-test_Case=Ill,olo_kkpp-ud-train_Case=Ill,mdf_jr-ud-test_Case=Ill,mdf_jr-ud-train_Case=Ill,vep_vwt-ud-test_Case=Ill,fi_tdt-ud-train_Case=Ill,fi_tdt-ud-test_Case=Ill,fi_tdt-ud-dev_Case=Ill,myv_jr-ud-test_Case=Ill,myv_jr-ud-train_Case=Ill,kpv_ikdp-ud-test_Case=Ill,kpv_lattice-ud-test_Case=Ill,kpv_lattice-ud-train_Case=Ill,fi_pud-ud-test_Case=Ill,et_edt-ud-dev_Case=Ill,et_edt-ud-train_Case=Ill,et_edt-ud-test_Case=Ill,koi_uh-ud-train_Case=Ill,koi_uh-ud-test_Case=Ill,sme_giella-ud-train_Case=Ill,sme_giella-ud-test_Case=Ill,krl_kkpp-ud-test_Case=Ill,fi_ftb-ud-dev_Case=Ill,fi_ftb-ud-train_Case=Ill,fi_ftb-ud-test_Case=Ill
10,0.7037239517999152,0.6998056365365837,0.705707953345447,0.6951922382162492,0.8476878716913455,0.7071067811865475,0.6503238149942814,0.6707364745633169,0.6616192730928522,0.5,0.9999999999999998,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.6938828495450536,0.4999999999999999,0.9036580869689208,0.8660254037844388,0.6917403218673871,0.6957088557744152,0.6952285967591522,0.6959704326424462,0.7793610620821327,0.7887196718652374,0.7649875767026307,0.7914212185106009,0.5773502691896258,0.6949519810310616,0.6585120744088391,0.6603565654746888,0.6566219352558825,0.5773502691896258,0.8370269558813845,0.7050631511696169,0.7042970605120139,0.7023823912157343,0.6019793097544982,0.6016082812058178,0.6096758828752151
11,0.9952159568022304,0.9896746222151734,0.9980217586956907,0.9831502917419273,0.9445182971191578,1.0,0.9196967590991244,0.9485646191057593,0.9356709491353402,0.7071067811865476,0.7071067811865475,1.0,1.0,1.0,0.9812985365247048,0.7071067811865475,0.9046272798583499,0.8164965809277261,0.978268544825189,0.9838808992992456,0.9832017104864087,0.984250824853618,0.98717258565349,0.988879033604791,0.9664578533776779,0.9074907735952967,0.8164965809277261,0.9828105167721772,0.9312767066154211,0.9338852108964217,0.9286036461905375,0.8164965809277261,0.8957993634113776,0.997109870713584,0.9960264549155945,0.9933187036293366,0.8513273041228058,0.8508025905172343,0.8622119022139199
12,0.9952159568022304,0.9896746222151734,0.9980217586956907,0.9831502917419273,0.9445182971191578,1.0,0.9196967590991244,0.9485646191057593,0.9356709491353402,0.7071067811865476,0.7071067811865475,1.0,1.0,1.0,0.9812985365247048,0.7071067811865475,0.9046272798583499,0.8164965809277261,0.978268544825189,0.9838808992992456,0.9832017104864087,0.984250824853618,0.98717258565349,0.988879033604791,0.9664578533776779,0.9074907735952967,0.8164965809277261,0.9828105167721772,0.9312767066154211,0.9338852108964217,0.9286036461905375,0.8164965809277261,0.8957993634113776,0.997109870713584,0.9960264549155945,0.9933187036293366,0.8513273041228058,0.8508025905172343,0.8622119022139199
13,0.9952159568022304,0.9896746222151734,0.9980217586956907,0.9831502917419273,0.9445182971191578,1.0,0.9196967590991244,0.9485646191057593,0.9356709491353402,0.7071067811865476,0.7071067811865475,1.0,1.0,1.0,0.9812985365247048,0.7071067811865475,0.9046272798583499,0.8164965809277261,0.978268544825189,0.9838808992992456,0.9832017104864087,0.984250824853618,0.98717258565349,0.988879033604791,0.9664578533776779,0.9074907735952967,0.8164965809277261,0.9828105167721772,0.9312767066154211,0.9338852108964217,0.9286036461905375,0.8164965809277261,0.8957993634113776,0.997109870713584,0.9960264549155945,0.9933187036293366,0.8513273041228058,0.8508025905172343,0.8622119022139199
14,0.9775934289694324,0.9711662584153897,0.9798534195415852,0.9952648563296109,0.9351976294346722,0.9812985365247048,0.9645323701719734,0.9798728697335876,0.9722407200436117,0.7086463144289911,0.6938828495450536,0.9812985365247048,0.9812985365247048,0.9812985365247048,0.9999999999999999,0.7234097793129283,0.8931058357087599,0.8097505903667156,0.99380234445178,0.9908783751997907,0.9916073941269138,0.9919704946307936,0.9712123330929824,0.972146861360542,0.9541059031931404,0.8999140315845356,0.8097505903667156,0.9888313282615501,0.9744463468528385,0.9755795368027449,0.9714152208775909,0.8097505903667156,0.8883981639559357,0.9843298415823997,0.9845456014631534,0.9856463032907505,0.8687994903567028,0.8678960424570465,0.8797990886792759
15,0.7204792839856274,0.6998056365365837,0.7141092385043214,0.7359084864414959,0.6807190484794138,0.7071067811865475,0.7167802632418722,0.7440982764686797,0.7351325256587247,0.5,0.4999999999999999,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7234097793129283,0.9999999999999998,0.6396680840341799,0.5773502691896258,0.7349740919840988,0.7335281543858081,0.73924469298254,0.7438345702033579,0.7014249558739194,0.7025570186362619,0.7037885705664202,0.6523877612046844,0.5773502691896258,0.7271127366924588,0.7024128793694283,0.7061805650615322,0.7153055381652247,0.5773502691896258,0.6334258044507775,0.7109509436637265,0.7551226215798912,0.7603108358520836,0.629563267344327,0.6223410680804092,0.6280226108321082
16,0.9002995038736268,0.8952866614393524,0.9028377088083291,0.8912219557324043,0.9822374265595029,0.9046272798583499,0.8329274456766533,0.8601192380949522,0.8473834470016102,0.7716630855015505,0.9036580869689208,0.9046272798583499,0.9046272798583499,0.9046272798583499,0.8931058357087599,0.6396680840341799,0.9999999999999998,0.9672471299049061,0.8876022472377333,0.8941836649347406,0.8933501962121051,0.8938477270584368,0.9499295714916604,0.9543931760215705,0.9577564223478793,0.9705237279432125,0.8206945344647689,0.893677201437214,0.8443188153533202,0.8467082064371422,0.8419404424653202,0.8206945344647689,0.9812577440344102,0.9044937212884891,0.9026054427988431,0.8996125018186185,0.791979570533028,0.7916211870546331,0.8008727401120203
17,0.8125904260137368,0.8080659452696282,0.8148813536665076,0.8027388517453801,0.934333567191397,0.8164965809277261,0.7509292592947456,0.7744997682888634,0.7639721308424057,0.8660254037844388,0.8660254037844388,0.8164965809277261,0.8164965809277261,0.8164965809277261,0.8097505903667156,0.5773502691896258,0.9672471299049061,1.0000000000000002,0.7987529220789088,0.8034153719378346,0.8027808349744447,0.8036374332682733,0.8784086053307626,0.8820353964431881,0.9186648293388454,0.9709704137926389,0.8333333333333336,0.8024614266442943,0.7603842468491244,0.7625140816758968,0.7582017021515938,0.8333333333333336,0.9795764965481564,0.8141368002469285,0.8132521949521468,0.8110413252849147,0.6951058330666894,0.694677406201774,0.7039930701928565
18,0.9750372582076186,0.9681675525248564,0.9770597320455966,0.997382525099382,0.9295453798676798,0.978268544825189,0.9754387727420716,0.9870806153051948,0.9780357622500452,0.6917403218673872,0.6917403218673871,0.978268544825189,0.978268544825189,0.978268544825189,0.99380234445178,0.7349740919840988,0.8876022472377333,0.7987529220789088,1.0000000000000004,0.9911344381731759,0.9916974822989935,0.992839191264344,0.967184876554036,0.9681056255862265,0.9476602043275435,0.8892724136602799,0.7987529220789088,0.988717146837571,0.9827499982644579,0.9841953238832982,0.9813828905231081,0.7987529220789088,0.876332339699779,0.9809140787982926,0.9820198642528174,0.9845678261725755,0.8858605001446931,0.885546172634527,0.8958868806035984
19,0.9804923857755312,0.9739250815061955,0.9830797726479602,0.9961508817067078,0.9344534064665955,0.9838808992992456,0.9469843320952048,0.9689843973016101,0.957850939552358,0.6958473880037611,0.6957088557744152,0.9838808992992456,0.9838808992992456,0.9838808992992456,0.9908783751997907,0.7335281543858081,0.8941836649347406,0.8034153719378346,0.9911344381731759,1.0000000000000002,0.9998200750211528,0.9996148709849236,0.9725943432901175,0.9737875886736242,0.9525948109478992,0.8946740770142436,0.8034153719378346,0.9995158261579796,0.958561571887925,0.9604197032791149,0.9558625760184318,0.8034153719378346,0.8818111684073587,0.9915127366634197,0.9906683266226857,0.9911724181452423,0.9047937889046873,0.903977588453833,0.9148106324540204
20,0.979973039658803,0.9731250016854481,0.9823755574205253,0.9963990316035142,0.9341893596156771,0.9832017104864087,0.9489754868930057,0.9704214729386358,0.9593858807473356,0.6952285967591523,0.6952285967591522,0.9832017104864087,0.9832017104864087,0.9832017104864087,0.9916073941269138,0.73924469298254,0.8933501962121051,0.8027808349744447,0.9916974822989935,0.9998200750211528,1.0,0.9995715633084536,0.9718518107013241,0.973112838232975,0.9522260529883954,0.8941294685526213,0.8027808349744447,0.9993345921551635,0.9601607330272844,0.9619614026133447,0.9575408090547449,0.8027808349744447,0.881211042147039,0.9908493698198054,0.9905980849207634,0.9911631482738213,0.9025972458150284,0.9016330912649221,0.9125043472805789
21,0.9811894356838832,0.9741311721236029,0.9835644406005193,0.9975332168364285,0.9349597155054392,0.984250824853618,0.9514394540128615,0.9726983003174248,0.9616716882888526,0.6959704326424463,0.6959704326424462,0.984250824853618,0.984250824853618,0.984250824853618,0.9919704946307936,0.7438345702033579,0.8938477270584368,0.8036374332682733,0.992839191264344,0.9996148709849236,0.9995715633084536,0.9999999999999998,0.9728966419343691,0.9740337957583032,0.9532953225855516,0.8949417738143175,0.8036374332682733,0.9986182460901522,0.9618452870429484,0.9637170545994651,0.9595851110498219,0.8036374332682733,0.8816912623409943,0.990850793698895,0.9912479707876086,0.9926248253094686,0.8987365496899389,0.8978684878351196,0.9089567729731463
22,0.9825634611295289,0.9774313338333359,0.9855043998319934,0.9719595758186954,0.973312689774676,0.98717258565349,0.9103636434209773,0.9385632580391948,0.925797396526656,0.7420872721564656,0.7793610620821327,0.98717258565349,0.98717258565349,0.98717258565349,0.9712123330929824,0.7014249558739194,0.9499295714916604,0.8784086053307626,0.967184876554036,0.9725943432901175,0.9718518107013241,0.9728966419343691,1.0,0.9984284861352849,0.9864802363270112,0.9446651415855671,0.8373249066404597,0.971492377247463,0.9215557521647518,0.9242114471470146,0.9190567762808731,0.8373249066404597,0.9399611418172483,0.9846886216438733,0.9840045149403024,0.9813130882702322,0.8434859537953423,0.8429680386429796,0.8541455990742681
23,0.9842592461965689,0.9789997868036603,0.987145523646263,0.9728064111798157,0.9777696608928116,0.988879033604791,0.9105637161050955,0.939231249910274,0.9267270986196253,0.7390104488485209,0.7887196718652374,0.988879033604791,0.988879033604791,0.988879033604791,0.972146861360542,0.7025570186362619,0.9543931760215705,0.8820353964431881,0.9681056255862265,0.9737875886736242,0.973112838232975,0.9740337957583032,0.9984284861352849,0.9999999999999996,0.9852526137215298,0.9468760259154269,0.8418559098373161,0.9726870079395342,0.921944730046402,0.9245787839147291,0.9194330106377352,0.8418559098373161,0.9437135057802344,0.9863722584572461,0.9856234112884252,0.9827999623350062,0.8444837783492498,0.8439991084075055,0.8550833384556479
24,0.9625178837097939,0.9564788109284408,0.9648887334012453,0.9521113824461921,0.9744090904874432,0.9664578533776779,0.8929733251212149,0.9210236011566522,0.9096034636904073,0.8261865828388413,0.7649875767026307,0.9664578533776779,0.9664578533776779,0.9664578533776779,0.9541059031931404,0.7037885705664202,0.9577564223478793,0.9186648293388454,0.9476602043275435,0.9525948109478992,0.9522260529883954,0.9532953225855516,0.9864802363270112,0.9852526137215298,0.9999999999999998,0.9746835711511252,0.8715538124496739,0.9511570798386892,0.9031546846105706,0.9057406664960034,0.9012741480188398,0.8715538124496739,0.9668183000917736,0.9639048832641949,0.9646912387408835,0.9631026798634224,0.8239304662690978,0.8232711555165797,0.8341263678623386
25,0.903597289256318,0.8985660848453523,0.9061447916027106,0.8937239128638991,0.9728008165678685,0.9074907735952967,0.8374034545408712,0.8638399379505294,0.85275793447381,0.890348870824426,0.7914212185106009,0.9074907735952967,0.9074907735952967,0.9074907735952967,0.8999140315845356,0.6523877612046844,0.9705237279432125,0.9709704137926389,0.8892724136602799,0.8946740770142436,0.8941294685526213,0.8949417738143175,0.9446651415855671,0.9468760259154269,0.9746835711511252,1.0000000000000002,0.8968741024062373,0.8934841395134677,0.847605277125402,0.8500224808244573,0.845464136098385,0.8968741024062373,0.992209679922496,0.9054898291983969,0.9055025959028941,0.9028602400407804,0.7754436552031374,0.7749035033503675,0.7850831696559522
26,0.8125904260137368,0.8080659452696282,0.8148813536665076,0.8027388517453801,0.8379340721637132,0.8164965809277261,0.7509292592947456,0.7744997682888634,0.7639721308424057,0.8660254037844388,0.5773502691896258,0.8164965809277261,0.8164965809277261,0.8164965809277261,0.8097505903667156,0.5773502691896258,0.8206945344647689,0.8333333333333336,0.7987529220789088,0.8034153719378346,0.8027808349744447,0.8036374332682733,0.8373249066404597,0.8418559098373161,0.8715538124496739,0.8968741024062373,1.0000000000000002,0.8024614266442943,0.7603842468491244,0.7625140816758968,0.7582017021515938,1.0000000000000002,0.8881493568703284,0.8141368002469285,0.8132521949521468,0.8110413252849147,0.6951058330666894,0.694677406201774,0.7039930701928565
27,0.9795144413554567,0.9730819985369789,0.9822054913454558,0.9940676224231813,0.9332033756464059,0.9828105167721772,0.9410340057331777,0.9641620824791782,0.9512849092395868,0.6949519810310617,0.6949519810310616,0.9828105167721772,0.9828105167721772,0.9828105167721772,0.9888313282615501,0.7271127366924588,0.893677201437214,0.8024614266442943,0.988717146837571,0.9995158261579796,0.9993345921551635,0.9986182460901522,0.971492377247463,0.9726870079395342,0.9511570798386892,0.8934841395134677,0.8024614266442943,1.0000000000000002,0.9535682046798881,0.9555028274053178,0.9503787386613117,0.8024614266442943,0.880527566039558,0.9915742881291466,0.9897889942490081,0.9899332341547763,0.909623388984893,0.9086845381336844,0.9192816477683818
28,0.928292583762566,0.9216609227974077,0.9302362060929533,0.9754610966404862,0.8893649665555423,0.9312767066154211,0.9981409150289835,0.9931380196820702,0.9923218125965249,0.6585120744088392,0.6585120744088391,0.9312767066154211,0.9312767066154211,0.9312767066154211,0.9744463468528385,0.7024128793694283,0.8443188153533202,0.7603842468491244,0.9827499982644579,0.958561571887925,0.9601607330272844,0.9618452870429484,0.9215557521647518,0.921944730046402,0.9031546846105706,0.847605277125402,0.7603842468491244,0.9535682046798881,0.9999999999999999,0.9998693022237409,0.9994788895525364,0.7603842468491244,0.8363097196563631,0.9331029569506919,0.9349122148406052,0.9428010234840775,0.8480669856639803,0.8487505225472454,0.8599902809436545
29,0.9309530563760461,0.924317481982086,0.9329933371663007,0.977117833011274,0.8918353305794751,0.9338852108964217,0.998049382212988,0.9939790091215721,0.9926178125638525,0.6603565654746889,0.6603565654746888,0.9338852108964217,0.9338852108964217,0.9338852108964217,0.9755795368027449,0.7061805650615322,0.8467082064371422,0.7625140816758968,0.9841953238832982,0.9604197032791149,0.9619614026133447,0.9637170545994651,0.9242114471470146,0.9245787839147291,0.9057406664960034,0.8500224808244573,0.7625140816758968,0.9555028274053178,0.9998693022237409,0.9999999999999997,0.9994963968088842,0.7625140816758968,0.8387118609592606,0.9355379268605521,0.9376011312943043,0.9457117412391421,0.849956588532014,0.8505838050519278,0.8618857072375935
30,0.9261276927547565,0.9190154627312528,0.9278059786755797,0.9734782408776856,0.8870240619880685,0.9286036461905375,0.9990680248605313,0.9943199293263515,0.9938363138128089,0.6566219352558826,0.6566219352558825,0.9286036461905375,0.9286036461905375,0.9286036461905375,0.9714152208775909,0.7153055381652247,0.8419404424653202,0.7582017021515938,0.9813828905231081,0.9558625760184318,0.9575408090547449,0.9595851110498219,0.9190567762808731,0.9194330106377352,0.9012741480188398,0.845464136098385,0.7582017021515938,0.9503787386613117,0.9994788895525364,0.9994963968088842,0.9999999999999999,0.7582017021515938,0.8338518366530713,0.9297812461520939,0.9331284977018147,0.9413949444755106,0.8462874597917415,0.8469404780706477,0.8579641355609378
31,0.8125904260137368,0.8080659452696282,0.8148813536665076,0.8027388517453801,0.8379340721637132,0.8164965809277261,0.7509292592947456,0.7744997682888634,0.7639721308424057,0.8660254037844388,0.5773502691896258,0.8164965809277261,0.8164965809277261,0.8164965809277261,0.8097505903667156,0.5773502691896258,0.8206945344647689,0.8333333333333336,0.7987529220789088,0.8034153719378346,0.8027808349744447,0.8036374332682733,0.8373249066404597,0.8418559098373161,0.8715538124496739,0.8968741024062373,1.0000000000000002,0.8024614266442943,0.7603842468491244,0.7625140816758968,0.7582017021515938,1.0000000000000002,0.8881493568703284,0.8141368002469285,0.8132521949521468,0.8110413252849147,0.6951058330666894,0.694677406201774,0.7039930701928565
32,0.891513820560283,0.8873037655244118,0.8944073697396018,0.8807736349041664,0.9722001660588839,0.8957993634113776,0.8257537612146002,0.8516202863734894,0.8405924115664939,0.859649306040341,0.8370269558813845,0.8957993634113776,0.8957993634113776,0.8957993634113776,0.8883981639559357,0.6334258044507775,0.9812577440344102,0.9795764965481564,0.876332339699779,0.8818111684073587,0.881211042147039,0.8816912623409943,0.9399611418172483,0.9437135057802344,0.9668183000917736,0.992209679922496,0.8881493568703284,0.880527566039558,0.8363097196563631,0.8387118609592606,0.8338518366530713,0.8881493568703284,1.0,0.8935433766950921,0.8930063933472827,0.8901418817654564,0.7626184570879336,0.7623424980214472,0.7723688731289423
33,0.9925369578573265,0.9868633859194645,0.9953104743653514,0.9864308240635934,0.9429606483311666,0.997109870713584,0.9194842276683886,0.949386642019579,0.9355440496566327,0.705063151169617,0.7050631511696169,0.997109870713584,0.997109870713584,0.997109870713584,0.9843298415823997,0.7109509436637265,0.9044937212884891,0.8141368002469285,0.9809140787982926,0.9915127366634197,0.9908493698198054,0.990850793698895,0.9846886216438733,0.9863722584572461,0.9639048832641949,0.9054898291983969,0.8141368002469285,0.9915742881291466,0.9331029569506919,0.9355379268605521,0.9297812461520939,0.8141368002469285,0.8935433766950921,1.0,0.9976151900171657,0.9940717599319394,0.8809234533974538,0.8803823916181504,0.8906059029472421
34,0.992964619647592,0.9859840647646063,0.9950727409848933,0.9873316157328553,0.9430033519494775,0.9960264549155945,0.9240981992011483,0.9541297741823721,0.940849095357604,0.704297060512014,0.7042970605120139,0.9960264549155945,0.9960264549155945,0.9960264549155945,0.9845456014631534,0.7551226215798912,0.9026054427988431,0.8132521949521468,0.9820198642528174,0.9906683266226857,0.9905980849207634,0.9912479707876086,0.9840045149403024,0.9856234112884252,0.9646912387408835,0.9055025959028941,0.8132521949521468,0.9897889942490081,0.9349122148406052,0.9376011312943043,0.9331284977018147,0.8132521949521468,0.8930063933472827,0.9976151900171657,1.0,0.9973281804772589,0.8705331221208418,0.8693526342181108,0.8798196692063137
35,0.9905078447077886,0.9830623127536295,0.9930570363791742,0.9906896685390524,0.9419277843837555,0.9933187036293366,0.933831760542882,0.9615025618720882,0.948292389090418,0.7023823912157344,0.7023823912157343,0.9933187036293366,0.9933187036293366,0.9933187036293366,0.9856463032907505,0.7603108358520836,0.8996125018186185,0.8110413252849147,0.9845678261725755,0.9911724181452423,0.9911631482738213,0.9926248253094686,0.9813130882702322,0.9827999623350062,0.9631026798634224,0.9028602400407804,0.8110413252849147,0.9899332341547763,0.9428010234840775,0.9457117412391421,0.9413949444755106,0.8110413252849147,0.8901418817654564,0.9940717599319394,0.9973281804772589,0.9999999999999999,0.8657775203661172,0.8645259574822151,0.8766034830167444
