,hu_szeged-ud-dev_Case=All,hu_szeged-ud-test_Case=All,hu_szeged-ud-train_Case=All,fi_ood-ud-test_Case=All,ess_sli-ud-test_Case=All,hit_hittb-ud-test_Case=All,et_ewt-ud-train_Case=All,et_ewt-ud-test_Case=All,et_ewt-ud-dev_Case=All,ml_ufal-ud-test_Case=All,egy_ujaen-ud-test_Case=All,olo_kkpp-ud-test_Case=All,olo_kkpp-ud-train_Case=All,vep_vwt-ud-test_Case=All,fi_tdt-ud-train_Case=All,fi_tdt-ud-test_Case=All,fi_tdt-ud-dev_Case=All,tpn_tudet-ud-test_Case=All,fi_pud-ud-test_Case=All,et_edt-ud-dev_Case=All,et_edt-ud-train_Case=All,et_edt-ud-test_Case=All,wbp_ufal-ud-test_Case=All,arr_tudet-ud-test_Case=All,gn_oldtudet-ud-test_Case=All,eu_bdt-ud-train_Case=All,eu_bdt-ud-test_Case=All,eu_bdt-ud-dev_Case=All,fi_ftb-ud-dev_Case=All,fi_ftb-ud-train_Case=All,fi_ftb-ud-test_Case=All,eme_tudet-ud-test_Case=All,aqz_tudet-ud-test_Case=All,gu_gujtb-ud-test_Case=All
10,0.7023384391613016,0.7028634960055146,0.704024441854044,0.6998544039436086,0.5460719049126099,0.7071067811865476,0.7029041378212595,0.7011082585015062,0.7024024626070076,0.6172133998483678,1.0000000000000002,0.6914107176547127,0.6708203932499369,0.7017130580269054,0.696561857289371,0.6953016315575156,0.7049638575503723,0.6821910402406466,0.6969360919916034,0.700311262193983,0.6994571722742282,0.6973928888975579,0.7071067811865476,0.894427190999916,0.6708203932499369,0.7788360379660102,0.7734595496966381,0.7741197096500834,0.5560135958621996,0.5592439769285744,0.5590975058530279,0.6950064259672198,0.7456874828398671,0.7071067811865476
11,0.9712086485140125,0.9719347083729462,0.9735400891775261,0.9785187528423014,0.7551199353334074,0.9778024140774094,0.9837417559209791,0.9879158991193889,0.9800916227883485,0.85349591947053,0.6914107176547127,0.9999999999999999,0.9276248190287109,0.9934472832684202,0.9793055312309277,0.9712502214684761,0.9786585753925432,0.9433483934208008,0.9775827696061018,0.9898839345123058,0.9845155760606176,0.979590565502132,0.9778024140774094,0.9276248190287109,0.9276248190287109,0.972943778821378,0.9651202720668907,0.9685198681901541,0.7850871517553182,0.7857349672428164,0.7884385888102691,0.9610697835052647,0.9486604244878657,0.9778024140774094
12,0.9422858959054623,0.9429903335828894,0.9445479058841941,0.9421965746450401,0.7326323399924383,0.9486832980505138,0.9554591791009133,0.9426198983013097,0.9534324941599117,0.828078671210825,0.6708203932499369,0.9276248190287109,0.9999999999999999,0.9414468590684489,0.9363279692203779,0.9328450278174706,0.9458082642978662,0.9707253433941511,0.9350378865997632,0.9415609852004182,0.9393543707909381,0.937859551193083,0.9486832980505138,0.8999999999999999,0.8999999999999999,0.9373262687417417,0.934670351629547,0.936970602650739,0.7511240276810682,0.7540475448429577,0.7528258001548132,0.9889610266211952,0.9470876881091695,0.9486832980505138
13,0.9856801078274411,0.9864169863150225,0.9880462880381728,0.9881312170450255,0.7663715725976101,0.9923721235559483,0.9928897382520573,0.9939869227093825,0.9907836569828565,0.8662134045255624,0.7017130580269054,0.9934472832684202,0.9414468590684489,1.0,0.9853843700700843,0.9813755961007684,0.9893646885602307,0.9574047220116396,0.9853839612333893,0.9943119578952763,0.9908681854088501,0.9867492216409304,0.9923721235559483,0.9414468590684489,0.9414468590684489,0.9891821304447721,0.9854123862744804,0.9864259536774774,0.7890841153183885,0.7916205477947393,0.7929439558205916,0.9753901690276157,0.9627959048053456,0.9923721235559483
14,0.983847693555681,0.9868425605568307,0.9855637398650288,0.9986360060334716,0.7595520819159967,0.9835415866581032,0.9957332159227456,0.9937564637316026,0.9948782209117094,0.9159565408010047,0.696561857289371,0.9793055312309277,0.9363279692203779,0.9853843700700843,0.9999999999999998,0.9983850938812174,0.9974398949009448,0.9515965695666607,0.9967990986163963,0.9970162769019113,0.9990155725218672,0.9991673315938041,0.9835415866581032,0.9335582501536045,0.9332324008516312,0.9801219355497643,0.9708023508884275,0.9804923808119713,0.863819407193127,0.8669899467132012,0.8667555665701142,0.968552186059752,0.9608136325679232,0.9835415866581032
15,0.9865521361088547,0.988880419800007,0.9880294171455569,0.9972368953956984,0.7593693728669163,0.9833049972887792,0.993911916440739,0.9924510185201227,0.9939732850655125,0.9108825014719908,0.6953016315575156,0.9712502214684761,0.9328450278174706,0.9813755961007684,0.9983850938812174,0.9999999999999998,0.9970668035279571,0.9486570866264805,0.995591143763509,0.9939409956487918,0.9966839324076163,0.9967974630833032,0.9833049972887792,0.9328450278174706,0.9328450278174706,0.9795946228337593,0.9710796668196814,0.980641387726789,0.8552340875973591,0.859541082321836,0.8583175133584088,0.966478203835931,0.9590813224303153,0.9833049972887792
16,0.9900006510492884,0.992216540179556,0.9923244094557213,0.9990188283498792,0.7666732975067455,0.9927628261857361,0.9988882493411048,0.9959034980932941,0.9987822519470393,0.9051087665376395,0.7049638575503723,0.9786585753925432,0.9458082642978662,0.9893646885602307,0.9974398949009448,0.9970668035279571,0.9999999999999998,0.9607332191227929,0.9956006011757215,0.997107168495923,0.9984732408927123,0.9980001586779693,0.9927628261857361,0.9431477628511774,0.941817512127833,0.9863119743170398,0.9791104298700013,0.9868601390093353,0.840787880040603,0.8445791747840209,0.8442885672855092,0.9780294419714077,0.968320886823131,0.9927628261857361
17,0.9608201679393857,0.958974358974359,0.9605583326865016,0.958466994432451,0.7535172071911069,0.9647638212377322,0.9668997814532796,0.9576803263612245,0.9657077814098284,0.8421149025860482,0.6821910402406466,0.9433483934208008,0.9707253433941511,0.9574047220116396,0.9515965695666607,0.9486570866264805,0.9607332191227929,1.0000000000000002,0.9537846888924131,0.9568753044370899,0.9557517320000534,0.9527355864725582,0.9647638212377322,0.9152553237716281,0.9152553237716281,0.9540572418794041,0.9506834493585806,0.9520564244993003,0.7614736394979696,0.7650987123322865,0.7643301728091336,0.9796015634390735,0.9508090119311291,0.9647638212377322
18,0.9864498211307146,0.9925799817233111,0.9879770861323077,0.9960924427939524,0.7611544387124097,0.9856164734018286,0.9937472457526042,0.9906622387479007,0.9922710464030489,0.9131852068701981,0.6969360919916034,0.9775827696061018,0.9350378865997632,0.9853839612333893,0.9967990986163963,0.995591143763509,0.9956006011757215,0.9537846888924131,0.9999999999999998,0.9944842183116094,0.9963868164984578,0.9963450024040841,0.9856164734018286,0.9350378865997632,0.9350378865997632,0.980019692076633,0.9711327417998923,0.9793359027689259,0.8560643048254442,0.8594568654161805,0.8592148648897314,0.9687501248452915,0.9613514622788827,0.9856164734018286
19,0.9876040491858208,0.9891492137126976,0.989594178448227,0.9972074090677123,0.7648406099560451,0.9903896848773512,0.9980442360670738,0.9984165050578813,0.9965097174256325,0.896143991414469,0.700311262193983,0.9898839345123058,0.9415609852004182,0.9943119578952763,0.9970162769019113,0.9939409956487918,0.997107168495923,0.9568753044370899,0.9944842183116094,0.9999999999999997,0.9991663544572613,0.9975197688741556,0.9903896848773512,0.9395661526046546,0.9395661526046546,0.985332954416371,0.9772808104962569,0.9840259129404475,0.8332769287986107,0.836176784416254,0.8369067143447102,0.9745689757708332,0.9645978934385603,0.9903896848773512
20,0.9869554103552451,0.9892044999042329,0.9888349989645806,0.9990583947251076,0.7639122763532395,0.9891818193293479,0.9978937234483236,0.9965235678942753,0.9966740866338175,0.9088722933635828,0.6994571722742282,0.9845155760606176,0.9393543707909381,0.9908681854088501,0.9990155725218672,0.9966839324076163,0.9984732408927123,0.9557517320000534,0.9963868164984578,0.9991663544572613,1.0000000000000002,0.9993937593298965,0.9891818193293479,0.9384202707329732,0.9384202707329732,0.9842544226005812,0.9756824251195274,0.9836831265105742,0.8502780333492641,0.8534658007301843,0.8536552700716343,0.9727823380116367,0.9646068893165665,0.9891818193293479
21,0.983407028786859,0.9867968638695966,0.9855398345694248,0.9989283644559158,0.7616533266255952,0.9862624817814795,0.9966357888168769,0.993903625024977,0.9955224536070593,0.9194105890477298,0.6973928888975579,0.979590565502132,0.937859551193083,0.9867492216409304,0.9991673315938041,0.9967974630833032,0.9980001586779693,0.9527355864725582,0.9963450024040841,0.9975197688741556,0.9993937593298965,1.0,0.9862624817814795,0.9356507439599386,0.9356507439599386,0.9814776609024509,0.9724557760870283,0.9817301088176008,0.8657594550091601,0.8689105167364151,0.8691047315571747,0.9706333208546629,0.9632325460762554,0.9862624817814795
22,0.9932565460378635,0.9939990885479664,0.9956409139121374,0.9897435897435898,0.7722622939583241,1.0,0.9940565647549923,0.9915168078646118,0.9933470888630908,0.8728715609439696,0.7071067811865476,0.9778024140774094,0.9486832980505138,0.9923721235559483,0.9835415866581032,0.9833049972887792,0.9927628261857361,0.9647638212377322,0.9856164734018286,0.9903896848773512,0.9891818193293479,0.9862624817814795,1.0,0.9486832980505138,0.9486832980505138,0.9880286399769975,0.9832896302480179,0.9858381950449361,0.7863219681321556,0.7908904168478561,0.7906832754663229,0.9828875135392946,0.970196443402075,1.0
23,0.9422858959054623,0.9429903335828894,0.9445479058841941,0.9389532129423034,0.7326323399924383,0.9486832980505138,0.9430448603005301,0.9406354353575175,0.9423717923715137,0.828078671210825,0.894427190999916,0.9276248190287109,0.8999999999999999,0.9414468590684489,0.9335582501536045,0.9328450278174706,0.9431477628511774,0.9152553237716281,0.9350378865997632,0.9395661526046546,0.9384202707329732,0.9356507439599386,0.9486832980505138,0.9999999999999999,0.8999999999999999,0.9731902440048823,0.9677885924353185,0.9696956788462611,0.7459705180571844,0.7503045290517697,0.7501080174827741,0.932448967957127,0.9470876881091695,0.9486832980505138
24,0.9422858959054623,0.9429903335828894,0.9445479058841941,0.9389532129423034,0.7326323399924383,0.9486832980505138,0.9430448603005301,0.9406354353575175,0.9423717923715137,0.8970852271450604,0.6708203932499369,0.9276248190287109,0.8999999999999999,0.9414468590684489,0.9332324008516312,0.9328450278174706,0.941817512127833,0.9152553237716281,0.9350378865997632,0.9395661526046546,0.9384202707329732,0.9356507439599386,0.9486832980505138,0.8999999999999999,0.9999999999999999,0.9385419967167634,0.934670351629547,0.936970602650739,0.7459705180571844,0.7504746661331874,0.7501080174827741,0.932448967957127,0.9470876881091695,0.9486832980505138
25,0.983275186536908,0.9840102671442754,0.9854442080474614,0.9844207532940527,0.7632492123466005,0.9880286399769975,0.9872581376644894,0.9861368087312827,0.9868072014603456,0.8733282173002588,0.7788360379660102,0.972943778821378,0.9373262687417417,0.9891821304447721,0.9801219355497643,0.9795946228337593,0.9863119743170398,0.9540572418794041,0.980019692076633,0.985332954416371,0.9842544226005812,0.9814776609024509,0.9880286399769975,0.9731902440048823,0.9385419967167634,0.9999999999999998,0.9982147706220985,0.9988076380867158,0.794929095570409,0.7989965783194735,0.799059777203455,0.971121013252602,0.9697715441483221,0.9880286399769975
26,0.9772537637426504,0.9777291942947076,0.9798309460210901,0.9762778547023259,0.7593575054807666,0.9832896302480179,0.9807493187850121,0.9794391933688028,0.9809808186574815,0.8595552076016099,0.7734595496966381,0.9651202720668907,0.934670351629547,0.9854123862744804,0.9708023508884275,0.9710796668196814,0.9791104298700013,0.9506834493585806,0.9711327417998923,0.9772808104962569,0.9756824251195274,0.9724557760870283,0.9832896302480179,0.9677885924353185,0.934670351629547,0.9982147706220985,0.9999999999999997,0.9981389665146148,0.7764061016741355,0.7805198391693813,0.7807459632737209,0.967502866411928,0.9642921371633443,0.9832896302480179
27,0.9806222704886094,0.9819923013693233,0.9834775834759106,0.984525420001244,0.7613256659771361,0.9858381950449361,0.9871648358952029,0.9852339645044462,0.9879284952534984,0.87833837257552,0.7741197096500834,0.9685198681901541,0.936970602650739,0.9864259536774774,0.9804923808119713,0.980641387726789,0.9868601390093353,0.9520564244993003,0.9793359027689259,0.9840259129404475,0.9836831265105742,0.9817301088176008,0.9858381950449361,0.9696956788462611,0.936970602650739,0.9988076380867158,0.9981389665146148,1.0,0.8030355046389706,0.8068957606448676,0.8071506837747694,0.9699414003985978,0.9681740520007233,0.9858381950449361
28,0.7828047654615954,0.8006610049593854,0.7848645973682492,0.8539120190663265,0.6072468068995627,0.7863219681321556,0.8284090743628773,0.8091561953123428,0.8267202851604643,0.953077546316669,0.5560135958621996,0.7850871517553182,0.7511240276810682,0.7890841153183885,0.863819407193127,0.8552340875973591,0.840787880040603,0.7614736394979696,0.8560643048254442,0.8332769287986107,0.8502780333492641,0.8657594550091601,0.7863219681321556,0.7459705180571844,0.7459705180571844,0.794929095570409,0.7764061016741355,0.8030355046389706,1.0,0.9996519669099396,0.9998093083005364,0.7757783984806464,0.7900406652811081,0.7863219681321556
29,0.7885276777468632,0.8058687436296281,0.7902895896307247,0.857505655725842,0.6108267842212799,0.7908904168478561,0.8317410403669061,0.8127008095372281,0.8301491579344644,0.955330508441394,0.5592439769285744,0.7857349672428164,0.7540475448429577,0.7916205477947393,0.8669899467132012,0.859541082321836,0.8445791747840209,0.7650987123322865,0.8594568654161805,0.836176784416254,0.8534658007301843,0.8689105167364151,0.7908904168478561,0.7503045290517697,0.7504746661331874,0.7989965783194735,0.7805198391693813,0.8068957606448676,0.9996519669099396,0.9999999999999999,0.9996392011699573,0.7794715705773669,0.7943261589509053,0.7908904168478561
30,0.7868577675995836,0.8046572578636588,0.7890091238101931,0.8571905810782896,0.610614880106104,0.7906832754663229,0.8319659108719788,0.8133155214928692,0.8303935630542097,0.9546031438535522,0.5590975058530279,0.7884385888102691,0.7528258001548132,0.7929439558205916,0.8667555665701142,0.8583175133584088,0.8442885672855092,0.7643301728091336,0.8592148648897314,0.8369067143447102,0.8536552700716343,0.8691047315571747,0.7906832754663229,0.7501080174827741,0.7501080174827741,0.799059777203455,0.7807459632737209,0.8071506837747694,0.9998093083005364,0.9996392011699573,1.0,0.7786885935581838,0.7934016850676388,0.7906832754663229
31,0.9762594568417836,0.9769892926032357,0.9786030222530916,0.9746395064326712,0.759046965908849,0.9828875135392946,0.9840613723726641,0.9756709507774294,0.9825990805374571,0.8579345581753811,0.6950064259672198,0.9610697835052647,0.9889610266211952,0.9753901690276157,0.968552186059752,0.966478203835931,0.9780294419714077,0.9796015634390735,0.9687501248452915,0.9745689757708332,0.9727823380116367,0.9706333208546629,0.9828875135392946,0.932448967957127,0.932448967957127,0.971121013252602,0.967502866411928,0.9699414003985978,0.7757783984806464,0.7794715705773669,0.7786885935581838,1.0,0.9686705544044824,0.9828875135392946
32,0.9636539683517645,0.965607595774415,0.9659672735831473,0.9658700378573613,0.7533181208141324,0.970196443402075,0.9708174899290947,0.9643484951825223,0.9699385604026747,0.8836767484952941,0.7456874828398671,0.9486604244878657,0.9470876881091695,0.9627959048053456,0.9608136325679232,0.9590813224303153,0.968320886823131,0.9508090119311291,0.9613514622788827,0.9645978934385603,0.9646068893165665,0.9632325460762554,0.970196443402075,0.9470876881091695,0.9470876881091695,0.9697715441483221,0.9642921371633443,0.9681740520007233,0.7900406652811081,0.7943261589509053,0.7934016850676388,0.9686705544044824,1.0000000000000002,0.970196443402075
33,0.9932565460378635,0.9939990885479664,0.9956409139121374,0.9897435897435898,0.7722622939583241,1.0,0.9940565647549923,0.9915168078646118,0.9933470888630908,0.8728715609439696,0.7071067811865476,0.9778024140774094,0.9486832980505138,0.9923721235559483,0.9835415866581032,0.9833049972887792,0.9927628261857361,0.9647638212377322,0.9856164734018286,0.9903896848773512,0.9891818193293479,0.9862624817814795,1.0,0.9486832980505138,0.9486832980505138,0.9880286399769975,0.9832896302480179,0.9858381950449361,0.7863219681321556,0.7908904168478561,0.7906832754663229,0.9828875135392946,0.970196443402075,1.0
