,Treebank,ess_sli-ud-test_Case=Per,tpn_tudet-ud-test_Case=Per,wbp_ufal-ud-test_Case=Per
28,et_ewt-ud-dev_Case=Abl,0.2867441755680875,1.2083045973594573,1.2083045973594573
29,gub_tudet-ud-test_Case=Abl,0.4714045207910316,1.0,1.0
30,ml_ufal-ud-test_Case=Abl,1.3743685418725535,0.0,0.0
31,egy_ujaen-ud-test_Case=Abl,1.3743685418725535,0.0,0.0
32,sq_tsa-ud-test_Case=Abl,1.49071198499986,2.560381915956203,2.560381915956203
33,mr_ufal-ud-train_Case=Abl,0.4714045207910316,1.0,1.0
34,si_stb-ud-test_Case=Abl,0.6666666666666667,1.7320508075688774,1.7320508075688774
35,olo_kkpp-ud-test_Case=Abl,1.3743685418725535,0.0,0.0
36,olo_kkpp-ud-train_Case=Abl,0.4714045207910316,1.0,1.0
37,hy_bsut-ud-train_Case=Abl,0.5238814158186459,1.6337841938927158,1.6337841938927158
38,hy_bsut-ud-test_Case=Abl,0.4622216681061272,1.555949842652198,1.555949842652198
39,hy_bsut-ud-dev_Case=Abl,0.4894582682783134,1.5685931368795876,1.5685931368795876
40,mdf_jr-ud-test_Case=Abl,3.775417911652505,5.008277172510163,5.008277172510163
41,mdf_jr-ud-train_Case=Abl,1.3743685418725535,0.0,0.0
42,vep_vwt-ud-test_Case=Abl,0.6236095644623235,1.5811388300841898,1.5811388300841898
43,la_llct-ud-dev_Case=Abl,2.9093319248949543,4.155343916539191,4.155343916539191
44,la_llct-ud-test_Case=Abl,3.0271051373226046,4.275279936582964,4.275279936582964
45,la_llct-ud-train_Case=Abl,2.6681873185138683,3.915000890586476,3.915000890586476
46,fi_tdt-ud-train_Case=Abl,0.7236582565651563,1.8930626924303462,1.8930626924303462
47,fi_tdt-ud-test_Case=Abl,0.5491735312087919,1.6816667996186203,1.6816667996186203
48,fi_tdt-ud-dev_Case=Abl,1.10290021710438,2.26439837484485,2.26439837484485
49,myv_jr-ud-test_Case=Abl,0.4762006960506295,1.6672809540006404,1.6672809540006404
50,myv_jr-ud-train_Case=Abl,0.9038234221545932,2.0580816789521883,2.0580816789521883
51,tr_framenet-ud-test_Case=Abl,0.3772804863990297,1.2391541302759241,1.2391541302759241
52,tr_framenet-ud-train_Case=Abl,1.144400703488363,2.31313394395121,2.31313394395121
53,tr_framenet-ud-dev_Case=Abl,1.5434449203720302,2.6758176320519302,2.6758176320519302
54,ky_ktmu-ud-train_Case=Abl,0.8379870059984358,2.06881608655772,2.06881608655772
55,ky_ktmu-ud-test_Case=Abl,1.1385162132966242,2.307747305488443,2.307747305488443
56,la_proiel-ud-test_Case=Abl,1.3686054756517656,2.615626502506727,2.615626502506727
57,la_proiel-ud-dev_Case=Abl,1.3504467246417677,2.59310032953965,2.59310032953965
58,la_proiel-ud-train_Case=Abl,1.2917851659465047,2.539096521469755,2.539096521469755
59,kpv_ikdp-ud-test_Case=Abl,4.422166387140534,5.5677643628300215,5.5677643628300215
60,kpv_lattice-ud-test_Case=Abl,1.7916128329552332,2.9038076323048845,2.9038076323048845
61,tt_nmctt-ud-test_Case=Abl,0.4733592127449839,1.457619202539603,1.457619202539603
62,tr_gb-ud-test_Case=Abl,1.2664873251726712,2.4870435246815115,2.4870435246815115
63,fi_pud-ud-test_Case=Abl,0.6178409427640382,1.7539019000502851,1.7539019000502851
64,hy_armtdp-ud-train_Case=Abl,0.40963766721526823,1.4836590668344454,1.4836590668344454
65,hy_armtdp-ud-dev_Case=Abl,0.38195686065047785,1.3111027643181319,1.3111027643181319
66,hy_armtdp-ud-test_Case=Abl,0.5668594533825794,1.6961383184884282,1.6961383184884282
67,ota_boun-ud-train_Case=Abl,0.62611352052928,1.7963682182420742,1.7963682182420742
68,ota_boun-ud-test_Case=Abl,0.4180197177515264,1.5290975041636563,1.5290975041636563
69,et_edt-ud-dev_Case=Abl,0.38524310716884835,1.4090957242119833,1.4090957242119833
70,et_edt-ud-train_Case=Abl,0.3827737909448525,1.4197364464940068,1.4197364464940068
71,et_edt-ud-test_Case=Abl,0.37457530386435034,1.4312649016347547,1.4312649016347547
72,sjo_xdt-ud-test_Case=Abl,13.771064672792088,14.724808997063425,14.724808997063425
73,la_udante-ud-train_Case=Abl,1.2561296408514335,2.498443095671545,2.498443095671545
74,la_udante-ud-test_Case=Abl,1.6737362333852792,2.9101945505838316,2.9101945505838316
75,la_udante-ud-dev_Case=Abl,1.2109610616536273,2.4494512826049313,2.4494512826049313
76,hyw_armtdp-ud-test_Case=Abl,0.36578141821407834,1.3047112700161232,1.3047112700161232
77,hyw_armtdp-ud-dev_Case=Abl,0.45260850455256263,1.5427691637114966,1.5427691637114966
78,hyw_armtdp-ud-train_Case=Abl,0.4684542561427329,1.568983123616363,1.568983123616363
79,arr_tudet-ud-test_Case=Abl,1.3743685418725535,0.0,0.0
80,aln_gps-ud-test_Case=Abl,0.4475150755934143,1.5302561498969776,1.5302561498969776
81,kk_ktb-ud-test_Case=Abl,0.7554776818528645,1.8525273652199823,1.8525273652199823
82,kk_ktb-ud-train_Case=Abl,0.6317380553057904,1.7554579610635008,1.7554579610635008
83,gn_oldtudet-ud-test_Case=Abl,0.4714045207910316,1.0,1.0
84,ta_mwtt-ud-test_Case=Abl,0.4714045207910316,1.0,1.0
85,ota_dudu-ud-test_Case=Abl,0.5091750772173157,1.5869840952317444,1.5869840952317444
86,ug_udt-ud-test_Case=Abl,0.4588065738655259,1.5350364183157206,1.5350364183157206
87,ug_udt-ud-dev_Case=Abl,0.5694441734416701,1.7281460843600258,1.7281460843600258
88,ug_udt-ud-train_Case=Abl,0.5821481853260412,1.6695676627379603,1.6695676627379603
89,xum_ikuvina-ud-test_Case=Abl,1.407373198262747,2.5041310307005324,2.5041310307005324
90,la_ittb-ud-dev_Case=Abl,1.2436972419070136,2.4854867652813493,2.4854867652813493
91,la_ittb-ud-test_Case=Abl,1.3157317351995108,2.5623293212180593,2.5623293212180593
92,la_ittb-ud-train_Case=Abl,1.203209423013239,2.443536577527555,2.443536577527555
93,qtd_sagt-ud-test_Case=Abl,0.3746856690205885,1.3690534975757436,1.3690534975757436
94,qtd_sagt-ud-dev_Case=Abl,0.35962819111893135,1.3159986632464675,1.3159986632464675
95,qtd_sagt-ud-train_Case=Abl,0.27998796771777795,1.423460244283413,1.423460244283413
96,krl_kkpp-ud-test_Case=Abl,0.4109609335312651,1.2165525060596438,1.2165525060596438
97,eu_bdt-ud-train_Case=Abl,0.5223287113765361,1.779667587408437,1.779667587408437
98,eu_bdt-ud-test_Case=Abl,0.6235561099229342,1.8991050523865183,1.8991050523865183
99,eu_bdt-ud-dev_Case=Abl,0.6191907283275676,1.8603226612578245,1.8603226612578245
100,fi_ftb-ud-dev_Case=Abl,1.3743685418725535,0.0,0.0
101,fi_ftb-ud-train_Case=Abl,1.3743685418725535,0.0,0.0
102,fi_ftb-ud-test_Case=Abl,1.3743685418725535,0.0,0.0
103,eme_tudet-ud-test_Case=Abl,0.4124789556921526,1.042499666933067,1.042499666933067
104,tr_tourism-ud-train_Case=Abl,3.163348508624925,4.334114853669353,4.334114853669353
105,tr_tourism-ud-dev_Case=Abl,17.98810953049751,19.119675297218684,19.119675297218684
106,tr_tourism-ud-test_Case=Abl,3.385812781445678,4.552620613847279,4.552620613847279
107,aqz_tudet-ud-test_Case=Abl,0.4714045207910316,1.0,1.0
108,tr_imst-ud-train_Case=Abl,1.2244862012807196,2.45594317326027,2.45594317326027
109,tr_imst-ud-dev_Case=Abl,1.1749997557782603,2.40092957204441,2.40092957204441
110,tr_imst-ud-test_Case=Abl,0.9832898354111641,2.1970411055274233,2.1970411055274233
111,gu_gujtb-ud-test_Case=Abl,0.4714045207910316,1.0,1.0
112,bxr_bdt-ud-train_Case=Abl,1.3743685418725535,0.0,0.0
113,bxr_bdt-ud-test_Case=Abl,50.47826815130998,51.53154373779229,51.53154373779229
114,bej_nsc-ud-test_Case=Abl,1.3743685418725535,0.0,0.0
115,tr_boun-ud-dev_Case=Abl,0.4256725591947258,1.5505580865874455,1.5505580865874455
116,tr_boun-ud-test_Case=Abl,0.43911408603636887,1.561174437723088,1.561174437723088
117,tr_boun-ud-train_Case=Abl,0.4664837876156147,1.606603082099346,1.606603082099346
118,tr_penn-ud-dev_Case=Abl,1.348614434066806,2.476170913018999,2.476170913018999
119,tr_penn-ud-test_Case=Abl,0.7091222545710778,1.8598483555317864,1.8598483555317864
120,tr_penn-ud-train_Case=Abl,1.2300230950619973,2.3789509973157035,2.3789509973157035
