,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
18,kpv_ikdp-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
19,kpv_lattice-ud-test_Case=Ine,260.7067317888052,259.7883754135277,261.627597932634,261.627597932634,261.627597932634,251.60286166894048,261.627597932634,252.2736609319332,261.627597932634,260.7067317888052
20,kpv_lattice-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
21,fi_pud-ud-test_Case=Ine,80.94392112658578,80.08694255212231,81.8102583258783,81.8102583258783,81.8102583258783,72.41095869255916,81.8102583258783,75.29886033232468,81.8102583258783,80.94392112658578
22,et_edt-ud-dev_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
23,et_edt-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
24,et_edt-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
25,koi_uh-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
26,koi_uh-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
27,arr_tudet-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
28,krl_kkpp-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
29,eu_bdt-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
30,eu_bdt-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
31,eu_bdt-ud-dev_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
32,fi_ftb-ud-dev_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
33,fi_ftb-ud-train_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
34,fi_ftb-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
35,ab_abnc-ud-test_Case=Ine,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
