,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
17,sa_vedic-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
18,sa_vedic-ud-train_Case=Loc,2097.748112229185,2097.877445843245,2097.877445843245,2098.8328767304088,2098.8328767304088,2098.8328767304088,2097.877445843245,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088,2098.8328767304088,2096.529513267104,2095.3139648060164,2098.8328767304088,2098.8328767304088,2091.4161835411373,2098.8328767304088,2098.8328767304088,2098.8328767304088,2094.801608214433
19,sa_vedic-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
20,bn_bru-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
21,hr_set-ud-dev_Case=Loc,1.5090808312366386,1.6194512683318383,1.6194512683318383,2.5506280728351767,2.5506280728351767,2.5506280728351767,1.6194512683318383,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767,2.5506280728351767,1.0853686613156925,2.813346676454642,2.5506280728351767,2.5506280728351767,6.093017119925608,2.5506280728351767,2.5506280728351767,2.5506280728351767,3.4602570633121665
22,hr_set-ud-train_Case=Loc,1.4946077705440663,1.6071489192074304,1.6071489192074304,2.5407626679910997,2.5407626679910997,2.5407626679910997,1.6071489192074304,2.5407626679910997,2.5407626679910997,2.5407626679910997,2.5407626679910997,2.5407626679910997,2.5407626679910997,1.066896034872434,2.810971261350872,2.5407626679910997,2.5407626679910997,6.0958912243634655,2.5407626679910997,2.5407626679910997,2.5407626679910997,3.4590874213969633
23,hr_set-ud-test_Case=Loc,1.452835444845903,1.5644958027481373,1.5644958027481373,2.4989825192711765,2.4989825192711765,2.4989825192711765,1.5644958027481373,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,1.0539309164981983,2.8203689173228015,2.4989825192711765,2.4989825192711765,6.124355218589792,2.4989825192711765,2.4989825192711765,2.4989825192711765,3.472153160849533
24,orv_rnc-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
25,orv_rnc-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
26,orv_rnc-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
27,la_circse-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
28,grc_perseus-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
29,tr_atis-ud-dev_Case=Loc,10.840897179334032,10.955205562910256,10.955205562910256,11.875038059965105,11.875038059965105,11.875038059965105,10.955205562910256,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,9.621963702450575,8.40823091425527,11.875038059965105,11.875038059965105,6.159300566710021,11.875038059965105,11.875038059965105,11.875038059965105,7.989662742807211
30,tr_atis-ud-train_Case=Loc,53.83600887952342,53.94909814178008,53.94909814178008,54.8514508550107,54.8514508550107,54.8514508550107,53.94909814178008,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,52.69267750083348,51.52731327985994,54.8514508550107,54.8514508550107,47.94357175539135,54.8514508550107,54.8514508550107,54.8514508550107,51.05855245251977
31,tr_atis-ud-test_Case=Loc,12.852285788917085,12.965338406690357,12.965338406690357,13.881642554107206,13.881642554107206,13.881642554107206,12.965338406690357,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,11.708021941292124,10.681760154581267,13.881642554107206,13.881642554107206,7.7508064096582885,13.881642554107206,13.881642554107206,13.881642554107206,10.310189135025604
32,hi_pud-ud-test_Case=Loc,0.17212539657770023,0.008657078970446205,0.008657078970446205,1.0068054866608844,1.0068054866608844,1.0068054866608844,0.008657078970446205,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.5576936794040088,3.530739170149914,1.0068054866608844,1.0068054866608844,7.3675536944613995,1.0068054866608844,1.0068054866608844,1.0068054866608844,4.237844725347287
33,la_perseus-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
34,la_perseus-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
35,tr_kenet-ud-dev_Case=Loc,596.5589084491154,596.65567960089,596.65567960089,597.4253091391425,597.4253091391425,597.4253091391425,596.65567960089,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,595.6294522976885,594.7398590980766,597.4253091391425,597.4253091391425,591.4667150398237,597.4253091391425,597.4253091391425,597.4253091391425,594.3584776883392
36,tr_kenet-ud-test_Case=Loc,226.74717473432827,226.84355842738844,226.84355842738844,227.6115111324557,227.6115111324557,227.6115111324557,226.84355842738844,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,225.82244746211074,224.94554896685554,227.6115111324557,227.6115111324557,221.70823545070823,227.6115111324557,227.6115111324557,227.6115111324557,224.57070156189118
37,tr_kenet-ud-train_Case=Loc,338.7468886695985,338.84584498952717,338.84584498952717,339.6214166784343,339.6214166784343,339.6214166784343,338.84584498952717,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,337.8087164193501,336.92136570224613,339.6214166784343,339.6214166784343,333.6338037429661,339.6214166784343,339.6214166784343,339.6214166784343,336.5396063863311
38,sms_giellagas-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
39,sms_giellagas-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
40,sk_snk-ud-dev_Case=Loc,1.4473145825920306,1.5539135211382462,1.5539135211382462,2.4801741740312764,2.4801741740312764,2.4801741740312764,1.5539135211382462,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,1.087068705666026,2.8413210792319146,2.4801741740312764,2.4801741740312764,6.162809861551345,2.4801741740312764,2.4801741740312764,2.4801741740312764,3.4935364781421536
41,sk_snk-ud-test_Case=Loc,1.4424391018263993,1.5496023215427175,1.5496023215427175,2.4719832760750484,2.4719832760750484,2.4719832760750484,1.5496023215427175,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,1.0933422766756162,2.850909056646705,2.4719832760750484,2.4719832760750484,6.18022129696493,2.4719832760750484,2.4719832760750484,2.4719832760750484,3.503279244955807
42,sk_snk-ud-train_Case=Loc,1.4624819309149122,1.5678612433331869,1.5678612433331869,2.4900018580421874,2.4900018580421874,2.4900018580421874,1.5678612433331869,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,1.1064615014769053,2.846645032591548,2.4900018580421874,2.4900018580421874,6.1703703218519435,2.4900018580421874,2.4900018580421874,2.4900018580421874,3.497488778284286
43,lt_hse-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
44,lt_hse-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
45,lt_hse-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
46,ess_sli-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
47,sa_ufal-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
48,be_hse-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
49,be_hse-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
50,be_hse-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
51,gub_tudet-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
52,cs_pud-ud-test_Case=Loc,1.4104056348714007,1.519445898890086,1.519445898890086,2.4551733023639652,2.4551733023639652,2.4551733023639652,1.519445898890086,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,1.0452836227083875,2.830338420964304,2.4551733023639652,2.4551733023639652,6.156317996394011,2.4551733023639652,2.4551733023639652,2.4551733023639652,3.485862235472491
53,orv_ruthenian-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
54,orv_ruthenian-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
55,orv_ruthenian-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
56,lzh_tuecl-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
57,ml_ufal-ud-test_Case=Loc,58.171352485566295,58.27091899052219,58.27091899052219,59.07198997833068,59.07198997833068,59.07198997833068,58.27091899052219,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,57.21839253635534,56.35157495580758,59.07198997833068,59.07198997833068,53.06717441130628,59.07198997833068,59.07198997833068,59.07198997833068,55.986605540968455
58,apu_ufpa-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
59,egy_ujaen-ud-test_Case=Loc,0.6846960211627743,0.7780532504746809,0.7780532504746809,1.708928130064252,1.708928130064252,1.708928130064252,0.7780532504746809,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.1305404934374383,3.133320224250548,1.708928130064252,1.708928130064252,6.775830112236381,1.708928130064252,1.708928130064252,1.708928130064252,3.828859018183114
60,nyq_aha-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
61,mr_ufal-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
62,mr_ufal-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
63,mr_ufal-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
64,si_stb-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
65,lt_alksnis-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
66,lt_alksnis-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
67,lt_alksnis-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
68,cu_proiel-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
69,cu_proiel-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
70,cu_proiel-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
71,hy_bsut-ud-train_Case=Loc,401.1624125588039,401.26549814306236,401.26549814306236,402.0634278319778,402.0634278319778,402.0634278319778,401.26549814306236,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,400.1921760576758,399.282481458929,402.0634278319778,402.0634278319778,395.88808393282056,402.0634278319778,402.0634278319778,402.0634278319778,398.88845558627037
72,hy_bsut-ud-test_Case=Loc,106.2610288393633,106.36728820459794,106.36728820459794,107.17742299570372,107.17742299570372,107.17742299570372,106.36728820459794,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,105.27635589775662,104.38630178332788,107.17742299570372,107.17742299570372,100.99814354729497,107.17742299570372,107.17742299570372,107.17742299570372,104.0
73,hy_bsut-ud-dev_Case=Loc,200.362873931275,200.46944904398774,200.46944904398774,201.2784141431962,201.2784141431962,201.2784141431962,200.46944904398774,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,199.3784787226991,198.47040081583953,201.2784141431962,201.2784141431962,195.06248998718334,201.2784141431962,201.2784141431962,201.2784141431962,198.07574308834486
74,mdf_jr-ud-test_Case=Loc,13.356880249519346,13.46291201783626,13.46291201783626,14.326548781894402,14.326548781894402,14.326548781894402,13.46291201783626,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,12.363701351582021,11.672617529928752,14.326548781894402,14.326548781894402,8.923284148787374,14.326548781894402,14.326548781894402,14.326548781894402,11.412712210513327
75,mdf_jr-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
76,la_llct-ud-dev_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
77,la_llct-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
78,la_llct-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
79,hsb_ufal-ud-test_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
80,hsb_ufal-ud-train_Case=Loc,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
81,sr_set-ud-test_Case=Loc,1.3608565599620184,1.4743760679188904,1.4743760679188904,2.4072032240162136,2.4072032240162136,2.4072032240162136,1.4743760679188904,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,1.0260697025737928,2.8498558488977572,2.4072032240162136,2.4072032240162136,6.19956402517875,2.4072032240162136,2.4072032240162136,2.4072032240162136,3.5087400977367524
82,sr_set-ud-train_Case=Loc,1.4015507608324589,1.5111428674070653,1.5111428674070653,2.442532244054897,2.442532244054897,2.442532244054897,1.5111428674070653,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,1.0528276407296577,2.8420987442176835,2.442532244054897,2.442532244054897,6.177360800801836,2.442532244054897,2.442532244054897,2.442532244054897,3.4980451359462807
83,sr_set-ud-dev_Case=Loc,1.4423001046372887,1.548863968151088,1.548863968151088,2.4753890644519223,2.4753890644519223,2.4753890644519223,1.548863968151088,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,1.0862467366068889,2.842103274057465,2.4753890644519223,2.4753890644519223,6.1641381100244494,2.4753890644519223,2.4753890644519223,2.4753890644519223,3.494748246458169
