,Treebank,hi_pud-ud-test_Case=Erg,ess_sli-ud-test_Case=Erg,mr_ufal-ud-dev_Case=Erg,mr_ufal-ud-test_Case=Erg,mr_ufal-ud-train_Case=Erg,wbp_ufal-ud-test_Case=Erg,ka_glc-ud-test_Case=Erg,eu_bdt-ud-train_Case=Erg,eu_bdt-ud-test_Case=Erg,eu_bdt-ud-dev_Case=Erg,gu_gujtb-ud-test_Case=Erg
10,sa_vedic-ud-train_Case=Abl,5.221412445784578,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317,6.156303355579317
11,sa_vedic-ud-dev_Case=Abl,7.928398585605507,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305,8.84095777816305
12,la_circse-ud-test_Case=Abl,2.095276678888364,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435,3.0524509968820435
13,tr_atis-ud-dev_Case=Abl,19.021061517433772,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517,19.847563609924517
14,tr_atis-ud-train_Case=Abl,17.197306965449716,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857,18.015411712519857
15,tr_atis-ud-test_Case=Abl,23.917174791350252,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046,24.740949523681046
16,hi_pud-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,la_perseus-ud-test_Case=Abl,1.209019689170821,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675,2.1645814420642675
18,la_perseus-ud-train_Case=Abl,1.4163998524064745,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236,2.37784999625236
19,tr_kenet-ud-dev_Case=Abl,0.6703064653046633,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072,1.6370949844766072
20,tr_kenet-ud-test_Case=Abl,1.0203470160886428,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738,1.9732560939189738
21,tr_kenet-ud-train_Case=Abl,0.6985630677993511,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177,1.661973692717177
22,ess_sli-ud-test_Case=Abl,116.73045875006231,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479,117.45211790342479
23,ky_tuecl-ud-test_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,hit_hittb-ud-test_Case=Abl,0.1087856586440842,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692,1.0796668344321692
25,sa_ufal-ud-test_Case=Abl,1.616244071283537,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979,2.543499116394979
26,et_ewt-ud-train_Case=Abl,0.30307070437746336,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355,1.2835136958394355
27,et_ewt-ud-test_Case=Abl,0.36080121229411,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206,1.3211972336398206
28,et_ewt-ud-dev_Case=Abl,0.24494897427831777,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573,1.2083045973594573
29,gub_tudet-ud-test_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,ml_ufal-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,egy_ujaen-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,sq_tsa-ud-test_Case=Abl,1.699673171197595,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203,2.560381915956203
33,mr_ufal-ud-train_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,si_stb-ud-test_Case=Abl,0.816496580927726,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774,1.7320508075688774
35,olo_kkpp-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,olo_kkpp-ud-train_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,hy_bsut-ud-train_Case=Abl,0.6756366144362388,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158,1.6337841938927158
38,hy_bsut-ud-test_Case=Abl,0.590605591233093,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198,1.555949842652198
39,hy_bsut-ud-dev_Case=Abl,0.6149239691939756,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876,1.5685931368795876
40,mdf_jr-ud-test_Case=Abl,4.0674781742776265,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163,5.008277172510163
41,mdf_jr-ud-train_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,vep_vwt-ud-test_Case=Abl,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
43,la_llct-ud-dev_Case=Abl,3.2012830687745946,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191,4.155343916539191
44,la_llct-ud-test_Case=Abl,3.320446069683141,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964,4.275279936582964
45,la_llct-ud-train_Case=Abl,2.95881040312914,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476,3.915000890586476
46,fi_tdt-ud-train_Case=Abl,0.9338179035135449,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462,1.8930626924303462
47,fi_tdt-ud-test_Case=Abl,0.7186986956322287,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203,1.6816667996186203
48,fi_tdt-ud-dev_Case=Abl,1.333229162597338,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485,2.26439837484485
49,myv_jr-ud-test_Case=Abl,0.6902571934115808,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404,1.6672809540006404
50,myv_jr-ud-train_Case=Abl,1.1230944852859372,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883,2.0580816789521883
51,tr_framenet-ud-test_Case=Abl,0.2719641466102106,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241,1.2391541302759241
52,tr_framenet-ud-train_Case=Abl,1.3795724778374816,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121,2.31313394395121
53,tr_framenet-ud-dev_Case=Abl,1.7776388834631178,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302,2.6758176320519302
54,ky_ktmu-ud-train_Case=Abl,1.131370849898476,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772,2.06881608655772
55,ky_ktmu-ud-test_Case=Abl,1.3847506492806019,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443,2.307747305488443
56,la_proiel-ud-test_Case=Abl,1.646717170376281,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727,2.615626502506727
57,la_proiel-ud-dev_Case=Abl,1.6250649173880125,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965,2.59310032953965
58,la_proiel-ud-train_Case=Abl,1.5677670543941407,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755,2.539096521469755
59,kpv_ikdp-ud-test_Case=Abl,4.69041575982343,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215,5.5677643628300215
60,kpv_lattice-ud-test_Case=Abl,2.0245407953653998,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845,2.9038076323048845
61,tt_nmctt-ud-test_Case=Abl,0.5315528914927409,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603,1.457619202539603
62,tr_gb-ud-test_Case=Abl,1.5273088474063334,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115,2.4870435246815115
63,fi_pud-ud-test_Case=Abl,0.7991694907840263,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851,1.7539019000502851
64,hy_armtdp-ud-train_Case=Abl,0.5094081406735885,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454,1.4836590668344454
65,hy_armtdp-ud-dev_Case=Abl,0.34999890075894746,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319,1.3111027643181319
66,hy_armtdp-ud-test_Case=Abl,0.737259697875463,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282,1.6961383184884282
67,ota_boun-ud-train_Case=Abl,0.8270922757788645,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742,1.7963682182420742
68,ota_boun-ud-test_Case=Abl,0.5467389605332817,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563,1.5290975041636563
69,et_edt-ud-dev_Case=Abl,0.437070031055995,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833,1.4090957242119833
70,et_edt-ud-train_Case=Abl,0.4439966880337181,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068,1.4197364464940068
71,et_edt-ud-test_Case=Abl,0.4560038470305008,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547,1.4312649016347547
72,sjo_xdt-ud-test_Case=Abl,14.000714267493642,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425,14.724808997063425
73,la_udante-ud-train_Case=Abl,1.5255438587204564,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545,2.498443095671545
74,la_udante-ud-test_Case=Abl,1.9497913088598344,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316,2.9101945505838316
75,la_udante-ud-dev_Case=Abl,1.4775338403664497,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313,2.4494512826049313
76,hyw_armtdp-ud-test_Case=Abl,0.33052721868725343,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232,1.3047112700161232
77,hyw_armtdp-ud-dev_Case=Abl,0.5762016576278494,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966,1.5427691637114966
78,hyw_armtdp-ud-train_Case=Abl,0.6027830343127235,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363,1.568983123616363
79,arr_tudet-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,aln_gps-ud-test_Case=Abl,0.5647624381722354,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776,1.5302561498969776
81,kk_ktb-ud-test_Case=Abl,0.9323935000250103,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823,1.8525273652199823
82,kk_ktb-ud-train_Case=Abl,0.8081220356417685,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008,1.7554579610635008
83,gn_oldtudet-ud-test_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,ta_mwtt-ud-test_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,ota_dudu-ud-test_Case=Abl,0.6382847385042254,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444,1.5869840952317444
86,ug_udt-ud-test_Case=Abl,0.5792266156024102,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206,1.5350364183157206
87,ug_udt-ud-dev_Case=Abl,0.7570703768841809,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258,1.7281460843600258
88,ug_udt-ud-train_Case=Abl,0.7352160228214442,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603,1.6695676627379603
89,xum_ikuvina-ud-test_Case=Abl,1.623738241667633,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324,2.5041310307005324
90,la_ittb-ud-dev_Case=Abl,1.5125579561047746,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493,2.4854867652813493
91,la_ittb-ud-test_Case=Abl,1.5884201963539495,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593,2.5623293212180593
92,la_ittb-ud-train_Case=Abl,1.4703182551689247,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555,2.443536577527555
93,qtd_sagt-ud-test_Case=Abl,0.4046988552428869,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436,1.3690534975757436
94,qtd_sagt-ud-dev_Case=Abl,0.3365943859240105,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675,1.3159986632464675
95,qtd_sagt-ud-train_Case=Abl,0.45816212899272757,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413,1.423460244283413
96,krl_kkpp-ud-test_Case=Abl,0.282842712474619,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438,1.2165525060596438
97,eu_bdt-ud-train_Case=Abl,0.8097317868014416,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437,1.779667587408437
98,eu_bdt-ud-test_Case=Abl,0.9309135298189625,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183,1.8991050523865183
99,eu_bdt-ud-dev_Case=Abl,0.8932407601955861,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245,1.8603226612578245
100,fi_ftb-ud-dev_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,fi_ftb-ud-train_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,fi_ftb-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,eme_tudet-ud-test_Case=Abl,0.05892556509887901,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067,1.042499666933067
104,tr_tourism-ud-train_Case=Abl,3.4328634643395466,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353,4.334114853669353
105,tr_tourism-ud-dev_Case=Abl,18.26616797694534,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684,19.119675297218684
106,tr_tourism-ud-test_Case=Abl,3.655505175757629,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279,4.552620613847279
107,aqz_tudet-ud-test_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,tr_imst-ud-train_Case=Abl,1.4909703586443053,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027,2.45594317326027
109,tr_imst-ud-dev_Case=Abl,1.443137078762504,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441,2.40092957204441
110,tr_imst-ud-test_Case=Abl,1.2333317746802706,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233,2.1970411055274233
111,gu_gujtb-ud-test_Case=Abl,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,bxr_bdt-ud-train_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,bxr_bdt-ud-test_Case=Abl,50.73953093988946,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229,51.53154373779229
114,bej_nsc-ud-test_Case=Abl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,tr_boun-ud-dev_Case=Abl,0.5691558741494286,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455,1.5505580865874455
116,tr_boun-ud-test_Case=Abl,0.5807457490158667,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088,1.561174437723088
117,tr_boun-ud-train_Case=Abl,0.6263108795402875,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346,1.606603082099346
118,tr_penn-ud-dev_Case=Abl,1.5748839956592573,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999,2.476170913018999
119,tr_penn-ud-test_Case=Abl,0.9084234082589916,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864,1.8598483555317864
120,tr_penn-ud-train_Case=Abl,1.4604461325328297,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035,2.3789509973157035
