,Treebank,kpv_lattice-ud-test_Case=Apr,koi_uh-ud-test_Case=Apr
31,tr_atis-ud-test_Case=Loc,14.517231140957975,13.881642554107206
32,hi_pud-ud-test_Case=Loc,5.635925592834815,1.0068054866608844
33,la_perseus-ud-test_Case=Loc,5.545268253204709,0.0
34,la_perseus-ud-train_Case=Loc,5.545268253204709,0.0
35,tr_kenet-ud-dev_Case=Loc,596.4710806065957,597.4253091391425
36,tr_kenet-ud-test_Case=Loc,226.7018967719503,227.6115111324557
37,tr_kenet-ud-train_Case=Loc,338.6796765873815,339.6214166784343
38,sms_giellagas-ud-test_Case=Loc,5.545268253204709,0.0
39,sms_giellagas-ud-train_Case=Loc,5.545268253204709,0.0
40,sk_snk-ud-dev_Case=Loc,5.885031689009068,2.4801741740312764
41,sk_snk-ud-test_Case=Loc,5.872733878185455,2.4719832760750484
42,sk_snk-ud-train_Case=Loc,5.883270580136163,2.4900018580421874
43,lt_hse-ud-train_Case=Loc,5.545268253204709,0.0
44,lt_hse-ud-test_Case=Loc,5.545268253204709,0.0
45,lt_hse-ud-dev_Case=Loc,5.545268253204709,0.0
46,ess_sli-ud-test_Case=Loc,5.545268253204709,0.0
47,sa_ufal-ud-test_Case=Loc,5.545268253204709,0.0
48,be_hse-ud-train_Case=Loc,5.545268253204709,0.0
49,be_hse-ud-dev_Case=Loc,5.545268253204709,0.0
50,be_hse-ud-test_Case=Loc,5.545268253204709,0.0
51,gub_tudet-ud-test_Case=Loc,5.545268253204709,0.0
52,cs_pud-ud-test_Case=Loc,5.895496465041149,2.4551733023639652
53,orv_ruthenian-ud-test_Case=Loc,5.545268253204709,0.0
54,orv_ruthenian-ud-train_Case=Loc,5.545268253204709,0.0
55,orv_ruthenian-ud-dev_Case=Loc,5.545268253204709,0.0
56,lzh_tuecl-ud-test_Case=Loc,5.545268253204709,0.0
57,ml_ufal-ud-test_Case=Loc,58.401626689673634,59.07198997833068
58,apu_ufpa-ud-test_Case=Loc,5.545268253204709,0.0
59,egy_ujaen-ud-test_Case=Loc,5.786074189967416,1.708928130064252
60,nyq_aha-ud-test_Case=Loc,5.545268253204709,0.0
61,mr_ufal-ud-dev_Case=Loc,5.545268253204709,0.0
62,mr_ufal-ud-test_Case=Loc,5.545268253204709,0.0
63,mr_ufal-ud-train_Case=Loc,5.545268253204709,0.0
64,si_stb-ud-test_Case=Loc,5.545268253204709,0.0
65,lt_alksnis-ud-test_Case=Loc,5.545268253204709,0.0
66,lt_alksnis-ud-dev_Case=Loc,5.545268253204709,0.0
67,lt_alksnis-ud-train_Case=Loc,5.545268253204709,0.0
68,cu_proiel-ud-train_Case=Loc,5.545268253204709,0.0
69,cu_proiel-ud-test_Case=Loc,5.545268253204709,0.0
70,cu_proiel-ud-dev_Case=Loc,5.545268253204709,0.0
71,hy_bsut-ud-train_Case=Loc,401.16175041995217,402.0634278319778
72,hy_bsut-ud-test_Case=Loc,106.38726427538214,107.17742299570372
73,hy_bsut-ud-dev_Case=Loc,200.43639889002196,201.2784141431962
74,mdf_jr-ud-test_Case=Loc,14.857657958103626,14.326548781894402
75,mdf_jr-ud-train_Case=Loc,5.545268253204709,0.0
76,la_llct-ud-dev_Case=Loc,5.545268253204709,0.0
77,la_llct-ud-test_Case=Loc,5.545268253204709,0.0
78,la_llct-ud-train_Case=Loc,5.545268253204709,0.0
79,hsb_ufal-ud-test_Case=Loc,5.545268253204709,0.0
80,hsb_ufal-ud-train_Case=Loc,5.545268253204709,0.0
81,sr_set-ud-test_Case=Loc,5.854788806924417,2.4072032240162136
82,sr_set-ud-train_Case=Loc,5.876510573733834,2.442532244054897
83,sr_set-ud-dev_Case=Loc,5.886136138372589,2.4753890644519223
84,myv_jr-ud-test_Case=Loc,21.425118769465765,21.006801619611544
85,myv_jr-ud-train_Case=Loc,41.35365763750529,41.408030622090685
86,tr_framenet-ud-test_Case=Loc,5.545268253204709,0.0
87,tr_framenet-ud-train_Case=Loc,5.545268253204709,0.0
88,tr_framenet-ud-dev_Case=Loc,5.545268253204709,0.0
89,kfm_aha-ud-test_Case=Loc,5.545268253204709,0.0
90,ky_ktmu-ud-train_Case=Loc,5.545268253204709,0.0
91,ky_ktmu-ud-test_Case=Loc,5.545268253204709,0.0
92,kpv_ikdp-ud-test_Case=Loc,5.545268253204709,0.0
93,kpv_lattice-ud-test_Case=Loc,5.545268253204709,0.0
94,kpv_lattice-ud-train_Case=Loc,5.545268253204709,0.0
95,tt_nmctt-ud-test_Case=Loc,5.545268253204709,0.0
96,tr_gb-ud-test_Case=Loc,764.1856776988169,764.8771143131424
97,ru_taiga-ud-train_Case=Loc,5.545268253204709,0.0
98,ru_taiga-ud-dev_Case=Loc,5.545268253204709,0.0
99,ru_taiga-ud-test_Case=Loc,5.545268253204709,0.0
100,tpn_tudet-ud-test_Case=Loc,5.545268253204709,0.0
101,cs_cltt-ud-dev_Case=Loc,5.995359713255718,2.6658101317951184
102,cs_cltt-ud-train_Case=Loc,5.938180615816861,2.5266996751266904
103,cs_cltt-ud-test_Case=Loc,5.927183825305877,2.469034374097906
104,hy_armtdp-ud-train_Case=Loc,5.545268253204709,0.0
105,hy_armtdp-ud-dev_Case=Loc,5.545268253204709,0.0
106,hy_armtdp-ud-test_Case=Loc,5.545268253204709,0.0
107,ota_boun-ud-train_Case=Loc,83.83764071107917,84.66994744299774
108,ota_boun-ud-test_Case=Loc,5.545268253204709,0.0
109,ru_syntagrus-ud-train_Case=Loc,5.545268253204709,0.0
110,ru_syntagrus-ud-dev_Case=Loc,5.545268253204709,0.0
111,ru_syntagrus-ud-test_Case=Loc,5.545268253204709,0.0
112,sjo_xdt-ud-test_Case=Loc,5.620479137197969,1.0363493454969024
113,orv_birchbark-ud-train_Case=Loc,5.545268253204709,0.0
114,orv_birchbark-ud-dev_Case=Loc,5.545268253204709,0.0
115,orv_birchbark-ud-test_Case=Loc,5.545268253204709,0.0
116,ltg_cairo-ud-test_Case=Loc,5.545268253204709,0.0
117,ru_poetry-ud-test_Case=Loc,5.545268253204709,0.0
118,ru_poetry-ud-dev_Case=Loc,5.545268253204709,0.0
119,ru_poetry-ud-train_Case=Loc,5.545268253204709,0.0
120,wbp_ufal-ud-test_Case=Loc,5.545268253204709,0.0
121,cs_fictree-ud-dev_Case=Loc,5.9122358033530995,2.541765300296877
122,cs_fictree-ud-train_Case=Loc,5.892979202820095,2.4857423386272837
123,cs_fictree-ud-test_Case=Loc,5.884896932022159,2.4764260043399773
124,la_udante-ud-dev_Case=Loc,5.545268253204709,0.0
125,hyw_armtdp-ud-test_Case=Loc,5.545268253204709,0.0
126,hyw_armtdp-ud-train_Case=Loc,5.545268253204709,0.0
127,sme_giella-ud-train_Case=Loc,5.545268253204709,0.0
128,sme_giella-ud-test_Case=Loc,5.545268253204709,0.0
129,ca_ancora-ud-dev_Case=Loc,5.545268253204709,0.0
130,ca_ancora-ud-test_Case=Loc,5.545268253204709,0.0
131,ca_ancora-ud-train_Case=Loc,5.545268253204709,0.0
132,sl_sst-ud-train_Case=Loc,5.900876210844079,2.5499473717385803
133,sl_sst-ud-test_Case=Loc,5.907291158497109,2.546764570955609
134,sl_sst-ud-dev_Case=Loc,5.911702645958618,2.5949299114042117
135,arr_tudet-ud-test_Case=Loc,5.634713834792322,1.0
136,kk_ktb-ud-test_Case=Loc,5.545268253204709,0.0
137,kk_ktb-ud-train_Case=Loc,5.545268253204709,0.0
138,cs_pdt-ud-test_Case=Loc,5.920809004721189,2.5085954080875332
139,cs_pdt-ud-dev_Case=Loc,5.921739144392515,2.506638747354438
140,cs_pdt-ud-train_Case=Loc,5.918889630635146,2.503910506327164
141,gn_oldtudet-ud-test_Case=Loc,5.545268253204709,0.0
142,ta_mwtt-ud-test_Case=Loc,5.545268253204709,0.0
143,ota_dudu-ud-test_Case=Loc,5.545268253204709,0.0
144,ug_udt-ud-test_Case=Loc,20.10562386774186,20.196603124728124
145,ug_udt-ud-dev_Case=Loc,20.232331111916444,20.330942482389304
146,ug_udt-ud-train_Case=Loc,20.293486993780288,20.45008677608333
147,lzh_kyoto-ud-dev_Case=Loc,5.545268253204709,0.0
148,lzh_kyoto-ud-train_Case=Loc,5.545268253204709,0.0
149,lzh_kyoto-ud-test_Case=Loc,5.545268253204709,0.0
150,lv_lvtb-ud-test_Case=Loc,5.545268253204709,0.0
151,lv_lvtb-ud-train_Case=Loc,5.545268253204709,0.0
152,lv_lvtb-ud-dev_Case=Loc,5.545268253204709,0.0
153,ta_ttb-ud-train_Case=Loc,5.545268253204709,0.0
154,ta_ttb-ud-dev_Case=Loc,5.545268253204709,0.0
155,ta_ttb-ud-test_Case=Loc,5.545268253204709,0.0
156,xum_ikuvina-ud-test_Case=Loc,5.545268253204709,0.0
157,ru_pud-ud-test_Case=Loc,5.545268253204709,0.0
158,la_ittb-ud-dev_Case=Loc,5.545268253204709,0.0
159,la_ittb-ud-test_Case=Loc,5.545268253204709,0.0
160,la_ittb-ud-train_Case=Loc,5.545268253204709,0.0
161,qtd_sagt-ud-test_Case=Loc,237.74303354672665,238.65665714578338
162,qtd_sagt-ud-dev_Case=Loc,5.545268253204709,0.0
163,qtd_sagt-ud-train_Case=Loc,5.545268253204709,0.0
164,pl_pud-ud-test_Case=Loc,5.545268253204709,0.0
165,orv_torot-ud-test_Case=Loc,5.545268253204709,0.0
166,orv_torot-ud-dev_Case=Loc,5.545268253204709,0.0
167,orv_torot-ud-train_Case=Loc,5.545268253204709,0.0
168,cs_cac-ud-dev_Case=Loc,5.92817721765864,2.5280451729932
169,cs_cac-ud-train_Case=Loc,5.9419142125036615,2.5767098942376583
170,cs_cac-ud-test_Case=Loc,5.962159220765188,2.669565676845895
171,eu_bdt-ud-train_Case=Loc,20.582078216778353,20.124353176696278
172,eu_bdt-ud-test_Case=Loc,16.860840891116776,16.217417248816847
173,eu_bdt-ud-dev_Case=Loc,25.425832367137808,25.133676113255856
174,am_att-ud-test_Case=Loc,5.918720300875857,2.069118169655856
175,eme_tudet-ud-test_Case=Loc,5.545268253204709,0.0
176,pl_lfg-ud-test_Case=Loc,5.545268253204709,0.0
177,pl_lfg-ud-train_Case=Loc,5.545268253204709,0.0
178,pl_lfg-ud-dev_Case=Loc,5.545268253204709,0.0
179,tr_tourism-ud-train_Case=Loc,174.71619844765397,175.37887558084068
180,tr_tourism-ud-dev_Case=Loc,31.57332735078772,32.02928347621907
181,tr_tourism-ud-test_Case=Loc,115.16835502862754,115.83177456984762
182,ab_abnc-ud-test_Case=Loc,5.545268253204709,0.0
183,cs_poetry-ud-test_Case=Loc,5.883026732496145,2.5687929076904865
184,ru_gsd-ud-test_Case=Loc,5.545268253204709,0.0
185,ru_gsd-ud-dev_Case=Loc,5.545268253204709,0.0
186,ru_gsd-ud-train_Case=Loc,5.545268253204709,0.0
187,aqz_tudet-ud-test_Case=Loc,6.144102863722254,3.605551275463989
188,tr_imst-ud-train_Case=Loc,1386.7381692302263,1387.5802679484889
189,tr_imst-ud-dev_Case=Loc,5.545268253204709,0.0
190,tr_imst-ud-test_Case=Loc,5.545268253204709,0.0
191,lv_cairo-ud-test_Case=Loc,5.545268253204709,0.0
192,gu_gujtb-ud-test_Case=Loc,5.545268253204709,0.0
193,bej_nsc-ud-test_Case=Loc,10.387997585057501,8.784104611578831
194,tr_boun-ud-dev_Case=Loc,615.8252593065666,616.7422476205112
195,tr_boun-ud-test_Case=Loc,337.5844338828436,338.4663941959379
196,tr_boun-ud-train_Case=Loc,809.9481979320242,810.8953898828956
197,tr_penn-ud-dev_Case=Loc,43.558708786086754,44.14118761932493
198,tr_penn-ud-test_Case=Loc,87.40065789226074,88.0390538340798
199,tr_penn-ud-train_Case=Loc,63.45310038440153,64.04721655460867
