,Treebank,kpv_ikdp-ud-test_Case=Egr,kpv_lattice-ud-test_Case=Egr,kpv_lattice-ud-train_Case=Egr,koi_uh-ud-train_Case=Egr,koi_uh-ud-test_Case=Egr
58,la_proiel-ud-train_Case=Abl,2.7368852207126415,8.145055184287866,2.539096521469755,2.539096521469755,2.539096521469755
59,kpv_ikdp-ud-test_Case=Abl,3.4641016151377544,6.442049363362563,5.5677643628300215,5.5677643628300215,5.5677643628300215
60,kpv_lattice-ud-test_Case=Abl,2.8458329944145997,7.95395700885826,2.9038076323048845,2.9038076323048845,2.9038076323048845
61,tt_nmctt-ud-test_Case=Abl,3.428736310505754,9.05209606739215,1.457619202539603,1.457619202539603,1.457619202539603
62,tr_gb-ud-test_Case=Abl,2.592348204734555,8.165162681642737,2.4870435246815115,2.4870435246815115,2.4870435246815115
63,fi_pud-ud-test_Case=Abl,3.2134361476463167,8.802410003800096,1.7539019000502851,1.7539019000502851,1.7539019000502851
64,hy_armtdp-ud-train_Case=Abl,3.3814573685524887,9.039948102855913,1.4836590668344454,1.4836590668344454,1.4836590668344454
65,hy_armtdp-ud-dev_Case=Abl,3.511840763235421,9.195233754067157,1.3111027643181319,1.3111027643181319,1.3111027643181319
66,hy_armtdp-ud-test_Case=Abl,3.2470835933359363,8.8689112606808,1.6961383184884282,1.6961383184884282,1.6961383184884282
67,ota_boun-ud-train_Case=Abl,3.171042447537029,8.762652659591904,1.7963682182420742,1.7963682182420742,1.7963682182420742
68,ota_boun-ud-test_Case=Abl,3.3438415680383966,8.988276785312989,1.5290975041636563,1.5290975041636563,1.5290975041636563
69,et_edt-ud-dev_Case=Abl,3.4361997276368657,9.097979005958917,1.4090957242119833,1.4090957242119833,1.4090957242119833
70,et_edt-ud-train_Case=Abl,3.4265985325726964,9.082385460416084,1.4197364464940068,1.4197364464940068,1.4197364464940068
71,et_edt-ud-test_Case=Abl,3.4185085019744843,9.076844106229679,1.4312649016347547,1.4312649016347547,1.4312649016347547
72,sjo_xdt-ud-test_Case=Abl,12.27273400673216,10.359536669175895,14.724808997063425,14.724808997063425,14.724808997063425
73,la_udante-ud-train_Case=Abl,2.7508834361430927,8.172309425294817,2.498443095671545,2.498443095671545,2.498443095671545
74,la_udante-ud-test_Case=Abl,2.6054737642064527,7.872891777128975,2.9101945505838316,2.9101945505838316,2.9101945505838316
75,la_udante-ud-dev_Case=Abl,2.775814837623197,8.21639168542459,2.4494512826049313,2.4494512826049313,2.4494512826049313
76,hyw_armtdp-ud-test_Case=Abl,3.5114353866832393,9.194219208118996,1.3047112700161232,1.3047112700161232,1.3047112700161232
77,hyw_armtdp-ud-dev_Case=Abl,3.3447904752786997,8.993933059549912,1.5427691637114966,1.5427691637114966,1.5427691637114966
78,hyw_armtdp-ud-train_Case=Abl,3.326900271911098,8.970958782918128,1.568983123616363,1.568983123616363,1.568983123616363
79,arr_tudet-ud-test_Case=Abl,4.58257569495584,10.36822067666386,0.0,0.0,0.0
80,aln_gps-ud-test_Case=Abl,3.35421746364013,8.989304365478265,1.5302561498969776,1.5302561498969776,1.5302561498969776
81,kk_ktb-ud-test_Case=Abl,3.190902323620842,8.72523777931327,1.8525273652199823,1.8525273652199823,1.8525273652199823
82,kk_ktb-ud-train_Case=Abl,3.219836477024184,8.799930426441113,1.7554579610635008,1.7554579610635008,1.7554579610635008
83,gn_oldtudet-ud-test_Case=Abl,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
84,ta_mwtt-ud-test_Case=Abl,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
85,ota_dudu-ud-test_Case=Abl,3.327773140415986,8.93909432814127,1.5869840952317444,1.5869840952317444,1.5869840952317444
86,ug_udt-ud-test_Case=Abl,3.3575293702694875,8.98100329244394,1.5350364183157206,1.5350364183157206,1.5350364183157206
87,ug_udt-ud-dev_Case=Abl,3.2145226015001906,8.810211247309693,1.7281460843600258,1.7281460843600258,1.7281460843600258
88,ug_udt-ud-train_Case=Abl,3.286305198771508,8.870664617060072,1.6695676627379603,1.6695676627379603,1.6695676627379603
89,xum_ikuvina-ud-test_Case=Abl,2.9553488547147277,8.351423948945166,2.5041310307005324,2.5041310307005324,2.5041310307005324
90,la_ittb-ud-dev_Case=Abl,2.759390312547172,8.187758595741272,2.4854867652813493,2.4854867652813493,2.4854867652813493
91,la_ittb-ud-test_Case=Abl,2.7195073505359533,8.11354931542109,2.5623293212180593,2.5623293212180593,2.5623293212180593
92,la_ittb-ud-train_Case=Abl,2.7811382685488213,8.220700346898578,2.443536577527555,2.443536577527555,2.443536577527555
93,qtd_sagt-ud-test_Case=Abl,3.468746490602402,9.127349999070933,1.3690534975757436,1.3690534975757436,1.3690534975757436
94,qtd_sagt-ud-dev_Case=Abl,3.5010892130225386,9.174982620687295,1.3159986632464675,1.3159986632464675,1.3159986632464675
95,qtd_sagt-ud-train_Case=Abl,3.4294216632847023,9.082148575118378,1.423460244283413,1.423460244283413,1.423460244283413
96,krl_kkpp-ud-test_Case=Abl,3.588871688985272,9.28331837222014,1.2165525060596438,1.2165525060596438,1.2165525060596438
97,eu_bdt-ud-train_Case=Abl,3.181353815785054,8.770669442194617,1.779667587408437,1.779667587408437,1.779667587408437
98,eu_bdt-ud-test_Case=Abl,3.105897615827025,8.671597315373909,1.8991050523865183,1.8991050523865183,1.8991050523865183
99,eu_bdt-ud-dev_Case=Abl,3.131950671822749,8.699419608662689,1.8603226612578245,1.8603226612578245,1.8603226612578245
100,fi_ftb-ud-dev_Case=Abl,4.58257569495584,10.36822067666386,0.0,0.0,0.0
101,fi_ftb-ud-train_Case=Abl,4.58257569495584,10.36822067666386,0.0,0.0,0.0
102,fi_ftb-ud-test_Case=Abl,4.58257569495584,10.36822067666386,0.0,0.0,0.0
103,eme_tudet-ud-test_Case=Abl,3.7085674083427715,9.42311725963807,1.042499666933067,1.042499666933067,1.042499666933067
104,tr_tourism-ud-train_Case=Abl,2.790080924417303,7.0130665396412,4.334114853669353,4.334114853669353,4.334114853669353
105,tr_tourism-ud-dev_Case=Abl,15.966390319502736,12.554180101325967,19.119675297218684,19.119675297218684,19.119675297218684
106,tr_tourism-ud-test_Case=Abl,2.8760752770193148,6.9684781543003,4.552620613847279,4.552620613847279,4.552620613847279
107,aqz_tudet-ud-test_Case=Abl,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
108,tr_imst-ud-train_Case=Abl,2.7923108406072084,8.191363981285035,2.45594317326027,2.45594317326027,2.45594317326027
109,tr_imst-ud-dev_Case=Abl,2.8349938417295775,8.238816612448277,2.40092957204441,2.40092957204441,2.40092957204441
110,tr_imst-ud-test_Case=Abl,2.9331655608936322,8.410633408088804,2.1970411055274233,2.1970411055274233,2.1970411055274233
111,gu_gujtb-ud-test_Case=Abl,3.7416573867739413,9.460443964212251,1.0,1.0,1.0
112,bxr_bdt-ud-train_Case=Abl,4.58257569495584,10.36822067666386,0.0,0.0,0.0
113,bxr_bdt-ud-test_Case=Abl,48.46132478585372,43.840620433565945,51.53154373779229,51.53154373779229,51.53154373779229
114,bej_nsc-ud-test_Case=Abl,4.58257569495584,10.36822067666386,0.0,0.0,0.0
115,tr_boun-ud-dev_Case=Abl,3.3291233826144144,8.973960530677584,1.5505580865874455,1.5505580865874455,1.5505580865874455
116,tr_boun-ud-test_Case=Abl,3.322238044601862,8.96694014840068,1.561174437723088,1.561174437723088,1.561174437723088
117,tr_boun-ud-train_Case=Abl,3.2801955727476844,8.923790286763168,1.606603082099346,1.606603082099346,1.606603082099346
118,tr_penn-ud-dev_Case=Abl,2.9200635656935012,8.223832585265907,2.476170913018999,2.476170913018999,2.476170913018999
119,tr_penn-ud-test_Case=Abl,3.1502102529781495,8.694414225379171,1.8598483555317864,1.8598483555317864,1.8598483555317864
120,tr_penn-ud-train_Case=Abl,2.9246175957263634,8.287425440162085,2.3789509973157035,2.3789509973157035,2.3789509973157035
