,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
99,eu_bdt-ud-dev_Case=Abl,3.1247673818232053,1.8603226612578245,1.8603226612578245
100,fi_ftb-ud-dev_Case=Abl,4.58257569495584,0.0,0.0
101,fi_ftb-ud-train_Case=Abl,4.58257569495584,0.0,0.0
102,fi_ftb-ud-test_Case=Abl,4.58257569495584,0.0,0.0
103,eme_tudet-ud-test_Case=Abl,3.7085674083427715,1.042499666933067,1.042499666933067
104,tr_tourism-ud-train_Case=Abl,1.283304486619221,4.334114853669353,4.334114853669353
105,tr_tourism-ud-dev_Case=Abl,14.740734588152215,19.119675297218684,19.119675297218684
106,tr_tourism-ud-test_Case=Abl,1.3813662206110886,4.552620613847279,4.552620613847279
107,aqz_tudet-ud-test_Case=Abl,3.7416573867739413,1.0,1.0
108,tr_imst-ud-train_Case=Abl,2.6571672391307475,2.45594317326027,2.45594317326027
109,tr_imst-ud-dev_Case=Abl,2.7371034940590175,2.40092957204441,2.40092957204441
110,tr_imst-ud-test_Case=Abl,2.814446174016477,2.1970411055274233,2.1970411055274233
111,gu_gujtb-ud-test_Case=Abl,3.7416573867739413,1.0,1.0
112,bxr_bdt-ud-train_Case=Abl,4.58257569495584,0.0,0.0
113,bxr_bdt-ud-test_Case=Abl,48.34769901453429,51.53154373779229,51.53154373779229
114,bej_nsc-ud-test_Case=Abl,4.58257569495584,0.0,0.0
115,tr_boun-ud-dev_Case=Abl,3.2894207353335485,1.5505580865874455,1.5505580865874455
116,tr_boun-ud-test_Case=Abl,3.2805892191799937,1.561174437723088,1.561174437723088
117,tr_boun-ud-train_Case=Abl,3.2443357087875575,1.606603082099346,1.606603082099346
118,tr_penn-ud-dev_Case=Abl,2.855639718948248,2.476170913018999,2.476170913018999
119,tr_penn-ud-test_Case=Abl,3.1412555785544805,1.8598483555317864,1.8598483555317864
120,tr_penn-ud-train_Case=Abl,2.8223725840266267,2.3789509973157035,2.3789509973157035
