,Treebank,am_att-ud-test_Case=Mal
37,tr_kenet-ud-train_Case=Loc,339.62194667993214
38,sms_giellagas-ud-test_Case=Loc,0.6
39,sms_giellagas-ud-train_Case=Loc,0.6
40,sk_snk-ud-dev_Case=Loc,2.5517178397173392
41,sk_snk-ud-test_Case=Loc,2.543757322779579
42,sk_snk-ud-train_Case=Loc,2.5612710229598012
43,lt_hse-ud-train_Case=Loc,0.6
44,lt_hse-ud-test_Case=Loc,0.6
45,lt_hse-ud-dev_Case=Loc,0.6
46,ess_sli-ud-test_Case=Loc,0.6
47,sa_ufal-ud-test_Case=Loc,0.6
48,be_hse-ud-train_Case=Loc,0.6
49,be_hse-ud-dev_Case=Loc,0.6
50,be_hse-ud-test_Case=Loc,0.6
51,gub_tudet-ud-test_Case=Loc,0.6
52,cs_pud-ud-test_Case=Loc,2.5274247653769595
53,orv_ruthenian-ud-test_Case=Loc,0.6
54,orv_ruthenian-ud-train_Case=Loc,0.6
55,orv_ruthenian-ud-dev_Case=Loc,0.6
56,lzh_tuecl-ud-test_Case=Loc,0.6
57,ml_ufal-ud-test_Case=Loc,59.075037029188564
58,apu_ufpa-ud-test_Case=Loc,0.6
59,egy_ujaen-ud-test_Case=Loc,1.8111972155800433
60,nyq_aha-ud-test_Case=Loc,0.6
61,mr_ufal-ud-dev_Case=Loc,0.6
62,mr_ufal-ud-test_Case=Loc,0.6
63,mr_ufal-ud-train_Case=Loc,0.6
64,si_stb-ud-test_Case=Loc,0.6
65,lt_alksnis-ud-test_Case=Loc,0.6
66,lt_alksnis-ud-dev_Case=Loc,0.6
67,lt_alksnis-ud-train_Case=Loc,0.6
68,cu_proiel-ud-train_Case=Loc,0.6
69,cu_proiel-ud-test_Case=Loc,0.6
70,cu_proiel-ud-dev_Case=Loc,0.6
71,hy_bsut-ud-train_Case=Loc,402.0638755222856
72,hy_bsut-ud-test_Case=Loc,107.17910244072769
73,hy_bsut-ud-dev_Case=Loc,201.27930842488504
74,mdf_jr-ud-test_Case=Loc,14.339107364128354
75,mdf_jr-ud-train_Case=Loc,0.6
76,la_llct-ud-dev_Case=Loc,0.6
77,la_llct-ud-test_Case=Loc,0.6
78,la_llct-ud-train_Case=Loc,0.6
79,hsb_ufal-ud-test_Case=Loc,0.6
80,hsb_ufal-ud-train_Case=Loc,0.6
81,sr_set-ud-test_Case=Loc,2.480852144266976
82,sr_set-ud-train_Case=Loc,2.515146867132783
83,sr_set-ud-dev_Case=Loc,2.547067140930557
84,myv_jr-ud-test_Case=Loc,21.015368526050505
85,myv_jr-ud-train_Case=Loc,41.41237737681816
86,tr_framenet-ud-test_Case=Loc,0.6
87,tr_framenet-ud-train_Case=Loc,0.6
88,tr_framenet-ud-dev_Case=Loc,0.6
89,kfm_aha-ud-test_Case=Loc,0.6
90,ky_ktmu-ud-train_Case=Loc,0.6
91,ky_ktmu-ud-test_Case=Loc,0.6
92,kpv_ikdp-ud-test_Case=Loc,0.6
93,kpv_lattice-ud-test_Case=Loc,0.6
94,kpv_lattice-ud-train_Case=Loc,0.6
95,tt_nmctt-ud-test_Case=Loc,0.6
96,tr_gb-ud-test_Case=Loc,764.8773496450264
97,ru_taiga-ud-train_Case=Loc,0.6
98,ru_taiga-ud-dev_Case=Loc,0.6
99,ru_taiga-ud-test_Case=Loc,0.6
100,tpn_tudet-ud-test_Case=Loc,0.6
101,cs_cltt-ud-dev_Case=Loc,2.7324976960249217
102,cs_cltt-ud-train_Case=Loc,2.5969619266145054
103,cs_cltt-ud-test_Case=Loc,2.540891721517672
104,hy_armtdp-ud-train_Case=Loc,0.6
105,hy_armtdp-ud-dev_Case=Loc,0.6
106,hy_armtdp-ud-test_Case=Loc,0.6
107,ota_boun-ud-train_Case=Loc,84.67207331818443
108,ota_boun-ud-test_Case=Loc,0.6
109,ru_syntagrus-ud-train_Case=Loc,0.6
110,ru_syntagrus-ud-dev_Case=Loc,0.6
111,ru_syntagrus-ud-test_Case=Loc,0.6
112,sjo_xdt-ud-test_Case=Loc,1.19750572688061
113,orv_birchbark-ud-train_Case=Loc,0.6
114,orv_birchbark-ud-dev_Case=Loc,0.6
115,orv_birchbark-ud-test_Case=Loc,0.6
116,ltg_cairo-ud-test_Case=Loc,0.6
117,ru_poetry-ud-test_Case=Loc,0.6
118,ru_poetry-ud-dev_Case=Loc,0.6
119,ru_poetry-ud-train_Case=Loc,0.6
120,wbp_ufal-ud-test_Case=Loc,0.6
121,cs_fictree-ud-dev_Case=Loc,2.6116222624631753
122,cs_fictree-ud-train_Case=Loc,2.5571302223477472
123,cs_fictree-ud-test_Case=Loc,2.5480749115697647
124,la_udante-ud-dev_Case=Loc,0.6
125,hyw_armtdp-ud-test_Case=Loc,0.6
126,hyw_armtdp-ud-train_Case=Loc,0.6
127,sme_giella-ud-train_Case=Loc,0.6
128,sme_giella-ud-test_Case=Loc,0.6
129,ca_ancora-ud-dev_Case=Loc,0.6
130,ca_ancora-ud-test_Case=Loc,0.6
131,ca_ancora-ud-train_Case=Loc,0.6
132,sl_sst-ud-train_Case=Loc,2.6191425158980652
133,sl_sst-ud-test_Case=Loc,2.6164880622457853
134,sl_sst-ud-dev_Case=Loc,2.6633928071353408
135,arr_tudet-ud-test_Case=Loc,1.16619037896906
136,kk_ktb-ud-test_Case=Loc,0.6
137,kk_ktb-ud-train_Case=Loc,0.6
138,cs_pdt-ud-test_Case=Loc,2.5793508721145053
139,cs_pdt-ud-dev_Case=Loc,2.5774479257084177
140,cs_pdt-ud-train_Case=Loc,2.574773237513784
141,gn_oldtudet-ud-test_Case=Loc,0.6
142,ta_mwtt-ud-test_Case=Loc,0.6
143,ota_dudu-ud-test_Case=Loc,0.6
144,ug_udt-ud-test_Case=Loc,20.205513548974146
145,ug_udt-ud-dev_Case=Loc,20.33979405555086
146,ug_udt-ud-train_Case=Loc,20.458886801322752
147,lzh_kyoto-ud-dev_Case=Loc,0.6
148,lzh_kyoto-ud-train_Case=Loc,0.6
149,lzh_kyoto-ud-test_Case=Loc,0.6
150,lv_lvtb-ud-test_Case=Loc,0.6
151,lv_lvtb-ud-train_Case=Loc,0.6
152,lv_lvtb-ud-dev_Case=Loc,0.6
153,ta_ttb-ud-train_Case=Loc,0.6
154,ta_ttb-ud-dev_Case=Loc,0.6
155,ta_ttb-ud-test_Case=Loc,0.6
156,xum_ikuvina-ud-test_Case=Loc,0.6
157,ru_pud-ud-test_Case=Loc,0.6
158,la_ittb-ud-dev_Case=Loc,0.6
159,la_ittb-ud-test_Case=Loc,0.6
160,la_ittb-ud-train_Case=Loc,0.6
161,qtd_sagt-ud-test_Case=Loc,238.65489728895153
162,qtd_sagt-ud-dev_Case=Loc,0.6
163,qtd_sagt-ud-train_Case=Loc,0.6
164,pl_pud-ud-test_Case=Loc,0.6
165,orv_torot-ud-test_Case=Loc,0.6
166,orv_torot-ud-dev_Case=Loc,0.6
167,orv_torot-ud-train_Case=Loc,0.6
168,cs_cac-ud-dev_Case=Loc,2.5982710398829094
169,cs_cac-ud-train_Case=Loc,2.645596035535408
170,cs_cac-ud-test_Case=Loc,2.7361617099494833
171,eu_bdt-ud-train_Case=Loc,20.13329557674067
172,eu_bdt-ud-test_Case=Loc,16.228512631237106
173,eu_bdt-ud-dev_Case=Loc,25.140836799240553
174,am_att-ud-test_Case=Loc,1.8950593658247226
175,eme_tudet-ud-test_Case=Loc,0.6
176,pl_lfg-ud-test_Case=Loc,0.6
177,pl_lfg-ud-train_Case=Loc,0.6
178,pl_lfg-ud-dev_Case=Loc,0.6
179,tr_tourism-ud-train_Case=Loc,175.37990192721628
180,tr_tourism-ud-dev_Case=Loc,32.03490284049571
181,tr_tourism-ud-test_Case=Loc,115.83332853717016
182,ab_abnc-ud-test_Case=Loc,0.6
183,cs_poetry-ud-test_Case=Loc,2.6379342301507336
184,ru_gsd-ud-test_Case=Loc,0.6
185,ru_gsd-ud-dev_Case=Loc,0.6
186,ru_gsd-ud-train_Case=Loc,0.6
187,aqz_tudet-ud-test_Case=Loc,3.655133376499413
188,tr_imst-ud-train_Case=Loc,1387.580397670708
189,tr_imst-ud-dev_Case=Loc,0.6
190,tr_imst-ud-test_Case=Loc,0.6
191,lv_cairo-ud-test_Case=Loc,0.6
192,gu_gujtb-ud-test_Case=Loc,0.6
193,bej_nsc-ud-test_Case=Loc,8.80457232505705
194,tr_boun-ud-dev_Case=Loc,616.7425394765631
195,tr_boun-ud-test_Case=Loc,338.46692600607224
196,tr_boun-ud-train_Case=Loc,810.8956118597099
197,tr_penn-ud-dev_Case=Loc,44.145265255114786
198,tr_penn-ud-test_Case=Loc,88.04109835752845
199,tr_penn-ud-train_Case=Loc,64.05002691953328
