,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
118,arr_tudet-ud-test_Case=Ins,1.7320508075688772,1.5811388300841898,1.5811388300841898
119,kk_ktb-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
120,kk_ktb-ud-train_Case=Ins,0.7071067811865476,0.0,0.0
121,cs_pdt-ud-test_Case=Ins,4.518171884390001,4.463243263200861,4.463243263200861
122,cs_pdt-ud-dev_Case=Ins,4.655950921864045,4.602788150610228,4.602788150610228
123,cs_pdt-ud-train_Case=Ins,4.559238611669766,4.5052627342499765,4.5052627342499765
124,ta_mwtt-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
125,ota_dudu-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
126,ta_ttb-ud-train_Case=Ins,0.7071067811865476,0.0,0.0
127,ta_ttb-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
128,ta_ttb-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
129,ru_pud-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
130,qtd_sagt-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
131,qtd_sagt-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
132,qtd_sagt-ud-train_Case=Ins,18.934096228761486,18.934096228761486,18.934096228761486
133,krl_kkpp-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
134,pl_pud-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
135,orv_torot-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
136,orv_torot-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
137,orv_torot-ud-train_Case=Ins,0.7071067811865476,0.0,0.0
138,cs_cac-ud-dev_Case=Ins,5.750239199060704,5.7065971337053645,5.7065971337053645
139,cs_cac-ud-train_Case=Ins,5.401272010800645,5.3567190230188135,5.3567190230188135
140,cs_cac-ud-test_Case=Ins,5.58722267260288,5.54516034258647,5.54516034258647
141,eu_bdt-ud-train_Case=Ins,25.371402909818887,25.362227196580882,25.362227196580882
142,eu_bdt-ud-test_Case=Ins,29.247863169811225,29.23931428744525,29.23931428744525
143,eu_bdt-ud-dev_Case=Ins,39.22449775956087,39.21812367375313,39.21812367375313
144,fi_ftb-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
145,fi_ftb-ud-train_Case=Ins,0.7071067811865476,0.0,0.0
146,fi_ftb-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
147,am_att-ud-test_Case=Ins,7.842193570679061,7.810249675906654,7.810249675906654
148,pl_lfg-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
149,pl_lfg-ud-train_Case=Ins,0.7071067811865476,0.0,0.0
150,pl_lfg-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
151,tr_tourism-ud-train_Case=Ins,170.717603075957,170.7161386629864,170.7161386629864
152,tr_tourism-ud-dev_Case=Ins,57.336724705898575,57.33236433289665,57.33236433289665
153,tr_tourism-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
154,ab_abnc-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
155,cs_poetry-ud-test_Case=Ins,4.613982249591613,4.564696183445896,4.564696183445896
156,ru_gsd-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
157,ru_gsd-ud-dev_Case=Ins,468.86511919740843,468.86565239949067,468.86565239949067
158,ru_gsd-ud-train_Case=Ins,1584.2482444364582,1584.2496646677885,1584.2496646677885
159,tr_imst-ud-train_Case=Ins,170.12397440298255,170.12250488006183,170.12250488006183
160,tr_imst-ud-dev_Case=Ins,54.80622430182746,54.80166258629589,54.80166258629589
161,tr_imst-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
162,tr_boun-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
163,tr_boun-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
164,tr_boun-ud-train_Case=Ins,739.2337248800274,739.2333866919162,739.2333866919162
165,tr_penn-ud-dev_Case=Ins,0.7071067811865476,0.0,0.0
166,tr_penn-ud-test_Case=Ins,0.7071067811865476,0.0,0.0
167,tr_penn-ud-train_Case=Ins,67.39691717315003,67.39320770259006,67.39320770259006
