,Treebank,arr_tudet-ud-test_Case=Sim
37,orv_rnc-ud-dev_Case=Dat,4.083079518090304
38,orv_rnc-ud-train_Case=Dat,4.539215744936601
39,orv_rnc-ud-test_Case=Dat,4.107366462742187
40,la_circse-ud-test_Case=Dat,0.0
41,is_pud-ud-test_Case=Dat,83.5211589957898
42,grc_perseus-ud-dev_Case=Dat,12.744876506370305
43,grc_perseus-ud-train_Case=Dat,10.262650648850979
44,grc_perseus-ud-test_Case=Dat,15.986689060580419
45,tr_atis-ud-dev_Case=Dat,0.0
46,tr_atis-ud-train_Case=Dat,0.0
47,tr_atis-ud-test_Case=Dat,0.0
48,pt_pud-ud-test_Case=Dat,1.3170777796132698
49,hi_pud-ud-test_Case=Dat,0.0
50,la_perseus-ud-test_Case=Dat,0.0
51,la_perseus-ud-train_Case=Dat,0.0
52,tr_kenet-ud-dev_Case=Dat,9.780679893265074
53,tr_kenet-ud-test_Case=Dat,1112.2288433591352
54,tr_kenet-ud-train_Case=Dat,24.566461491594044
55,sk_snk-ud-dev_Case=Dat,0.0
56,sk_snk-ud-test_Case=Dat,0.0
57,sk_snk-ud-train_Case=Dat,0.0
58,lt_hse-ud-train_Case=Dat,6.020148461624514
59,lt_hse-ud-test_Case=Dat,4.06201920231798
60,lt_hse-ud-dev_Case=Dat,3.4434202266268423
61,hit_hittb-ud-test_Case=Dat,4.988257817052234
62,sa_ufal-ud-test_Case=Dat,3.5433819375782165
63,be_hse-ud-train_Case=Dat,1.7050530777470636
64,be_hse-ud-dev_Case=Dat,1.5667442356683494
65,be_hse-ud-test_Case=Dat,2.7172545072324215
66,gub_tudet-ud-test_Case=Dat,29.905406423142512
67,cs_pud-ud-test_Case=Dat,0.0
68,orv_ruthenian-ud-test_Case=Dat,2.607568198644489
69,orv_ruthenian-ud-train_Case=Dat,3.6603091299490744
70,orv_ruthenian-ud-dev_Case=Dat,3.6135327637321817
71,ml_ufal-ud-test_Case=Dat,9.394961741404218
72,apu_ufpa-ud-test_Case=Dat,0.0
73,egy_ujaen-ud-test_Case=Dat,0.0
74,de_pud-ud-test_Case=Dat,0.0
75,gl_treegal-ud-train_Case=Dat,1.873927676905276
76,gl_treegal-ud-test_Case=Dat,2.579530817562435
77,ro_nonstandard-ud-test_Case=Dat,2.67852884899451
78,ro_nonstandard-ud-dev_Case=Dat,2.2558629061899005
79,ro_nonstandard-ud-train_Case=Dat,2.540442797381302
80,ro_simonero-ud-test_Case=Dat,27.073972741361768
81,ro_simonero-ud-train_Case=Dat,11.229648258071132
82,ro_simonero-ud-dev_Case=Dat,0.0
83,sq_tsa-ud-test_Case=Dat,5.385164807134504
84,pt_petrogold-ud-train_Case=Dat,1.0
85,pt_petrogold-ud-test_Case=Dat,1.0
86,pt_petrogold-ud-dev_Case=Dat,1.0
87,mr_ufal-ud-dev_Case=Dat,5.049752469181039
88,mr_ufal-ud-test_Case=Dat,12.767145334803704
89,mr_ufal-ud-train_Case=Dat,5.323024851790458
90,pt_gsd-ud-dev_Case=Dat,2.23606797749979
91,pt_gsd-ud-test_Case=Dat,1.0
92,pt_gsd-ud-train_Case=Dat,1.0
93,si_stb-ud-test_Case=Dat,0.0
94,ro_tuecl-ud-test_Case=Dat,2.317640087796107
95,lt_alksnis-ud-test_Case=Dat,0.0
96,lt_alksnis-ud-dev_Case=Dat,0.0
97,lt_alksnis-ud-train_Case=Dat,0.0
98,cu_proiel-ud-train_Case=Dat,0.0
99,cu_proiel-ud-test_Case=Dat,0.0
100,cu_proiel-ud-dev_Case=Dat,0.0
101,hy_bsut-ud-train_Case=Dat,54.06071794278907
102,hy_bsut-ud-test_Case=Dat,63.34357110236208
103,hy_bsut-ud-dev_Case=Dat,37.59549181723294
104,mdf_jr-ud-test_Case=Dat,0.0
105,mdf_jr-ud-train_Case=Dat,0.0
106,la_llct-ud-dev_Case=Dat,0.0
107,la_llct-ud-test_Case=Dat,0.0
108,la_llct-ud-train_Case=Dat,0.0
109,es_pud-ud-test_Case=Dat,0.0
110,hsb_ufal-ud-test_Case=Dat,11.158579160846998
111,hsb_ufal-ud-train_Case=Dat,5.5677643628300215
112,sr_set-ud-test_Case=Dat,0.0
113,sr_set-ud-train_Case=Dat,1119.1349337769775
114,sr_set-ud-dev_Case=Dat,0.0
115,myv_jr-ud-test_Case=Dat,0.0
116,myv_jr-ud-train_Case=Dat,0.0
117,tr_framenet-ud-test_Case=Dat,0.0
118,tr_framenet-ud-train_Case=Dat,904.4639296290372
119,tr_framenet-ud-dev_Case=Dat,0.0
120,ky_ktmu-ud-train_Case=Dat,0.0
121,ky_ktmu-ud-test_Case=Dat,0.0
122,la_proiel-ud-test_Case=Dat,0.0
123,la_proiel-ud-dev_Case=Dat,0.0
124,la_proiel-ud-train_Case=Dat,0.0
125,kpv_ikdp-ud-test_Case=Dat,0.0
126,kpv_lattice-ud-test_Case=Dat,0.0
127,kpv_lattice-ud-train_Case=Dat,0.0
128,tt_nmctt-ud-test_Case=Dat,0.0
129,tr_gb-ud-test_Case=Dat,0.0
130,grc_proiel-ud-test_Case=Dat,0.0
131,grc_proiel-ud-train_Case=Dat,0.0
132,grc_proiel-ud-dev_Case=Dat,0.0
133,nds_lsdc-ud-train_Case=Dat,22.804343057490975
134,nds_lsdc-ud-test_Case=Dat,25.74332437739928
135,fo_oft-ud-test_Case=Dat,1168.5114462426118
136,ru_taiga-ud-train_Case=Dat,2.3376058713971717
137,ru_taiga-ud-dev_Case=Dat,2.5231931408918906
138,ru_taiga-ud-test_Case=Dat,2.4699809551653717
139,tpn_tudet-ud-test_Case=Dat,0.0
140,ga_idt-ud-train_Case=Dat,0.0
141,ga_idt-ud-test_Case=Dat,0.0
142,ga_idt-ud-dev_Case=Dat,0.0
143,ro_art-ud-test_Case=Dat,1.9639610121239315
144,ceb_gja-ud-test_Case=Dat,0.0
145,cs_cltt-ud-dev_Case=Dat,0.0
146,cs_cltt-ud-train_Case=Dat,0.0
147,cs_cltt-ud-test_Case=Dat,0.0
148,tl_trg-ud-test_Case=Dat,0.0
149,hy_armtdp-ud-train_Case=Dat,45.68193833578501
150,hy_armtdp-ud-dev_Case=Dat,92.05205049318566
151,hy_armtdp-ud-test_Case=Dat,77.97348393864971
152,mk_mtb-ud-test_Case=Dat,1.4907119849998596
153,is_gc-ud-test_Case=Dat,67.96806344367212
154,is_gc-ud-train_Case=Dat,71.84415737274374
155,is_gc-ud-dev_Case=Dat,92.3064040152265
156,ota_boun-ud-train_Case=Dat,18.23293722909175
157,ota_boun-ud-test_Case=Dat,27.85428353253968
158,ru_syntagrus-ud-train_Case=Dat,3.4032064577313363
159,ru_syntagrus-ud-dev_Case=Dat,3.325648091350144
160,ru_syntagrus-ud-test_Case=Dat,3.3291164768411137
161,grc_ptnk-ud-train_Case=Dat,3.1942142649951766
162,grc_ptnk-ud-dev_Case=Dat,4.215590112902344
163,grc_ptnk-ud-test_Case=Dat,2.713292382983367
164,sjo_xdt-ud-test_Case=Dat,0.0
165,pt_bosque-ud-dev_Case=Dat,1.0
166,pt_bosque-ud-test_Case=Dat,1.1102643741962626
167,pt_bosque-ud-train_Case=Dat,1.0456862501692232
168,orv_birchbark-ud-train_Case=Dat,3.0184696734521235
169,orv_birchbark-ud-dev_Case=Dat,2.8247730149215653
170,orv_birchbark-ud-test_Case=Dat,2.9496059707447473
171,nl_lassysmall-ud-train_Case=Dat,0.0
172,is_icepahc-ud-dev_Case=Dat,15.704982868699611
173,is_icepahc-ud-train_Case=Dat,17.136150974622772
174,is_icepahc-ud-test_Case=Dat,19.64824848816855
175,de_lit-ud-test_Case=Dat,0.0
176,ltg_cairo-ud-test_Case=Dat,4.58257569495584
177,ru_poetry-ud-test_Case=Dat,2.4288046297293984
178,ru_poetry-ud-dev_Case=Dat,2.1838524190656767
179,ru_poetry-ud-train_Case=Dat,2.2860071361732355
180,fo_farpahc-ud-test_Case=Dat,15.998263794688611
181,fo_farpahc-ud-train_Case=Dat,9.08649717608329
182,fo_farpahc-ud-dev_Case=Dat,18.95341194658655
183,is_modern-ud-dev_Case=Dat,80.65590492952144
184,is_modern-ud-train_Case=Dat,55.09109198409485
185,is_modern-ud-test_Case=Dat,45.65564444646998
186,wbp_ufal-ud-test_Case=Dat,2.3717082451262845
187,koi_uh-ud-train_Case=Dat,0.0
188,koi_uh-ud-test_Case=Dat,0.0
189,cs_fictree-ud-dev_Case=Dat,0.0
190,cs_fictree-ud-train_Case=Dat,0.0
191,cs_fictree-ud-test_Case=Dat,0.0
192,la_udante-ud-train_Case=Dat,0.0
193,la_udante-ud-test_Case=Dat,0.0
194,la_udante-ud-dev_Case=Dat,0.0
195,hyw_armtdp-ud-test_Case=Dat,44.746964799031474
196,hyw_armtdp-ud-dev_Case=Dat,34.52141407861945
197,hyw_armtdp-ud-train_Case=Dat,41.46069538569125
198,ro_rrt-ud-test_Case=Dat,10.19066755494553
199,ro_rrt-ud-train_Case=Dat,11.358149620930822
200,ro_rrt-ud-dev_Case=Dat,9.92026472477164
201,el_gdt-ud-test_Case=Dat,0.0
202,el_gdt-ud-train_Case=Dat,0.0
203,el_gdt-ud-dev_Case=Dat,0.0
204,ha_southernautogramm-ud-test_Case=Dat,1.2014223395043402
205,ca_ancora-ud-dev_Case=Dat,0.0
206,ca_ancora-ud-test_Case=Dat,0.0
207,ca_ancora-ud-train_Case=Dat,0.0
208,gd_arcosg-ud-test_Case=Dat,0.0
209,gd_arcosg-ud-train_Case=Dat,0.0
210,gd_arcosg-ud-dev_Case=Dat,0.0
211,got_proiel-ud-dev_Case=Dat,0.0
212,got_proiel-ud-train_Case=Dat,0.0
213,got_proiel-ud-test_Case=Dat,0.0
214,sl_sst-ud-train_Case=Dat,5.386403614914246
215,sl_sst-ud-test_Case=Dat,5.432491758056588
216,sl_sst-ud-dev_Case=Dat,7.02819717676984
217,de_gsd-ud-train_Case=Dat,0.0
218,de_gsd-ud-dev_Case=Dat,0.0
219,de_gsd-ud-test_Case=Dat,0.0
220,ka_glc-ud-test_Case=Dat,17.107462969598924
221,arr_tudet-ud-test_Case=Dat,0.0
222,aln_gps-ud-test_Case=Dat,3.2103092028463625
223,kk_ktb-ud-test_Case=Dat,170.96295895115213
224,kk_ktb-ud-train_Case=Dat,0.0
225,ha_northernautogramm-ud-test_Case=Dat,1.5811388300841898
226,cs_pdt-ud-test_Case=Dat,0.0
227,cs_pdt-ud-dev_Case=Dat,0.0
228,cs_pdt-ud-train_Case=Dat,0.0
229,gl_pud-ud-test_Case=Dat,1.4485355639657116
230,gn_oldtudet-ud-test_Case=Dat,0.0
231,ta_mwtt-ud-test_Case=Dat,8.120960534321048
232,ota_dudu-ud-test_Case=Dat,29.656365252673833
233,ug_udt-ud-test_Case=Dat,0.0
234,ug_udt-ud-dev_Case=Dat,0.0
235,ug_udt-ud-train_Case=Dat,622.3608278161472
236,lv_lvtb-ud-test_Case=Dat,3.7940615114522855
237,lv_lvtb-ud-train_Case=Dat,3.894192428738988
238,lv_lvtb-ud-dev_Case=Dat,3.9039520389588995
239,ta_ttb-ud-train_Case=Dat,0.0
240,ta_ttb-ud-dev_Case=Dat,0.0
241,ta_ttb-ud-test_Case=Dat,0.0
242,sga_dipwbg-ud-test_Case=Dat,0.0
243,xum_ikuvina-ud-test_Case=Dat,2.70993542358485
244,ru_pud-ud-test_Case=Dat,4.160318340212105
245,la_ittb-ud-dev_Case=Dat,0.0
246,la_ittb-ud-test_Case=Dat,0.0
247,la_ittb-ud-train_Case=Dat,0.0
248,nl_alpino-ud-train_Case=Dat,0.0
249,qtd_sagt-ud-test_Case=Dat,42.60029890890471
250,qtd_sagt-ud-dev_Case=Dat,47.13361621791583
251,qtd_sagt-ud-train_Case=Dat,18.454397952926943
252,ga_cadhan-ud-test_Case=Dat,0.0
253,pl_pud-ud-test_Case=Dat,1.888242193120802
254,orv_torot-ud-test_Case=Dat,0.0
255,orv_torot-ud-dev_Case=Dat,0.0
256,orv_torot-ud-train_Case=Dat,0.0
257,cs_cac-ud-dev_Case=Dat,0.0
258,cs_cac-ud-train_Case=Dat,0.0
259,cs_cac-ud-test_Case=Dat,0.0
260,yrl_complin-ud-test_Case=Dat,1.0
261,eu_bdt-ud-train_Case=Dat,1.5700137124422033
262,eu_bdt-ud-test_Case=Dat,1.6120380475245197
263,eu_bdt-ud-dev_Case=Dat,1.479145203679591
264,eme_tudet-ud-test_Case=Dat,0.0
265,pl_lfg-ud-test_Case=Dat,1.3531133867526934
266,pl_lfg-ud-train_Case=Dat,1.2538407383968402
267,pl_lfg-ud-dev_Case=Dat,1.1613473662573834
268,tr_tourism-ud-train_Case=Dat,0.0
269,tr_tourism-ud-dev_Case=Dat,0.0
270,tr_tourism-ud-test_Case=Dat,0.0
271,cs_poetry-ud-test_Case=Dat,0.0
272,ru_gsd-ud-test_Case=Dat,5.651930528256928
273,ru_gsd-ud-dev_Case=Dat,5.1729943166514465
274,ru_gsd-ud-train_Case=Dat,5.363181059097703
275,aqz_tudet-ud-test_Case=Dat,0.0
276,tr_imst-ud-train_Case=Dat,9.275943780886875
277,tr_imst-ud-dev_Case=Dat,12.42165124477817
278,tr_imst-ud-test_Case=Dat,9.157626482269395
279,lv_cairo-ud-test_Case=Dat,4.58257569495584
280,bg_btb-ud-train_Case=Dat,1.9357288843739513
281,bg_btb-ud-test_Case=Dat,1.7696010537048614
282,bg_btb-ud-dev_Case=Dat,1.9893405928882644
283,gu_gujtb-ud-test_Case=Dat,1.7320508075688774
284,bxr_bdt-ud-train_Case=Dat,0.0
285,bxr_bdt-ud-test_Case=Dat,33.581575636384635
286,bej_nsc-ud-test_Case=Dat,1.0
287,es_coser-ud-test_Case=Dat,0.0
288,tr_boun-ud-dev_Case=Dat,39.017740619428274
289,tr_boun-ud-test_Case=Dat,27.380225502764414
290,tr_boun-ud-train_Case=Dat,30.744135760947092
291,tr_penn-ud-dev_Case=Dat,0.0
292,tr_penn-ud-test_Case=Dat,342.2966549646666
293,tr_penn-ud-train_Case=Dat,275.12261729173514
