,Treebank,am_att-ud-test_Case=Mal
122,la_proiel-ud-test_Case=Dat,0.6
123,la_proiel-ud-dev_Case=Dat,0.6
124,la_proiel-ud-train_Case=Dat,0.6
125,kpv_ikdp-ud-test_Case=Dat,0.6
126,kpv_lattice-ud-test_Case=Dat,0.6
127,kpv_lattice-ud-train_Case=Dat,0.6
128,tt_nmctt-ud-test_Case=Dat,0.6
129,tr_gb-ud-test_Case=Dat,0.6
130,grc_proiel-ud-test_Case=Dat,0.6
131,grc_proiel-ud-train_Case=Dat,0.6
132,grc_proiel-ud-dev_Case=Dat,0.6
133,nds_lsdc-ud-train_Case=Dat,22.81223492522679
134,nds_lsdc-ud-test_Case=Dat,25.75031553204737
135,fo_oft-ud-test_Case=Dat,1168.5116002847383
136,ru_taiga-ud-train_Case=Dat,2.4133796240936753
137,ru_taiga-ud-dev_Case=Dat,2.5935503901493577
138,ru_taiga-ud-test_Case=Dat,2.5418115427544272
139,tpn_tudet-ud-test_Case=Dat,0.6
140,ga_idt-ud-train_Case=Dat,0.6
141,ga_idt-ud-test_Case=Dat,0.6
142,ga_idt-ud-dev_Case=Dat,0.6
143,ro_art-ud-test_Case=Dat,2.053568322979018
144,ceb_gja-ud-test_Case=Dat,0.6
145,cs_cltt-ud-dev_Case=Dat,0.6
146,cs_cltt-ud-train_Case=Dat,0.6
147,cs_cltt-ud-test_Case=Dat,0.6
148,tl_trg-ud-test_Case=Dat,0.6
149,hy_armtdp-ud-train_Case=Dat,45.68587845400879
150,hy_armtdp-ud-dev_Case=Dat,92.05400588784825
151,hy_armtdp-ud-test_Case=Dat,77.97579238155176
152,mk_mtb-ud-test_Case=Dat,1.6069294390925264
153,is_gc-ud-test_Case=Dat,67.97042694146933
154,is_gc-ud-train_Case=Dat,71.84625984602626
155,is_gc-ud-dev_Case=Dat,92.30781235747179
156,ota_boun-ud-train_Case=Dat,18.242806801586205
157,ota_boun-ud-test_Case=Dat,27.860744984854787
158,ru_syntagrus-ud-train_Case=Dat,3.4556930121097666
159,ru_syntagrus-ud-dev_Case=Dat,3.379339466153239
160,ru_syntagrus-ud-test_Case=Dat,3.3827528015471344
161,grc_ptnk-ud-train_Case=Dat,3.2500776561028006
162,grc_ptnk-ud-dev_Case=Dat,4.258074682294804
163,grc_ptnk-ud-test_Case=Dat,2.778840685529769
164,sjo_xdt-ud-test_Case=Dat,0.6
165,pt_bosque-ud-dev_Case=Dat,1.16619037896906
166,pt_bosque-ud-test_Case=Dat,1.2620170286527115
167,pt_bosque-ud-train_Case=Dat,1.2055951782389358
168,orv_birchbark-ud-train_Case=Dat,3.0775248446682233
169,orv_birchbark-ud-dev_Case=Dat,2.8877919914407046
170,orv_birchbark-ud-test_Case=Dat,3.0100125220093457
171,nl_lassysmall-ud-train_Case=Dat,0.6
172,is_icepahc-ud-dev_Case=Dat,15.716398297025258
173,is_icepahc-ud-train_Case=Dat,17.14662055332075
174,is_icepahc-ud-test_Case=Dat,19.657407475372175
175,de_lit-ud-test_Case=Dat,0.6
176,ltg_cairo-ud-test_Case=Dat,4.621688003316537
177,ru_poetry-ud-test_Case=Dat,2.5018177250541176
178,ru_poetry-ud-dev_Case=Dat,2.2647762335954975
179,ru_poetry-ud-train_Case=Dat,2.363435767401974
180,fo_farpahc-ud-test_Case=Dat,16.0095110620045
181,fo_farpahc-ud-train_Case=Dat,9.106285243224573
182,fo_farpahc-ud-dev_Case=Dat,18.96290653926791
183,is_modern-ud-dev_Case=Dat,80.65813660133738
184,is_modern-ud-train_Case=Dat,55.0943592030981
185,is_modern-ud-test_Case=Dat,45.659586833681324
186,wbp_ufal-ud-test_Case=Dat,2.4464259645450137
187,koi_uh-ud-train_Case=Dat,0.6
188,koi_uh-ud-test_Case=Dat,0.6
189,cs_fictree-ud-dev_Case=Dat,0.6
190,cs_fictree-ud-train_Case=Dat,0.6
191,cs_fictree-ud-test_Case=Dat,0.6
192,la_udante-ud-train_Case=Dat,0.6
193,la_udante-ud-test_Case=Dat,0.6
194,la_udante-ud-dev_Case=Dat,0.6
195,hyw_armtdp-ud-test_Case=Dat,44.75098723744272
196,hyw_armtdp-ud-dev_Case=Dat,34.52662783979208
197,hyw_armtdp-ud-train_Case=Dat,41.46503661960375
198,ro_rrt-ud-test_Case=Dat,10.208315493528769
199,ro_rrt-ud-train_Case=Dat,11.373986232251688
200,ro_rrt-ud-dev_Case=Dat,9.938392838359153
201,el_gdt-ud-test_Case=Dat,0.6
202,el_gdt-ud-train_Case=Dat,0.6
203,el_gdt-ud-dev_Case=Dat,0.6
204,ha_southernautogramm-ud-test_Case=Dat,1.3429131162737529
205,ca_ancora-ud-dev_Case=Dat,0.6
206,ca_ancora-ud-test_Case=Dat,0.6
207,ca_ancora-ud-train_Case=Dat,0.6
208,gd_arcosg-ud-test_Case=Dat,0.6
209,gd_arcosg-ud-train_Case=Dat,0.6
210,gd_arcosg-ud-dev_Case=Dat,0.6
211,got_proiel-ud-dev_Case=Dat,0.6
212,got_proiel-ud-train_Case=Dat,0.6
213,got_proiel-ud-test_Case=Dat,0.6
214,sl_sst-ud-train_Case=Dat,5.417808989581384
215,sl_sst-ud-test_Case=Dat,5.46552529052357
216,sl_sst-ud-dev_Case=Dat,7.050925865129738
217,de_gsd-ud-train_Case=Dat,0.6
218,de_gsd-ud-dev_Case=Dat,0.6
219,de_gsd-ud-test_Case=Dat,0.6
220,ka_glc-ud-test_Case=Dat,17.117981459745724
221,arr_tudet-ud-test_Case=Dat,0.6
222,aln_gps-ud-test_Case=Dat,3.265897300571475
223,kk_ktb-ud-test_Case=Dat,170.96401180755362
224,kk_ktb-ud-train_Case=Dat,0.6
225,ha_northernautogramm-ud-test_Case=Dat,1.6911534525287764
226,cs_pdt-ud-test_Case=Dat,0.6
227,cs_pdt-ud-dev_Case=Dat,0.6
228,cs_pdt-ud-train_Case=Dat,0.6
229,gl_pud-ud-test_Case=Dat,1.5678824190842444
230,gn_oldtudet-ud-test_Case=Dat,0.6
231,ta_mwtt-ud-test_Case=Dat,8.143095234614414
232,ota_dudu-ud-test_Case=Dat,29.662434155004878
233,ug_udt-ud-test_Case=Dat,0.6
234,ug_udt-ud-dev_Case=Dat,0.6
235,ug_udt-ud-train_Case=Dat,622.3611170373676
236,lv_lvtb-ud-test_Case=Dat,3.841211104935994
237,lv_lvtb-ud-train_Case=Dat,3.9401439912835747
238,lv_lvtb-ud-dev_Case=Dat,3.949790060559086
239,ta_ttb-ud-train_Case=Dat,0.6
240,ta_ttb-ud-dev_Case=Dat,0.6
241,ta_ttb-ud-test_Case=Dat,0.6
242,sga_dipwbg-ud-test_Case=Dat,0.6
243,xum_ikuvina-ud-test_Case=Dat,2.7755630059503242
244,ru_pud-ud-test_Case=Dat,4.203361594236832
245,la_ittb-ud-dev_Case=Dat,0.6
246,la_ittb-ud-test_Case=Dat,0.6
247,la_ittb-ud-train_Case=Dat,0.6
248,nl_alpino-ud-train_Case=Dat,0.6
249,qtd_sagt-ud-test_Case=Dat,42.604524021845705
250,qtd_sagt-ud-dev_Case=Dat,47.13658640353349
251,qtd_sagt-ud-train_Case=Dat,18.464149149229545
252,ga_cadhan-ud-test_Case=Dat,0.6
253,pl_pud-ud-test_Case=Dat,1.9812770073570372
254,orv_torot-ud-test_Case=Dat,0.6
255,orv_torot-ud-dev_Case=Dat,0.6
256,orv_torot-ud-train_Case=Dat,0.6
257,cs_cac-ud-dev_Case=Dat,0.6
258,cs_cac-ud-train_Case=Dat,0.6
259,cs_cac-ud-test_Case=Dat,0.6
260,yrl_complin-ud-test_Case=Dat,1.16619037896906
261,eu_bdt-ud-train_Case=Dat,1.6807566918672523
262,eu_bdt-ud-test_Case=Dat,1.7200775176330474
263,eu_bdt-ud-dev_Case=Dat,1.5962050412050262
264,eme_tudet-ud-test_Case=Dat,0.6
265,pl_lfg-ud-test_Case=Dat,1.4801742591361815
266,pl_lfg-ud-train_Case=Dat,1.3900059702258596
267,pl_lfg-ud-dev_Case=Dat,1.3071831184317524
268,tr_tourism-ud-train_Case=Dat,0.6
269,tr_tourism-ud-dev_Case=Dat,0.6
270,tr_tourism-ud-test_Case=Dat,0.6
271,cs_poetry-ud-test_Case=Dat,0.6
272,ru_gsd-ud-test_Case=Dat,5.683688828238457
273,ru_gsd-ud-dev_Case=Dat,5.207674164164667
274,ru_gsd-ud-train_Case=Dat,5.396638868097842
275,aqz_tudet-ud-test_Case=Dat,0.6
276,tr_imst-ud-train_Case=Dat,9.295328559344952
277,tr_imst-ud-dev_Case=Dat,12.436133629343932
278,tr_imst-ud-test_Case=Dat,9.177261181243656
279,lv_cairo-ud-test_Case=Dat,4.621688003316537
280,bg_btb-ud-train_Case=Dat,2.026584889364278
281,bg_btb-ud-test_Case=Dat,1.868552351226306
282,bg_btb-ud-dev_Case=Dat,2.077853699015653
283,gu_gujtb-ud-test_Case=Dat,1.8330302779823362
284,bxr_bdt-ud-train_Case=Dat,0.6
285,bxr_bdt-ud-test_Case=Dat,33.58693529070823
286,bej_nsc-ud-test_Case=Dat,1.16619037896906
287,es_coser-ud-test_Case=Dat,0.6
288,tr_boun-ud-dev_Case=Dat,39.02235363282157
289,tr_boun-ud-test_Case=Dat,27.386798801288016
290,tr_boun-ud-train_Case=Dat,30.74998997865765
291,tr_penn-ud-dev_Case=Dat,0.6
292,tr_penn-ud-test_Case=Dat,342.297180823915
293,tr_penn-ud-train_Case=Dat,275.1232715446924
