,Treebank,kpv_ikdp-ud-test_Case=Prp,kpv_lattice-ud-test_Case=Prp
60,la_llct-ud-dev_Case=Voc,1.0,21.494185260204677
61,la_llct-ud-train_Case=Voc,4.993823345387607,17.363577602570672
62,sr_set-ud-train_Case=Voc,1.0,21.494185260204677
63,la_proiel-ud-test_Case=Voc,10.434983894999018,16.74979270186815
64,la_proiel-ud-dev_Case=Voc,14.922019523732928,16.960738977611403
65,la_proiel-ud-train_Case=Voc,15.308573759679756,16.66390602136513
66,grc_proiel-ud-test_Case=Voc,11.163556780883054,15.799525309324961
67,grc_proiel-ud-train_Case=Voc,20.420372301656784,18.441271480761852
68,grc_proiel-ud-dev_Case=Voc,14.049021318227117,16.41264756216985
69,ru_taiga-ud-train_Case=Voc,1.0,21.494185260204677
70,ru_taiga-ud-dev_Case=Voc,1.0,21.494185260204677
71,ru_taiga-ud-test_Case=Voc,1.0,21.494185260204677
72,tpn_tudet-ud-test_Case=Voc,1.0,21.494185260204677
73,ga_idt-ud-train_Case=Voc,1.0,21.494185260204677
74,ga_idt-ud-test_Case=Voc,1.0,21.494185260204677
75,ga_idt-ud-dev_Case=Voc,1.0,21.494185260204677
76,ro_art-ud-test_Case=Voc,1.0,21.494185260204677
77,ru_syntagrus-ud-train_Case=Voc,32.61901286060018,26.77685567799177
78,ru_syntagrus-ud-dev_Case=Voc,1.0,21.494185260204677
79,ru_syntagrus-ud-test_Case=Voc,1.0,21.494185260204677
80,grc_ptnk-ud-train_Case=Voc,34.02939905434711,27.910571473905726
81,grc_ptnk-ud-dev_Case=Voc,8.12403840463596,16.46207763315433
82,grc_ptnk-ud-test_Case=Voc,1.0,21.494185260204677
83,orv_birchbark-ud-train_Case=Voc,13.615248804190102,17.388933262279203
84,orv_birchbark-ud-dev_Case=Voc,37.535168694024655,30.820267501903498
85,orv_birchbark-ud-test_Case=Voc,22.646743695286524,20.34391801005893
86,ltg_cairo-ud-test_Case=Voc,1.0,21.494185260204677
87,ru_poetry-ud-test_Case=Voc,1.0,21.494185260204677
88,ru_poetry-ud-dev_Case=Voc,1.0,21.494185260204677
89,ru_poetry-ud-train_Case=Voc,1.0,21.494185260204677
90,cs_fictree-ud-dev_Case=Voc,1.0,21.494185260204677
91,cs_fictree-ud-train_Case=Voc,420.76121494263225,406.9311981158486
92,cs_fictree-ud-test_Case=Voc,1.0,21.494185260204677
93,la_udante-ud-train_Case=Voc,1.0,21.494185260204677
94,la_udante-ud-test_Case=Voc,1.0,21.494185260204677
95,la_udante-ud-dev_Case=Voc,11.59202311936963,15.341935992566258
96,ro_rrt-ud-test_Case=Voc,1.0,21.494185260204677
97,ro_rrt-ud-train_Case=Voc,1.0,21.494185260204677
98,el_gdt-ud-test_Case=Voc,1.0,21.494185260204677
99,el_gdt-ud-train_Case=Voc,1.0,21.494185260204677
100,el_gdt-ud-dev_Case=Voc,1.0,21.494185260204677
101,gd_arcosg-ud-test_Case=Voc,1.0,21.494185260204677
102,gd_arcosg-ud-train_Case=Voc,1.0,21.494185260204677
103,gd_arcosg-ud-dev_Case=Voc,1.0,21.494185260204677
104,got_proiel-ud-dev_Case=Voc,13.629380029920656,16.981166037701886
105,got_proiel-ud-train_Case=Voc,82.72847151978574,72.5120679611332
106,got_proiel-ud-test_Case=Voc,43.08131845707603,34.88552708502482
107,cs_pdt-ud-test_Case=Voc,1.0,21.494185260204677
108,cs_pdt-ud-dev_Case=Voc,44.429719783046124,28.337254630609507
109,cs_pdt-ud-train_Case=Voc,1.0,21.494185260204677
110,lv_lvtb-ud-test_Case=Voc,1.0,21.494185260204677
111,lv_lvtb-ud-train_Case=Voc,81.3142054010245,69.31810730249349
112,lv_lvtb-ud-dev_Case=Voc,18.275666882497067,15.716233645501712
113,la_ittb-ud-dev_Case=Voc,1.0,21.494185260204677
114,la_ittb-ud-test_Case=Voc,1.0,21.494185260204677
115,la_ittb-ud-train_Case=Voc,1.0,21.494185260204677
116,ga_cadhan-ud-test_Case=Voc,1.0,21.494185260204677
117,pl_pud-ud-test_Case=Voc,1.0,21.494185260204677
118,orv_torot-ud-test_Case=Voc,6.13043409737208,18.04943827996379
119,orv_torot-ud-dev_Case=Voc,7.641756977563603,17.39618403371588
120,orv_torot-ud-train_Case=Voc,10.511490311627014,16.838900540966783
121,cs_cac-ud-dev_Case=Voc,1.0,21.494185260204677
122,cs_cac-ud-train_Case=Voc,1.0,21.494185260204677
123,cs_cac-ud-test_Case=Voc,1.0,21.494185260204677
124,pl_lfg-ud-test_Case=Voc,1.0,21.494185260204677
125,pl_lfg-ud-train_Case=Voc,93.7683315410912,82.49545442022851
126,pl_lfg-ud-dev_Case=Voc,1.0,21.494185260204677
127,cs_poetry-ud-test_Case=Voc,46.389654018972806,35.566838487557476
128,ru_gsd-ud-train_Case=Voc,0.0,20.71231517720798
129,lv_cairo-ud-test_Case=Voc,1.0,21.494185260204677
130,bg_btb-ud-train_Case=Voc,1.0,21.494185260204677
131,bg_btb-ud-test_Case=Voc,1.0,21.494185260204677
132,bg_btb-ud-dev_Case=Voc,1.0,21.494185260204677
133,bej_nsc-ud-test_Case=Voc,1.0,21.494185260204677
