,Treebank,ess_sli-ud-test_Case=Equ,gub_tudet-ud-test_Case=Equ,egy_ujaen-ud-test_Case=Equ,ky_ktmu-ud-test_Case=Equ,tt_nmctt-ud-test_Case=Equ,tr_gb-ud-test_Case=Equ,ota_boun-ud-train_Case=Equ,ota_boun-ud-test_Case=Equ,qtd_sagt-ud-test_Case=Equ,qtd_sagt-ud-dev_Case=Equ,qtd_sagt-ud-train_Case=Equ,tr_imst-ud-train_Case=Equ,tr_imst-ud-dev_Case=Equ,tr_imst-ud-test_Case=Equ,tr_boun-ud-dev_Case=Equ,tr_boun-ud-test_Case=Equ,tr_boun-ud-train_Case=Equ
11,olo_kkpp-ud-test_Case=All,0.385694607919935,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866,1.3016200966614866
12,olo_kkpp-ud-train_Case=All,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
13,vep_vwt-ud-test_Case=All,0.2494438257849294,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703,1.2092238098144703
14,fi_tdt-ud-train_Case=All,0.7724230274778555,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498,1.734535185874498
15,fi_tdt-ud-test_Case=All,0.7882942006460393,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058,1.7503098632872058
16,fi_tdt-ud-dev_Case=All,0.4151634935508502,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564,1.3901779182917564
17,tpn_tudet-ud-test_Case=All,0.97182531580755,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299,1.9002923751652299
18,fi_pud-ud-test_Case=All,0.672122791120522,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222,1.6361461644880222
19,et_edt-ud-dev_Case=All,0.47461381660835733,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876,1.4444051062310876
20,et_edt-ud-train_Case=All,0.5196223649859801,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589,1.487667600355589
21,et_edt-ud-test_Case=All,0.5933548207347986,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478,1.5561603904098478
22,wbp_ufal-ud-test_Case=All,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,arr_tudet-ud-test_Case=All,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
24,gn_oldtudet-ud-test_Case=All,0.7071067811865476,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898,1.5811388300841898
25,eu_bdt-ud-train_Case=All,0.5592645240894408,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961,1.5255948231765961
26,eu_bdt-ud-test_Case=All,0.6071202857114182,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052,1.5624731402650052
27,eu_bdt-ud-dev_Case=All,0.6889388934884743,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934,1.6540550354272934
28,fi_ftb-ud-dev_Case=All,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,fi_ftb-ud-train_Case=All,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,fi_ftb-ud-test_Case=All,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,eme_tudet-ud-test_Case=All,0.3812200410828154,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465,1.3166487815058465
32,aqz_tudet-ud-test_Case=All,1.681416216713506,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933,2.634059909139933
33,gu_gujtb-ud-test_Case=All,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
