,Treebank,arr_tudet-ud-test_Case=Sim
93,la_udante-ud-train_Case=Voc,0.0
94,la_udante-ud-test_Case=Voc,0.0
95,la_udante-ud-dev_Case=Voc,12.484990989183773
96,ro_rrt-ud-test_Case=Voc,0.0
97,ro_rrt-ud-train_Case=Voc,0.0
98,el_gdt-ud-test_Case=Voc,0.0
99,el_gdt-ud-train_Case=Voc,0.0
100,el_gdt-ud-dev_Case=Voc,0.0
101,gd_arcosg-ud-test_Case=Voc,0.0
102,gd_arcosg-ud-train_Case=Voc,0.0
103,gd_arcosg-ud-dev_Case=Voc,0.0
104,got_proiel-ud-dev_Case=Voc,14.393053880257655
105,got_proiel-ud-train_Case=Voc,83.48652585896721
106,got_proiel-ud-test_Case=Voc,43.8520238985614
107,cs_pdt-ud-test_Case=Voc,0.0
108,cs_pdt-ud-dev_Case=Voc,45.332107826572546
109,cs_pdt-ud-train_Case=Voc,0.0
110,lv_lvtb-ud-test_Case=Voc,0.0
111,lv_lvtb-ud-train_Case=Voc,82.16446920658588
112,lv_lvtb-ud-dev_Case=Voc,19.157244060668017
113,la_ittb-ud-dev_Case=Voc,0.0
114,la_ittb-ud-test_Case=Voc,0.0
115,la_ittb-ud-train_Case=Voc,0.0
116,ga_cadhan-ud-test_Case=Voc,0.0
117,pl_pud-ud-test_Case=Voc,0.0
118,orv_torot-ud-test_Case=Voc,6.883474574822095
119,orv_torot-ud-dev_Case=Voc,8.417718703168957
120,orv_torot-ud-train_Case=Voc,11.284882428655225
121,cs_cac-ud-dev_Case=Voc,0.0
122,cs_cac-ud-train_Case=Voc,0.0
123,cs_cac-ud-test_Case=Voc,0.0
124,pl_lfg-ud-test_Case=Voc,0.0
125,pl_lfg-ud-train_Case=Voc,94.57536677169166
126,pl_lfg-ud-dev_Case=Voc,0.0
127,cs_poetry-ud-test_Case=Voc,47.275786614291256
128,ru_gsd-ud-train_Case=Voc,1.0
129,lv_cairo-ud-test_Case=Voc,0.0
130,bg_btb-ud-train_Case=Voc,0.0
131,bg_btb-ud-test_Case=Voc,0.0
132,bg_btb-ud-dev_Case=Voc,0.0
133,bej_nsc-ud-test_Case=Voc,0.0
