,Treebank,am_att-ud-test_Case=Mal
88,cs_cltt-ud-train_Case=Ins,5.470029660778442
89,cs_cltt-ud-test_Case=Ins,9.676147790316342
90,hy_armtdp-ud-train_Case=Ins,0.6
91,hy_armtdp-ud-dev_Case=Ins,0.6
92,hy_armtdp-ud-test_Case=Ins,111.2715597086695
93,ota_boun-ud-train_Case=Ins,0.6
94,ota_boun-ud-test_Case=Ins,0.6
95,ru_syntagrus-ud-train_Case=Ins,0.6
96,ru_syntagrus-ud-dev_Case=Ins,0.6
97,ru_syntagrus-ud-test_Case=Ins,0.6
98,sjo_xdt-ud-test_Case=Ins,1.16619037896906
99,orv_birchbark-ud-train_Case=Ins,0.6
100,orv_birchbark-ud-dev_Case=Ins,0.6
101,orv_birchbark-ud-test_Case=Ins,0.6
102,ru_poetry-ud-test_Case=Ins,0.6
103,ru_poetry-ud-dev_Case=Ins,0.6
104,ru_poetry-ud-train_Case=Ins,0.6
105,myu_tudet-ud-test_Case=Ins,0.6
106,wbp_ufal-ud-test_Case=Ins,0.6
107,koi_uh-ud-test_Case=Ins,0.6
108,cs_fictree-ud-dev_Case=Ins,4.1529397686077045
109,cs_fictree-ud-train_Case=Ins,3.9875643427730543
110,cs_fictree-ud-test_Case=Ins,3.802987456248204
111,hyw_armtdp-ud-test_Case=Ins,296.43441095797226
112,hyw_armtdp-ud-dev_Case=Ins,0.6
113,hyw_armtdp-ud-train_Case=Ins,0.6
114,sl_sst-ud-train_Case=Ins,2.660708069209696
115,sl_sst-ud-test_Case=Ins,2.7237341666636428
116,sl_sst-ud-dev_Case=Ins,2.763224728402303
117,ka_glc-ud-test_Case=Ins,7.009179341500852
118,arr_tudet-ud-test_Case=Ins,1.5033296378372907
119,kk_ktb-ud-test_Case=Ins,0.6
120,kk_ktb-ud-train_Case=Ins,0.6
121,cs_pdt-ud-test_Case=Ins,4.5033921022389185
122,cs_pdt-ud-dev_Case=Ins,4.6417301471970465
123,cs_pdt-ud-train_Case=Ins,4.545040407369506
124,ta_mwtt-ud-test_Case=Ins,0.6
125,ota_dudu-ud-test_Case=Ins,0.6
126,ta_ttb-ud-train_Case=Ins,0.6
127,ta_ttb-ud-dev_Case=Ins,0.6
128,ta_ttb-ud-test_Case=Ins,0.6
129,ru_pud-ud-test_Case=Ins,0.6
130,qtd_sagt-ud-test_Case=Ins,0.6
131,qtd_sagt-ud-dev_Case=Ins,0.6
132,qtd_sagt-ud-train_Case=Ins,18.94360050254439
133,krl_kkpp-ud-test_Case=Ins,0.6
134,pl_pud-ud-test_Case=Ins,0.6
135,orv_torot-ud-test_Case=Ins,0.6
136,orv_torot-ud-dev_Case=Ins,0.6
137,orv_torot-ud-train_Case=Ins,0.6
138,cs_cac-ud-dev_Case=Ins,5.738052879367205
139,cs_cac-ud-train_Case=Ins,5.390194572927341
140,cs_cac-ud-test_Case=Ins,5.577526622526665
141,eu_bdt-ud-train_Case=Ins,25.369323372352426
142,eu_bdt-ud-test_Case=Ins,29.245469734644374
143,eu_bdt-ud-dev_Case=Ins,39.22271311994869
144,fi_ftb-ud-dev_Case=Ins,0.6
145,fi_ftb-ud-train_Case=Ins,0.6
146,fi_ftb-ud-test_Case=Ins,0.6
147,am_att-ud-test_Case=Ins,7.4404300950953095
148,pl_lfg-ud-test_Case=Ins,0.6
149,pl_lfg-ud-train_Case=Ins,0.6
150,pl_lfg-ud-dev_Case=Ins,0.6
151,tr_tourism-ud-train_Case=Ins,170.71719304159146
152,tr_tourism-ud-dev_Case=Ins,57.33550383488402
153,tr_tourism-ud-test_Case=Ins,0.6
154,ab_abnc-ud-test_Case=Ins,0.6
155,cs_poetry-ud-test_Case=Ins,4.603960387228102
156,ru_gsd-ud-test_Case=Ins,0.6
157,ru_gsd-ud-dev_Case=Ins,468.8660363046144
158,ru_gsd-ud-train_Case=Ins,1584.2497782862397
159,tr_imst-ud-train_Case=Ins,170.12356293784427
160,tr_imst-ud-dev_Case=Ins,54.80494705975204
161,tr_imst-ud-test_Case=Ins,0.6
162,tr_boun-ud-dev_Case=Ins,0.6
163,tr_boun-ud-test_Case=Ins,0.6
164,tr_boun-ud-train_Case=Ins,739.2336301873718
165,tr_penn-ud-dev_Case=Ins,0.6
166,tr_penn-ud-test_Case=Ins,0.6
167,tr_penn-ud-train_Case=Ins,67.3958785419735
