,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
26,orv_rnc-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
27,la_circse-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
28,grc_perseus-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
29,tr_atis-ud-dev_Case=Loc,10.722044744725453,10.79075806260232,10.764018272022115
30,tr_atis-ud-train_Case=Loc,53.71837655358484,53.786468606760806,53.759890290919785
31,tr_atis-ud-test_Case=Loc,12.733597942274425,12.80166039636416,12.774867038077975
32,hi_pud-ud-test_Case=Loc,0.2798682725651595,0.19692515403494706,0.22483631225671616
33,la_perseus-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
34,la_perseus-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
35,tr_kenet-ud-dev_Case=Loc,596.4583622097093,596.5166521929546,596.4939143954173
36,tr_kenet-ud-test_Case=Loc,226.64694184528864,226.7049931904352,226.68243893638854
37,tr_kenet-ud-train_Case=Loc,338.64588422739234,338.7052576822296,338.68217875089084
38,sms_giellagas-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
39,sms_giellagas-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
40,sk_snk-ud-dev_Case=Loc,1.3363820944661202,1.398969234287557,1.3736333365601887
41,sk_snk-ud-test_Case=Loc,1.3329250835202404,1.3955139019925589,1.3702966346465522
42,sk_snk-ud-train_Case=Loc,1.3522288403484848,1.4142002879380344,1.3889370339630496
43,lt_hse-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
44,lt_hse-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
45,lt_hse-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
46,ess_sli-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
47,sa_ufal-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
48,be_hse-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
49,be_hse-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
50,be_hse-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
51,gub_tudet-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
52,cs_pud-ud-test_Case=Loc,1.297744370146574,1.3616840019030378,1.335875071467289
53,orv_ruthenian-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
54,orv_ruthenian-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
55,orv_ruthenian-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
56,lzh_tuecl-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
57,ml_ufal-ud-test_Case=Loc,58.06699169327987,58.127095236500175,58.10375210198026
58,apu_ufpa-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
59,egy_ujaen-ud-test_Case=Loc,0.589125925749645,0.6384111783951755,0.6172338248697007
60,nyq_aha-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
61,mr_ufal-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
62,mr_ufal-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
63,mr_ufal-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
64,si_stb-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
65,lt_alksnis-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
66,lt_alksnis-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
67,lt_alksnis-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
68,cu_proiel-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
69,cu_proiel-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
70,cu_proiel-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
71,hy_bsut-ud-train_Case=Loc,401.0586044538603,401.12026840705636,401.096381165348
72,hy_bsut-ud-test_Case=Loc,106.15615025746614,106.21935997602257,106.19505596197688
73,hy_bsut-ud-dev_Case=Loc,200.25817721084775,200.32157368801717,200.297326939378
74,mdf_jr-ud-test_Case=Loc,13.245386101945236,13.30914200027702,13.283986638479535
75,mdf_jr-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
76,la_llct-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
77,la_llct-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
78,la_llct-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
79,hsb_ufal-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
80,hsb_ufal-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
81,sr_set-ud-test_Case=Loc,1.250265816521398,1.3161067012409193,1.2898956383990434
82,sr_set-ud-train_Case=Loc,1.2901550878896029,1.3542981010403115,1.3284642763378762
83,sr_set-ud-dev_Case=Loc,1.3316200319933982,1.394107769421306,1.3688820600872558
84,myv_jr-ud-test_Case=Loc,19.855619455841904,19.930984999221106,19.901193597023664
85,myv_jr-ud-train_Case=Loc,40.25872409047143,40.33511862655327,40.304394041594065
86,tr_framenet-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
87,tr_framenet-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
88,tr_framenet-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
89,kfm_aha-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
90,ky_ktmu-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
91,ky_ktmu-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
92,kpv_ikdp-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
93,kpv_lattice-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
94,kpv_lattice-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
95,tt_nmctt-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
96,tr_gb-ud-test_Case=Loc,763.7917069779812,763.8570383194141,763.8303953349832
97,ru_taiga-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
98,ru_taiga-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
99,ru_taiga-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
100,tpn_tudet-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
101,cs_cltt-ud-dev_Case=Loc,1.4980464705979928,1.5658018716395627,1.539131348959191
102,cs_cltt-ud-train_Case=Loc,1.3527397938698973,1.4205195595517182,1.3938544529832437
103,cs_cltt-ud-test_Case=Loc,1.2940359792076814,1.3616627808815989,1.3348954219993827
104,hy_armtdp-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
105,hy_armtdp-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
106,hy_armtdp-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
107,ota_boun-ud-train_Case=Loc,83.70622968840802,83.76558203980767,83.74231473168781
108,ota_boun-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
109,ru_syntagrus-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
110,ru_syntagrus-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
111,ru_syntagrus-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
112,sjo_xdt-ud-test_Case=Loc,0.25541478024572983,0.17348754286687446,0.20038896877201814
113,orv_birchbark-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
114,orv_birchbark-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
115,orv_birchbark-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
116,ltg_cairo-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
117,ru_poetry-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
118,ru_poetry-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
119,ru_poetry-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
120,wbp_ufal-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
121,cs_fictree-ud-dev_Case=Loc,1.3833575793447235,1.44899891390338,1.4225637732912073
122,cs_fictree-ud-train_Case=Loc,1.3254281426149297,1.3910541465546844,1.364415279331329
123,cs_fictree-ud-test_Case=Loc,1.3273796119458026,1.3910584000026718,1.3650313107677867
124,la_udante-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
125,hyw_armtdp-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
126,hyw_armtdp-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
127,sme_giella-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
128,sme_giella-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
129,ca_ancora-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
130,ca_ancora-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
131,ca_ancora-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
132,sl_sst-ud-train_Case=Loc,1.4031721109150181,1.4678584819645515,1.4418795606141948
133,sl_sst-ud-test_Case=Loc,1.4001714426679435,1.4638763509747612,1.4379255169968836
134,sl_sst-ud-dev_Case=Loc,1.4592922534864874,1.5221691734829486,1.4966860177534147
135,arr_tudet-ud-test_Case=Loc,0.2858773475129578,0.20286823403356452,0.23092293421550486
136,kk_ktb-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
137,kk_ktb-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
138,cs_pdt-ud-test_Case=Loc,1.343109056120109,1.4087420892608666,1.3823504248779543
139,cs_pdt-ud-dev_Case=Loc,1.3384824617607631,1.4048355938869523,1.3782442495966316
140,cs_pdt-ud-train_Case=Loc,1.337090774630709,1.4031706935846893,1.3766747400485126
141,gn_oldtudet-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
142,ta_mwtt-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
143,ota_dudu-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
144,ug_udt-ud-test_Case=Loc,19.150633867770736,19.21313182568866,19.188877344660636
145,ug_udt-ud-dev_Case=Loc,19.287268223413697,19.3494744684127,19.32517364065987
146,ug_udt-ud-train_Case=Loc,19.434409392488988,19.49525888570894,19.47156586415172
147,lzh_kyoto-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
148,lzh_kyoto-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
149,lzh_kyoto-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
150,lv_lvtb-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
151,lv_lvtb-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
152,lv_lvtb-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
153,ta_ttb-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
154,ta_ttb-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
155,ta_ttb-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
156,xum_ikuvina-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
157,ru_pud-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
158,la_ittb-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
159,la_ittb-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
160,la_ittb-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
161,qtd_sagt-ud-test_Case=Loc,237.64846918116766,237.71110085839462,237.68685005960089
162,qtd_sagt-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
163,qtd_sagt-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
164,pl_pud-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
165,orv_torot-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
166,orv_torot-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
167,orv_torot-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
168,cs_cac-ud-dev_Case=Loc,1.3470573423391414,1.417655893190069,1.389991423514076
169,cs_cac-ud-train_Case=Loc,1.4032255160873417,1.4716867092674497,1.444554599828951
170,cs_cac-ud-test_Case=Loc,1.5034686790019887,1.5719887137824349,1.5451126803356763
171,eu_bdt-ud-train_Case=Loc,19.084756499836242,19.147191983365296,19.122941637688584
172,eu_bdt-ud-test_Case=Loc,15.174027237421418,15.236404870628107,15.2121323953617
173,eu_bdt-ud-dev_Case=Loc,24.103875757245323,24.165845138291893,24.141789319468256
174,am_att-ud-test_Case=Loc,1.0794912872350537,1.1209888700141881,1.1034048354139976
175,eme_tudet-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
176,pl_lfg-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
177,pl_lfg-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
178,pl_lfg-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
179,tr_tourism-ud-train_Case=Loc,174.28812669170205,174.35439933954697,174.32840723560798
180,tr_tourism-ud-dev_Case=Loc,30.994487836475344,31.058016131857098,31.033287140865376
181,tr_tourism-ud-test_Case=Loc,114.73564299017742,114.80278852564837,114.77645147505835
182,ab_abnc-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
183,cs_poetry-ud-test_Case=Loc,1.4389276719938875,1.5029595961730444,1.4777531032039
184,ru_gsd-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
185,ru_gsd-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
186,ru_gsd-ud-train_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
187,aqz_tudet-ud-test_Case=Loc,2.6567781322247357,2.7054299120660477,2.685945087171887
188,tr_imst-ud-train_Case=Loc,1386.497647000063,1386.5645691107986,1386.5386292485946
189,tr_imst-ud-dev_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
190,tr_imst-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
191,lv_cairo-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
192,gu_gujtb-ud-test_Case=Loc,1.2622811750152136,1.1840852064015472,1.2136052062629963
193,bej_nsc-ud-test_Case=Loc,7.767576387831374,7.826191180590941,7.803219975941651
194,tr_boun-ud-dev_Case=Loc,615.7267499167688,615.7896054238018,615.7651949214254
195,tr_boun-ud-test_Case=Loc,337.45363210207273,337.515591103918,337.49137247659127
196,tr_boun-ud-train_Case=Loc,809.8918638187836,809.9540186538155,809.9298973931357
197,tr_penn-ud-dev_Case=Loc,43.111226494833446,43.1737979338742,43.149562705963895
198,tr_penn-ud-test_Case=Loc,86.95561184468878,87.02133731448617,86.99563506592442
199,tr_penn-ud-train_Case=Loc,62.97550645678652,63.04025559940075,63.01490132994097
