,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
12,vep_vwt-ud-test_Case=Ela,0.6123724356957945,1.1726039399558574,1.541103500742244,1.541103500742244,1.541103500742244,11.59202311936963,1.541103500742244,9.55902714715258,1.541103500742244,0.6123724356957945
13,fi_tdt-ud-train_Case=Ela,1.3773675690615153,1.199521606958849,2.3139522010695543,2.3139522010695543,2.3139522010695543,10.864753322425488,2.3139522010695543,9.093762029027205,2.3139522010695543,1.3773675690615153
14,fi_tdt-ud-test_Case=Ela,1.202592211576206,1.139206095201281,2.1435170928508476,2.1435170928508476,2.1435170928508476,11.011044592923223,2.1435170928508476,9.187337238141623,2.1435170928508476,1.202592211576206
15,fi_tdt-ud-dev_Case=Ela,1.3433656817130493,1.1821131653948536,2.2829522933712147,2.2829522933712147,2.2829522933712147,10.892070994091286,2.2829522933712147,9.107906050337403,2.2829522933712147,1.3433656817130493
16,myv_jr-ud-test_Case=Ela,0.8812629433036954,1.062810214342561,1.8503197558178164,1.8503197558178164,1.8503197558178164,11.325494269729319,1.8503197558178164,9.26685834524984,1.8503197558178164,0.8812629433036954
17,myv_jr-ud-train_Case=Ela,1.4322808982279183,1.192835756865606,2.383275057562597,2.383275057562597,2.383275057562597,10.93852954338144,2.383275057562597,8.902327143586028,2.383275057562597,1.4322808982279183
18,kpv_ikdp-ud-test_Case=Ela,3.1622776601683795,2.449489742783178,4.123105625617661,4.123105625617661,4.123105625617661,9.626352718795767,4.123105625617661,7.681145747868609,4.123105625617661,3.1622776601683795
19,kpv_lattice-ud-test_Case=Ela,2.3991720022888807,1.8230726436800055,3.336825538583822,3.336825538583822,3.336825538583822,10.252188919831617,3.336825538583822,7.930394784101355,3.336825538583822,2.3991720022888807
20,kpv_lattice-ud-train_Case=Ela,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,11.224972160321824,2.23606797749979,9.273618495495704,2.23606797749979,1.4142135623730951
21,fi_pud-ud-test_Case=Ela,1.9068172393492644,1.508799145047658,2.8276189821937745,2.8276189821937745,2.8276189821937745,10.45260096899137,2.8276189821937745,8.838529974775133,2.8276189821937745,1.9068172393492644
22,et_edt-ud-dev_Case=Ela,1.02044433321392,1.1070003882992974,1.96396624581025,1.96396624581025,1.96396624581025,11.147367986706561,1.96396624581025,9.291410506200506,1.96396624581025,1.02044433321392
23,et_edt-ud-train_Case=Ela,0.9208940422971585,1.0950340760170698,1.8700246112386445,1.8700246112386445,1.8700246112386445,11.221692045093345,1.8700246112386445,9.343737066647343,1.8700246112386445,0.9208940422971585
24,et_edt-ud-test_Case=Ela,1.04559825370004,1.106303004954431,1.9906393640009086,1.9906393640009086,1.9906393640009086,11.133244431161852,1.9906393640009086,9.274033109847894,1.9906393640009086,1.04559825370004
25,wbp_ufal-ud-test_Case=Ela,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
26,koi_uh-ud-train_Case=Ela,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
27,koi_uh-ud-test_Case=Ela,2.9154759474226504,2.345207879911715,3.8078865529319543,3.8078865529319543,3.8078865529319543,10.124228365658293,3.8078865529319543,8.455767262643882,3.8078865529319543,2.9154759474226504
28,krl_kkpp-ud-test_Case=Ela,0.6170899448216606,1.122853507809456,1.555892027102138,1.555892027102138,1.555892027102138,11.568094052176445,1.555892027102138,9.544673907473216,1.555892027102138,0.6170899448216606
29,fi_ftb-ud-dev_Case=Ela,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
30,fi_ftb-ud-train_Case=Ela,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
31,fi_ftb-ud-test_Case=Ela,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
