,Treebank,hi_pud-ud-test_Case=Erg,ess_sli-ud-test_Case=Erg,mr_ufal-ud-dev_Case=Erg,mr_ufal-ud-test_Case=Erg,mr_ufal-ud-train_Case=Erg,wbp_ufal-ud-test_Case=Erg,ka_glc-ud-test_Case=Erg,eu_bdt-ud-train_Case=Erg,eu_bdt-ud-test_Case=Erg,eu_bdt-ud-dev_Case=Erg,gu_gujtb-ud-test_Case=Erg
23,hr_set-ud-test_Case=Loc,1.5644958027481373,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765,2.4989825192711765
24,orv_rnc-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,orv_rnc-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,orv_rnc-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,la_circse-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,grc_perseus-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,tr_atis-ud-dev_Case=Loc,10.955205562910256,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105,11.875038059965105
30,tr_atis-ud-train_Case=Loc,53.94909814178008,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107,54.8514508550107
31,tr_atis-ud-test_Case=Loc,12.965338406690357,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206,13.881642554107206
32,hi_pud-ud-test_Case=Loc,0.008657078970446205,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844,1.0068054866608844
33,la_perseus-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,la_perseus-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,tr_kenet-ud-dev_Case=Loc,596.65567960089,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425,597.4253091391425
36,tr_kenet-ud-test_Case=Loc,226.84355842738844,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557,227.6115111324557
37,tr_kenet-ud-train_Case=Loc,338.84584498952717,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343,339.6214166784343
38,sms_giellagas-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,sms_giellagas-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,sk_snk-ud-dev_Case=Loc,1.5539135211382462,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764,2.4801741740312764
41,sk_snk-ud-test_Case=Loc,1.5496023215427175,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484,2.4719832760750484
42,sk_snk-ud-train_Case=Loc,1.5678612433331869,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874,2.4900018580421874
43,lt_hse-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,lt_hse-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,lt_hse-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,ess_sli-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,sa_ufal-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,be_hse-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,be_hse-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,be_hse-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,gub_tudet-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,cs_pud-ud-test_Case=Loc,1.519445898890086,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652,2.4551733023639652
53,orv_ruthenian-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,orv_ruthenian-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,orv_ruthenian-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,lzh_tuecl-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,ml_ufal-ud-test_Case=Loc,58.27091899052219,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068,59.07198997833068
58,apu_ufpa-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,egy_ujaen-ud-test_Case=Loc,0.7780532504746809,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252,1.708928130064252
60,nyq_aha-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,mr_ufal-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,mr_ufal-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,mr_ufal-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,si_stb-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,lt_alksnis-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,lt_alksnis-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,lt_alksnis-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,cu_proiel-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,cu_proiel-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,cu_proiel-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,hy_bsut-ud-train_Case=Loc,401.26549814306236,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778,402.0634278319778
72,hy_bsut-ud-test_Case=Loc,106.36728820459794,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372,107.17742299570372
73,hy_bsut-ud-dev_Case=Loc,200.46944904398774,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962,201.2784141431962
74,mdf_jr-ud-test_Case=Loc,13.46291201783626,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402,14.326548781894402
75,mdf_jr-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,la_llct-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,la_llct-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,la_llct-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,hsb_ufal-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,hsb_ufal-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,sr_set-ud-test_Case=Loc,1.4743760679188904,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136,2.4072032240162136
82,sr_set-ud-train_Case=Loc,1.5111428674070653,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897,2.442532244054897
83,sr_set-ud-dev_Case=Loc,1.548863968151088,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223,2.4753890644519223
84,myv_jr-ud-test_Case=Loc,20.099751242241776,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544,21.006801619611544
85,myv_jr-ud-train_Case=Loc,40.50462936504913,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685,41.408030622090685
86,tr_framenet-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,tr_framenet-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,tr_framenet-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,kfm_aha-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,ky_ktmu-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,ky_ktmu-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,kpv_ikdp-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,kpv_lattice-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,kpv_lattice-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,tt_nmctt-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,tr_gb-ud-test_Case=Loc,764.0130888931158,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424,764.8771143131424
97,ru_taiga-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,ru_taiga-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,ru_taiga-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,tpn_tudet-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,cs_cltt-ud-dev_Case=Loc,1.7275670708436488,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184,2.6658101317951184
102,cs_cltt-ud-train_Case=Loc,1.5831719649196498,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904,2.5266996751266904
103,cs_cltt-ud-test_Case=Loc,1.5239901032541716,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906,2.469034374097906
104,hy_armtdp-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,hy_armtdp-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,hy_armtdp-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,ota_boun-ud-train_Case=Loc,83.90470785361212,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774,84.66994744299774
108,ota_boun-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,ru_syntagrus-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,ru_syntagrus-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,ru_syntagrus-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,sjo_xdt-ud-test_Case=Loc,0.044134950320417685,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024,1.0363493454969024
113,orv_birchbark-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,orv_birchbark-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,orv_birchbark-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,ltg_cairo-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,ru_poetry-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,ru_poetry-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,ru_poetry-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,wbp_ufal-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,cs_fictree-ud-dev_Case=Loc,1.6081587939403168,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877,2.541765300296877
122,cs_fictree-ud-train_Case=Loc,1.5501618769423346,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837,2.4857423386272837
123,cs_fictree-ud-test_Case=Loc,1.54730128952888,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773,2.4764260043399773
124,la_udante-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,hyw_armtdp-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,hyw_armtdp-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,sme_giella-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,sme_giella-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,ca_ancora-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,ca_ancora-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ca_ancora-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,sl_sst-ud-train_Case=Loc,1.6243301735714466,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803,2.5499473717385803
133,sl_sst-ud-test_Case=Loc,1.6199844754883679,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609,2.546764570955609
134,sl_sst-ud-dev_Case=Loc,1.6762388644416322,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117,2.5949299114042117
135,arr_tudet-ud-test_Case=Loc,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,kk_ktb-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,kk_ktb-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,cs_pdt-ud-test_Case=Loc,1.5687458985009424,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332,2.5085954080875332
139,cs_pdt-ud-dev_Case=Loc,1.5655729169865347,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438,2.506638747354438
140,cs_pdt-ud-train_Case=Loc,1.5635776913755979,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164,2.503910506327164
141,gn_oldtudet-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,ta_mwtt-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,ota_dudu-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,ug_udt-ud-test_Case=Loc,19.362406301329848,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124,20.196603124728124
145,ug_udt-ud-dev_Case=Loc,19.4982192919137,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304,20.330942482389304
146,ug_udt-ud-train_Case=Loc,19.639953876722142,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333,20.45008677608333
147,lzh_kyoto-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,lzh_kyoto-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,lzh_kyoto-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,lv_lvtb-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,lv_lvtb-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,lv_lvtb-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,ta_ttb-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,ta_ttb-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,ta_ttb-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,xum_ikuvina-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,ru_pud-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,la_ittb-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,la_ittb-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,la_ittb-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,qtd_sagt-ud-test_Case=Loc,237.8570999570961,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338,238.65665714578338
162,qtd_sagt-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,qtd_sagt-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,pl_pud-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,orv_torot-ud-test_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,orv_torot-ud-dev_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,orv_torot-ud-train_Case=Loc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
