,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
158,ru_gsd-ud-train_Case=Ins,1582.987330615406,1582.8176110973745
159,tr_imst-ud-train_Case=Ins,168.94311994803982,168.789089299832
160,tr_imst-ud-dev_Case=Ins,53.655278294766944,53.506188634794604
161,tr_imst-ud-test_Case=Ins,1.3743685418725535,1.5132745950421556
162,tr_boun-ud-dev_Case=Ins,1.3743685418725535,1.5132745950421556
163,tr_boun-ud-test_Case=Ins,1.3743685418725535,1.5132745950421556
164,tr_boun-ud-train_Case=Ins,738.1498643380098,738.0062262609983
165,tr_penn-ud-dev_Case=Ins,1.3743685418725535,1.5132745950421556
166,tr_penn-ud-test_Case=Ins,1.3743685418725535,1.5132745950421556
167,tr_penn-ud-train_Case=Ins,66.26478870578418,66.11687463205676
