,Treebank,egy_ujaen-ud-test_Case=Sub
87,ug_udt-ud-dev_Case=Abl,1.9348959202557183
88,ug_udt-ud-train_Case=Abl,1.8901432129988143
89,xum_ikuvina-ud-test_Case=Abl,2.527398937573769
90,la_ittb-ud-dev_Case=Abl,2.6155806093497116
91,la_ittb-ud-test_Case=Abl,2.6875785979548805
92,la_ittb-ud-train_Case=Abl,2.569931193972441
93,qtd_sagt-ud-test_Case=Abl,1.6288814713309958
94,qtd_sagt-ud-dev_Case=Abl,1.5911795881252655
95,qtd_sagt-ud-train_Case=Abl,1.6811421912067384
96,krl_kkpp-ud-test_Case=Abl,1.50996688705415
97,eu_bdt-ud-train_Case=Abl,1.9758163844442893
98,eu_bdt-ud-test_Case=Abl,2.089641117512766
99,eu_bdt-ud-dev_Case=Abl,2.0532551190158217
100,fi_ftb-ud-dev_Case=Abl,0.894427190999916
101,fi_ftb-ud-train_Case=Abl,0.894427190999916
102,fi_ftb-ud-test_Case=Abl,0.894427190999916
103,eme_tudet-ud-test_Case=Abl,1.373610408942636
104,tr_tourism-ud-train_Case=Abl,4.422822985266334
105,tr_tourism-ud-dev_Case=Abl,19.136784707092772
106,tr_tourism-ud-test_Case=Abl,4.639650251217992
107,aqz_tudet-ud-test_Case=Abl,1.3416407864998738
108,tr_imst-ud-train_Case=Abl,2.588204954157255
109,tr_imst-ud-dev_Case=Abl,2.540742391669499
110,tr_imst-ud-test_Case=Abl,2.3522057674273182
111,gu_gujtb-ud-test_Case=Abl,1.3416407864998738
112,bxr_bdt-ud-train_Case=Abl,0.894427190999916
113,bxr_bdt-ud-test_Case=Abl,51.539305389188165
114,bej_nsc-ud-test_Case=Abl,0.894427190999916
115,tr_boun-ud-dev_Case=Abl,1.7818623121862556
116,tr_boun-ud-test_Case=Abl,1.7824886044516528
117,tr_boun-ud-train_Case=Abl,1.833132901994485
118,tr_penn-ud-dev_Case=Abl,2.632759463088366
119,tr_penn-ud-test_Case=Abl,2.0637431782017575
120,tr_penn-ud-train_Case=Abl,2.53573223082828
