,Treebank,si_stb-ud-test_Case=Cns,kpv_lattice-ud-test_Case=Cns,wbp_ufal-ud-test_Case=Cns
40,lt_hse-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
41,hit_hittb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
42,sa_ufal-ud-test_Case=Ins,4.58257569495584,0.0,0.0
43,be_hse-ud-train_Case=Ins,4.58257569495584,0.0,0.0
44,be_hse-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
45,be_hse-ud-test_Case=Ins,620.9460524071314,624.7535514104742,624.7535514104742
46,cs_pud-ud-test_Case=Ins,2.5720829180953424,4.4629023437680875,4.4629023437680875
47,orv_ruthenian-ud-test_Case=Ins,4.58257569495584,0.0,0.0
48,orv_ruthenian-ud-train_Case=Ins,4.58257569495584,0.0,0.0
49,orv_ruthenian-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
50,ml_ufal-ud-test_Case=Ins,4.58257569495584,0.0,0.0
51,egy_ujaen-ud-test_Case=Ins,3.7416573867739413,1.0,1.0
52,mr_ufal-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
53,mr_ufal-ud-test_Case=Ins,4.58257569495584,0.0,0.0
54,mr_ufal-ud-train_Case=Ins,4.58257569495584,0.0,0.0
55,si_stb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
56,lt_alksnis-ud-test_Case=Ins,5.937131244145436,9.001785162169785,9.001785162169785
57,lt_alksnis-ud-dev_Case=Ins,4.8791489199270694,7.7073072736783805,7.7073072736783805
58,lt_alksnis-ud-train_Case=Ins,5.066902381393176,8.00824668865855,8.00824668865855
59,cu_proiel-ud-train_Case=Ins,4.58257569495584,0.0,0.0
60,cu_proiel-ud-test_Case=Ins,4.58257569495584,0.0,0.0
61,cu_proiel-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
62,olo_kkpp-ud-test_Case=Ins,4.58257569495584,0.0,0.0
63,hy_bsut-ud-train_Case=Ins,423.7027259765979,427.15687984626913,427.15687984626913
64,hy_bsut-ud-test_Case=Ins,4.58257569495584,0.0,0.0
65,hy_bsut-ud-dev_Case=Ins,172.16852209390657,175.65022060902743,175.65022060902743
66,hsb_ufal-ud-test_Case=Ins,4.58257569495584,0.0,0.0
67,hsb_ufal-ud-train_Case=Ins,4.58257569495584,0.0,0.0
68,fi_tdt-ud-train_Case=Ins,4.58257569495584,0.0,0.0
69,fi_tdt-ud-test_Case=Ins,4.58257569495584,0.0,0.0
70,fi_tdt-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
71,sr_set-ud-test_Case=Ins,2.567083344480059,3.853968706702711,3.853968706702711
72,sr_set-ud-train_Case=Ins,2.56906678581464,3.7190209475349576,3.7190209475349576
73,sr_set-ud-dev_Case=Ins,2.600540809139514,4.154854088894098,4.154854088894098
74,tr_framenet-ud-test_Case=Ins,4.58257569495584,0.0,0.0
75,tr_framenet-ud-train_Case=Ins,4.58257569495584,0.0,0.0
76,tr_framenet-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
77,ky_ktmu-ud-train_Case=Ins,4.58257569495584,0.0,0.0
78,ky_ktmu-ud-test_Case=Ins,4.58257569495584,0.0,0.0
79,kpv_ikdp-ud-test_Case=Ins,4.58257569495584,0.0,0.0
80,kpv_lattice-ud-test_Case=Ins,98.24459272652109,101.81355508968342,101.81355508968342
81,abq_atb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
82,tr_gb-ud-test_Case=Ins,61.913918736689034,65.31717487256574,65.31717487256574
83,ru_taiga-ud-train_Case=Ins,4.58257569495584,0.0,0.0
84,ru_taiga-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
85,ru_taiga-ud-test_Case=Ins,4.58257569495584,0.0,0.0
86,fi_pud-ud-test_Case=Ins,4.58257569495584,0.0,0.0
87,cs_cltt-ud-dev_Case=Ins,3.3973000757125353,5.927680194248629,5.927680194248629
88,cs_cltt-ud-train_Case=Ins,3.0766843183137627,5.437023495424304,5.437023495424304
89,cs_cltt-ud-test_Case=Ins,6.50935727733084,9.657527429940018,9.657527429940018
90,hy_armtdp-ud-train_Case=Ins,4.58257569495584,0.0,0.0
91,hy_armtdp-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
92,hy_armtdp-ud-test_Case=Ins,107.71258050942797,111.26994203287786,111.26994203287786
93,ota_boun-ud-train_Case=Ins,4.58257569495584,0.0,0.0
94,ota_boun-ud-test_Case=Ins,4.58257569495584,0.0,0.0
95,ru_syntagrus-ud-train_Case=Ins,4.58257569495584,0.0,0.0
96,ru_syntagrus-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
97,ru_syntagrus-ud-test_Case=Ins,4.58257569495584,0.0,0.0
98,sjo_xdt-ud-test_Case=Ins,3.7416573867739413,1.0,1.0
99,orv_birchbark-ud-train_Case=Ins,4.58257569495584,0.0,0.0
100,orv_birchbark-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
101,orv_birchbark-ud-test_Case=Ins,4.58257569495584,0.0,0.0
102,ru_poetry-ud-test_Case=Ins,4.58257569495584,0.0,0.0
103,ru_poetry-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
104,ru_poetry-ud-train_Case=Ins,4.58257569495584,0.0,0.0
105,myu_tudet-ud-test_Case=Ins,4.58257569495584,0.0,0.0
106,wbp_ufal-ud-test_Case=Ins,4.58257569495584,0.0,0.0
107,koi_uh-ud-test_Case=Ins,4.58257569495584,0.0,0.0
108,cs_fictree-ud-dev_Case=Ins,2.605056046557748,4.10936840909688,4.10936840909688
109,cs_fictree-ud-train_Case=Ins,2.574342793088467,3.9422742840411606,3.9422742840411606
110,cs_fictree-ud-test_Case=Ins,2.533304308497699,3.7553579845843172,3.7553579845843172
111,hyw_armtdp-ud-test_Case=Ins,293.0358339862209,296.4338037403966,296.4338037403966
112,hyw_armtdp-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
113,hyw_armtdp-ud-train_Case=Ins,4.58257569495584,0.0,0.0
114,sl_sst-ud-train_Case=Ins,2.7913538984127566,2.592174266818801,2.592174266818801
115,sl_sst-ud-test_Case=Ins,2.7861396168349217,2.658997230571959,2.658997230571959
116,sl_sst-ud-dev_Case=Ins,2.7298134529467895,2.6972969617107383,2.6972969617107383
117,ka_glc-ud-test_Case=Ins,4.425695070777485,6.983451513494049,6.983451513494049
118,arr_tudet-ud-test_Case=Ins,3.391164991562634,1.5811388300841898,1.5811388300841898
119,kk_ktb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
120,kk_ktb-ud-train_Case=Ins,4.58257569495584,0.0,0.0
121,cs_pdt-ud-test_Case=Ins,2.5892549300586136,4.463243263200861,4.463243263200861
122,cs_pdt-ud-dev_Case=Ins,2.6229475504014075,4.602788150610228,4.602788150610228
123,cs_pdt-ud-train_Case=Ins,2.5974862941236747,4.5052627342499765,4.5052627342499765
124,ta_mwtt-ud-test_Case=Ins,4.58257569495584,0.0,0.0
125,ota_dudu-ud-test_Case=Ins,4.58257569495584,0.0,0.0
126,ta_ttb-ud-train_Case=Ins,4.58257569495584,0.0,0.0
127,ta_ttb-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
128,ta_ttb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
129,ru_pud-ud-test_Case=Ins,4.58257569495584,0.0,0.0
130,qtd_sagt-ud-test_Case=Ins,4.58257569495584,0.0,0.0
131,qtd_sagt-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
132,qtd_sagt-ud-train_Case=Ins,16.046806535881213,18.934096228761486,18.934096228761486
133,krl_kkpp-ud-test_Case=Ins,4.58257569495584,0.0,0.0
134,pl_pud-ud-test_Case=Ins,4.58257569495584,0.0,0.0
135,orv_torot-ud-test_Case=Ins,4.58257569495584,0.0,0.0
136,orv_torot-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
137,orv_torot-ud-train_Case=Ins,4.58257569495584,0.0,0.0
138,cs_cac-ud-dev_Case=Ins,3.2585092335854515,5.7065971337053645,5.7065971337053645
139,cs_cac-ud-train_Case=Ins,2.9947544886348605,5.3567190230188135,5.3567190230188135
140,cs_cac-ud-test_Case=Ins,3.127386969458646,5.54516034258647,5.54516034258647
141,eu_bdt-ud-train_Case=Ins,22.127401083629646,25.362227196580882,25.362227196580882
142,eu_bdt-ud-test_Case=Ins,25.941038915201528,29.23931428744525,29.23931428744525
143,eu_bdt-ud-dev_Case=Ins,35.91543355365405,39.21812367375313,39.21812367375313
144,fi_ftb-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
145,fi_ftb-ud-train_Case=Ins,4.58257569495584,0.0,0.0
146,fi_ftb-ud-test_Case=Ins,4.58257569495584,0.0,0.0
147,am_att-ud-test_Case=Ins,5.830951894845301,7.810249675906654,7.810249675906654
148,pl_lfg-ud-test_Case=Ins,4.58257569495584,0.0,0.0
149,pl_lfg-ud-train_Case=Ins,4.58257569495584,0.0,0.0
150,pl_lfg-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
151,tr_tourism-ud-train_Case=Ins,166.8022781619004,170.7161386629864,170.7161386629864
152,tr_tourism-ud-dev_Case=Ins,53.38539126015655,57.33236433289665,57.33236433289665
153,tr_tourism-ud-test_Case=Ins,4.58257569495584,0.0,0.0
154,ab_abnc-ud-test_Case=Ins,4.58257569495584,0.0,0.0
155,cs_poetry-ud-test_Case=Ins,2.799366222409196,4.564696183445896,4.564696183445896
156,ru_gsd-ud-test_Case=Ins,4.58257569495584,0.0,0.0
157,ru_gsd-ud-dev_Case=Ins,464.93440397544254,468.86565239949067,468.86565239949067
158,ru_gsd-ud-train_Case=Ins,1580.3290796539814,1584.2496646677885,1584.2496646677885
159,tr_imst-ud-train_Case=Ins,166.46521158087856,170.12250488006183,170.12250488006183
160,tr_imst-ud-dev_Case=Ins,51.31168374638363,54.80166258629589,54.80166258629589
161,tr_imst-ud-test_Case=Ins,4.58257569495584,0.0,0.0
162,tr_boun-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
163,tr_boun-ud-test_Case=Ins,4.58257569495584,0.0,0.0
164,tr_boun-ud-train_Case=Ins,735.8369384585147,739.2333866919162,739.2333866919162
165,tr_penn-ud-dev_Case=Ins,4.58257569495584,0.0,0.0
166,tr_penn-ud-test_Case=Ins,4.58257569495584,0.0,0.0
167,tr_penn-ud-train_Case=Ins,63.950327946340074,67.39320770259006,67.39320770259006
