,Treebank,kpv_lattice-ud-test_Case=Apr,koi_uh-ud-test_Case=Apr
158,ru_gsd-ud-train_Case=Ins,1583.8791778415423,1584.2496646677885
159,tr_imst-ud-train_Case=Ins,169.37655288341023,170.12250488006183
160,tr_imst-ud-dev_Case=Ins,54.24916794036774,54.80166258629589
161,tr_imst-ud-test_Case=Ins,5.545268253204709,0.0
162,tr_boun-ud-dev_Case=Ins,5.545268253204709,0.0
163,tr_boun-ud-test_Case=Ins,5.545268253204709,0.0
164,tr_boun-ud-train_Case=Ins,738.2914397444955,739.2333866919162
165,tr_penn-ud-dev_Case=Ins,5.545268253204709,0.0
166,tr_penn-ud-test_Case=Ins,5.545268253204709,0.0
167,tr_penn-ud-train_Case=Ins,66.7557321716853,67.39320770259006
