,Treebank,kpv_ikdp-ud-test_Case=Adp,kpv_lattice-ud-test_Case=Adp
99,eu_bdt-ud-dev_Case=Abl,0.6824911441126119,0.48599759507261103
100,fi_ftb-ud-dev_Case=Abl,1.3743685418725535,1.5132745950421556
101,fi_ftb-ud-train_Case=Abl,1.3743685418725535,1.5132745950421556
102,fi_ftb-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
103,eme_tudet-ud-test_Case=Abl,0.4448782605013045,0.5018023072441532
104,tr_tourism-ud-train_Case=Abl,3.163348508624925,2.9489473876676904
105,tr_tourism-ud-dev_Case=Abl,17.98810953049751,17.78603082652179
106,tr_tourism-ud-test_Case=Abl,3.385812781445678,3.1667768575869677
107,aqz_tudet-ud-test_Case=Abl,0.4714045207910316,0.5385164807134505
108,tr_imst-ud-train_Case=Abl,1.2284109298611023,1.0297014271760971
109,tr_imst-ud-dev_Case=Abl,1.1878246740920992,0.9954026553515877
110,tr_imst-ud-test_Case=Abl,0.9872699922907695,0.7832370060284797
111,gu_gujtb-ud-test_Case=Abl,0.4714045207910316,0.5385164807134505
112,bxr_bdt-ud-train_Case=Abl,1.3743685418725535,1.5132745950421556
113,bxr_bdt-ud-test_Case=Abl,50.47826815130998,50.33974572840034
114,bej_nsc-ud-test_Case=Abl,1.3743685418725535,1.5132745950421556
115,tr_boun-ud-dev_Case=Abl,0.4313505624199987,0.2402790659145244
116,tr_boun-ud-test_Case=Abl,0.43911408603636887,0.24190003100454532
117,tr_boun-ud-train_Case=Abl,0.4671025849417031,0.2618660154192756
118,tr_penn-ud-dev_Case=Abl,1.348614434066806,1.1941832159564292
119,tr_penn-ud-test_Case=Abl,0.7091222545710779,0.5436127103128913
120,tr_penn-ud-train_Case=Abl,1.2300230950619973,1.0623385916875043
