,Treebank,hu_szeged-ud-dev_Case=Dis,hu_szeged-ud-test_Case=Dis,hu_szeged-ud-train_Case=Dis
70,et_edt-ud-train_Case=Abl,1.5843282557436997,1.4197364464940068,1.4197364464940068
71,et_edt-ud-test_Case=Abl,1.5964082243121727,1.4312649016347547,1.4312649016347547
72,sjo_xdt-ud-test_Case=Abl,14.741777369096306,14.724808997063425,14.724808997063425
73,la_udante-ud-train_Case=Abl,2.591659324359115,2.498443095671545,2.498443095671545
74,la_udante-ud-test_Case=Abl,2.9829502538102997,2.9101945505838316,2.9101945505838316
75,la_udante-ud-dev_Case=Abl,2.543094372461835,2.4494512826049313,2.4494512826049313
76,hyw_armtdp-ud-test_Case=Abl,1.4840052217250064,1.3047112700161232,1.3047112700161232
77,hyw_armtdp-ud-dev_Case=Abl,1.6939425921008349,1.5427691637114966,1.5427691637114966
78,hyw_armtdp-ud-train_Case=Abl,1.720365909295197,1.568983123616363,1.568983123616363
79,arr_tudet-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
80,aln_gps-ud-test_Case=Abl,1.6857294813514774,1.5302561498969776,1.5302561498969776
81,kk_ktb-ud-test_Case=Abl,1.9828912322386443,1.8525273652199823,1.8525273652199823
82,kk_ktb-ud-train_Case=Abl,1.8925201856416813,1.7554579610635008,1.7554579610635008
83,gn_oldtudet-ud-test_Case=Abl,1.224744871391589,1.0,1.0
84,ta_mwtt-ud-test_Case=Abl,1.224744871391589,1.0,1.0
85,ota_dudu-ud-test_Case=Abl,1.737388419012432,1.5869840952317444,1.5869840952317444
86,ug_udt-ud-test_Case=Abl,1.6900700593630893,1.5350364183157206,1.5350364183157206
87,ug_udt-ud-dev_Case=Abl,1.867214205411069,1.7281460843600258,1.7281460843600258
88,ug_udt-ud-train_Case=Abl,1.8131343525674803,1.6695676627379603,1.6695676627379603
89,xum_ikuvina-ud-test_Case=Abl,2.6020515404037083,2.5041310307005324,2.5041310307005324
90,la_ittb-ud-dev_Case=Abl,2.580088068186573,2.4854867652813493,2.4854867652813493
91,la_ittb-ud-test_Case=Abl,2.6532222210262346,2.5623293212180593,2.5623293212180593
92,la_ittb-ud-train_Case=Abl,2.5391590131347797,2.443536577527555,2.443536577527555
93,qtd_sagt-ud-test_Case=Abl,1.5408788009523582,1.3690534975757436,1.3690534975757436
94,qtd_sagt-ud-dev_Case=Abl,1.4835513629850983,1.3159986632464675,1.3159986632464675
95,qtd_sagt-ud-train_Case=Abl,1.5894146932299933,1.423460244283413,1.423460244283413
96,krl_kkpp-ud-test_Case=Abl,1.407124727947029,1.2165525060596438,1.2165525060596438
97,eu_bdt-ud-train_Case=Abl,1.9149978385554818,1.779667587408437,1.779667587408437
98,eu_bdt-ud-test_Case=Abl,2.0264747716169573,1.8991050523865183,1.8991050523865183
99,eu_bdt-ud-dev_Case=Abl,1.9901759731213204,1.8603226612578245,1.8603226612578245
100,fi_ftb-ud-dev_Case=Abl,0.7071067811865476,0.0,0.0
101,fi_ftb-ud-train_Case=Abl,0.7071067811865476,0.0,0.0
102,fi_ftb-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
103,eme_tudet-ud-test_Case=Abl,1.2596847048192479,1.042499666933067,1.042499666933067
104,tr_tourism-ud-train_Case=Abl,4.391417944673146,4.334114853669353,4.334114853669353
105,tr_tourism-ud-dev_Case=Abl,19.132746365095482,19.119675297218684,19.119675297218684
106,tr_tourism-ud-test_Case=Abl,4.607206795188075,4.552620613847279,4.552620613847279
107,aqz_tudet-ud-test_Case=Abl,1.224744871391589,1.0,1.0
108,tr_imst-ud-train_Case=Abl,2.555710638997249,2.45594317326027,2.45594317326027
109,tr_imst-ud-dev_Case=Abl,2.5028908905338554,2.40092957204441,2.40092957204441
110,tr_imst-ud-test_Case=Abl,2.3080272137427587,2.1970411055274233,2.1970411055274233
111,gu_gujtb-ud-test_Case=Abl,1.224744871391589,1.0,1.0
112,bxr_bdt-ud-train_Case=Abl,0.7071067811865476,0.0,0.0
113,bxr_bdt-ud-test_Case=Abl,51.536394906900505,51.53154373779229,51.53154373779229
114,bej_nsc-ud-test_Case=Abl,0.7071067811865476,0.0,0.0
115,tr_boun-ud-dev_Case=Abl,1.7041802662517014,1.5505580865874455,1.5505580865874455
116,tr_boun-ud-test_Case=Abl,1.7138452745215946,1.561174437723088,1.561174437723088
117,tr_boun-ud-train_Case=Abl,1.7553271670577875,1.606603082099346,1.606603082099346
118,tr_penn-ud-dev_Case=Abl,2.5751548284484453,2.476170913018999,2.476170913018999
119,tr_penn-ud-test_Case=Abl,1.9897326216289188,1.8598483555317864,1.8598483555317864
120,tr_penn-ud-train_Case=Abl,2.4818154338365654,2.3789509973157035,2.3789509973157035
