,Treebank,hu_szeged-ud-dev_Case=Sbl,hu_szeged-ud-test_Case=Sbl,hu_szeged-ud-train_Case=Sbl
113,hyw_armtdp-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
114,sl_sst-ud-train_Case=Ins,1.4252207693096968,1.4933622146897443,1.4661833162240638
115,sl_sst-ud-test_Case=Ins,1.5049393535877118,1.57144271394513,1.5449332317681566
116,sl_sst-ud-dev_Case=Ins,1.5153419562854873,1.5860970871263276,1.5584173270305999
117,ka_glc-ud-test_Case=Ins,5.879672304649856,5.945162083759113,5.919730270367995
118,arr_tudet-ud-test_Case=Ins,0.5708869453163843,0.6005867069460896,0.5861478516430157
119,kk_ktb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
120,kk_ktb-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
121,cs_pdt-ud-test_Case=Ins,3.2738586418115223,3.3467910415448414,3.3179752524881385
122,cs_pdt-ud-dev_Case=Ins,3.4109233097124707,3.4844697234913284,3.4554501589268023
123,cs_pdt-ud-train_Case=Ins,3.314990603517657,3.388020992056585,3.359198430235517
124,ta_mwtt-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
125,ota_dudu-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
126,ta_ttb-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
127,ta_ttb-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
128,ta_ttb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
129,ru_pud-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
130,qtd_sagt-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
131,qtd_sagt-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
132,qtd_sagt-ud-train_Case=Ins,17.955164365947994,18.013147596892875,17.990842075130292
133,krl_kkpp-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
134,pl_pud-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
135,orv_torot-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
136,orv_torot-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
137,orv_torot-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
138,cs_cac-ud-dev_Case=Ins,4.531486467495199,4.607538523704039,4.578578084396795
139,cs_cac-ud-train_Case=Ins,4.172515112482461,4.246924801294095,4.217964137947407
140,cs_cac-ud-test_Case=Ins,4.3676229422450294,4.441287485636732,4.412714280998419
141,eu_bdt-ud-train_Case=Ins,24.284716245397618,24.351459956951285,24.32584067518949
142,eu_bdt-ud-test_Case=Ins,28.150788626189954,28.21848980364781,28.1925322413939
143,eu_bdt-ud-dev_Case=Ins,38.14227146917494,38.20966967819439,38.183870019712295
144,fi_ftb-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
145,fi_ftb-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
146,fi_ftb-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
147,am_att-ud-test_Case=Ins,6.893735295392283,6.945260559704324,6.925010066847336
148,pl_lfg-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
149,pl_lfg-ud-train_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
150,pl_lfg-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
151,tr_tourism-ud-train_Case=Ins,169.5965011393986,169.6658474830363,169.639703298366
152,tr_tourism-ud-dev_Case=Ins,56.20812257750012,56.28148066011426,56.25451447281612
153,tr_tourism-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
154,ab_abnc-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
155,cs_poetry-ud-test_Case=Ins,3.418342471958545,3.489134877275512,3.461787030968699
156,ru_gsd-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
157,ru_gsd-ud-dev_Case=Ins,467.66774582554626,467.7435313078444,467.7144476546708
158,ru_gsd-ud-train_Case=Ins,1583.0521803645215,1583.1279010016708,1583.098778071122
159,tr_imst-ud-train_Case=Ins,169.0025887597926,169.07411449750185,169.0470026287342
160,tr_imst-ud-dev_Case=Ins,53.717695127262026,53.78405461309893,53.75850035698447
161,tr_imst-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
162,tr_boun-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
163,tr_boun-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
164,tr_boun-ud-train_Case=Ins,738.2070387861759,738.27145441473,738.2467957087129
165,tr_penn-ud-dev_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
166,tr_penn-ud-test_Case=Ins,1.2622811750152136,1.1840852064015472,1.2136052062629963
167,tr_penn-ud-train_Case=Ins,66.32674635027243,66.39182987122011,66.3666696694713
