,Treebank,hu_szeged-ud-dev_Case=Sup,hu_szeged-ud-test_Case=Sup,hu_szeged-ud-train_Case=Sup,egy_ujaen-ud-test_Case=Sup
127,kpv_lattice-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
128,tt_nmctt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
129,tr_gb-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
130,grc_proiel-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
131,grc_proiel-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
132,grc_proiel-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
133,nds_lsdc-ud-train_Case=Dat,21.85818808960715,21.777981596096815,21.743621356999956,22.804343057490975
134,nds_lsdc-ud-test_Case=Dat,24.79509747088388,24.715015335311676,24.681283303857,25.74332437739928
135,fo_oft-ud-test_Case=Dat,1167.5429701585126,1167.461278668958,1167.4335344332935,1168.5114462426118
136,ru_taiga-ud-train_Case=Dat,1.3278743631325964,1.2478332735920499,1.2197536255908135,2.3376058713971717
137,ru_taiga-ud-dev_Case=Dat,1.5099176312640694,1.428823885967508,1.3997267571203043,2.5231931408918906
138,ru_taiga-ud-test_Case=Dat,1.4569106032447654,1.376203463962484,1.3463109512943259,2.4699809551653717
139,tpn_tudet-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
140,ga_idt-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
141,ga_idt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
142,ga_idt-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
143,ro_art-ud-test_Case=Dat,1.0129609849800965,0.9490434244631564,0.9283483667705447,1.9639610121239315
144,ceb_gja-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
145,cs_cltt-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
146,cs_cltt-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
147,cs_cltt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
148,tl_trg-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
149,hy_armtdp-ud-train_Case=Dat,44.7362530494063,44.65578026462399,44.6287186076225,45.68193833578501
150,hy_armtdp-ud-dev_Case=Dat,91.13529793049722,91.05831752980079,91.03201416431858,92.05205049318566
151,hy_armtdp-ud-test_Case=Dat,77.0519858923443,76.97476839286887,76.94837503889403,77.97348393864971
152,mk_mtb-ud-test_Case=Dat,0.49657512171048723,0.4354559835164133,0.41422146357582695,1.4907119849998596
153,is_gc-ud-test_Case=Dat,67.00958901939546,66.93020987388974,66.90287130850362,67.96806344367212
154,is_gc-ud-train_Case=Dat,70.88769182307546,70.80863089109295,70.78136292619479,71.84415737274374
155,is_gc-ud-dev_Case=Dat,91.35034799936521,91.27078551530192,91.24344311458601,92.3064040152265
156,ota_boun-ud-train_Case=Dat,17.274205656249446,17.19348947267289,17.166160796663597,18.23293722909175
157,ota_boun-ud-test_Case=Dat,26.90882292302489,26.829846506833523,26.802862986278033,27.85428353253968
158,ru_syntagrus-ud-train_Case=Dat,2.3951608968146916,2.31213713420664,2.282875770191986,3.4032064577313363
159,ru_syntagrus-ud-dev_Case=Dat,2.3164788683564352,2.2326165078172315,2.203764995141581,3.325648091350144
160,ru_syntagrus-ud-test_Case=Dat,2.325556129852621,2.2429399481896533,2.2141038060859914,3.3291164768411137
161,grc_ptnk-ud-train_Case=Dat,2.2115427637534157,2.130966564060642,2.096351824003453,3.1942142649951766
162,grc_ptnk-ud-dev_Case=Dat,3.235642293950358,3.152859176629099,3.1175643812116154,4.215590112902344
163,grc_ptnk-ud-test_Case=Dat,1.7385349463598208,1.6599667183931248,1.6246759256947136,2.713292382983367
164,sjo_xdt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
165,pt_bosque-ud-dev_Case=Dat,0.08635054556386229,0.17786456215091254,0.2125409675855333,1.0
166,pt_bosque-ud-test_Case=Dat,0.11983969045958537,0.14202371736765784,0.1651504295900496,1.1102643741962626
167,pt_bosque-ud-train_Case=Dat,0.06301010370039116,0.14234426246104417,0.17617365601573004,1.0456862501692232
168,orv_birchbark-ud-train_Case=Dat,1.999016399798037,1.9094131814537951,1.8822469106350683,3.0184696734521235
169,orv_birchbark-ud-dev_Case=Dat,1.7958364447883208,1.7044199768153612,1.6766730509130467,2.8247730149215653
170,orv_birchbark-ud-test_Case=Dat,1.9204912291590919,1.828552525875071,1.80095341367973,2.9496059707447473
171,nl_lassysmall-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
172,is_icepahc-ud-dev_Case=Dat,14.748409173998555,14.668210572429821,14.640227050089639,15.704982868699611
173,is_icepahc-ud-train_Case=Dat,16.185341856837038,16.105894220671804,16.07823716290483,17.136150974622772
174,is_icepahc-ud-test_Case=Dat,18.69431496455252,18.61432927006575,18.585932221212044,19.64824848816855
175,de_lit-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
176,ltg_cairo-ud-test_Case=Dat,3.6841109929022933,3.6137810642382466,3.584242332223168,4.58257569495584
177,ru_poetry-ud-test_Case=Dat,1.4217825554368249,1.3407426326706047,1.3143683521256178,2.4288046297293984
178,ru_poetry-ud-dev_Case=Dat,1.1651301079481393,1.0843140511176856,1.056182990865408,2.1838524190656767
179,ru_poetry-ud-train_Case=Dat,1.283129854988742,1.2023157189806366,1.176077594803282,2.2860071361732355
180,fo_farpahc-ud-test_Case=Dat,15.095708107823977,15.020824022702206,14.994610233549405,15.998263794688611
181,fo_farpahc-ud-train_Case=Dat,8.197408338837096,8.126023778387479,8.100866097161564,9.08649717608329
182,fo_farpahc-ud-dev_Case=Dat,18.04824125640508,17.973283594892774,17.94669929607591,18.95341194658655
183,is_modern-ud-dev_Case=Dat,79.72658344987971,79.64916803793874,79.62195043753115,80.65590492952144
184,is_modern-ud-train_Case=Dat,54.162123135653076,54.08457622220778,54.0569248859426,55.09109198409485
185,is_modern-ud-test_Case=Dat,44.74279221907322,44.66714453036761,44.64038826319587,45.65564444646998
186,wbp_ufal-ud-test_Case=Dat,1.396888326398829,1.325643333221112,1.3017162366959643,2.3717082451262845
187,koi_uh-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
188,koi_uh-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
189,cs_fictree-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
190,cs_fictree-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
191,cs_fictree-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
192,la_udante-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
193,la_udante-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
194,la_udante-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
195,hyw_armtdp-ud-test_Case=Dat,43.79090626501882,43.70974064527001,43.68248130814841,44.746964799031474
196,hyw_armtdp-ud-dev_Case=Dat,33.5748673606953,33.49521533548446,33.46832929551963,34.52141407861945
197,hyw_armtdp-ud-train_Case=Dat,40.504787277475884,40.423713820326284,40.39668458926565,41.46069538569125
198,ro_rrt-ud-test_Case=Dat,9.262517026896443,9.18569409127713,9.157130747166212,10.19066755494553
199,ro_rrt-ud-train_Case=Dat,10.428330315174634,10.351437115893651,10.322838489217201,11.358149620930822
200,ro_rrt-ud-dev_Case=Dat,8.988068760085081,8.910881114977304,8.882759030754952,9.92026472477164
201,el_gdt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
202,el_gdt-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
203,el_gdt-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
204,ha_southernautogramm-ud-test_Case=Dat,0.1838554090122432,0.15507531689300205,0.16031628600519157,1.2014223395043402
205,ca_ancora-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
206,ca_ancora-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
207,ca_ancora-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
208,gd_arcosg-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
209,gd_arcosg-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
210,gd_arcosg-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
211,got_proiel-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
212,got_proiel-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
213,got_proiel-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
214,sl_sst-ud-train_Case=Dat,4.4326143547532455,4.356302462914817,4.329421610088075,5.386403614914246
215,sl_sst-ud-test_Case=Dat,4.457269254266389,4.379014839276439,4.352287760032389,5.432491758056588
216,sl_sst-ud-dev_Case=Dat,6.031689053809052,5.947327961071527,5.917788133918358,7.02819717676984
217,de_gsd-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
218,de_gsd-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
219,de_gsd-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
220,ka_glc-ud-test_Case=Dat,16.13295443072021,16.05321660735025,16.025677864945017,17.107462969598924
221,arr_tudet-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
222,aln_gps-ud-test_Case=Dat,2.2145880004065313,2.136472203885418,2.1065761829651475,3.2103092028463625
223,kk_ktb-ud-test_Case=Dat,170.02863560299411,169.95022192424096,169.9233433332817,170.96295895115213
224,kk_ktb-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
225,ha_northernautogramm-ud-test_Case=Dat,0.6595397248105943,0.6098471777805596,0.5957266672665226,1.5811388300841898
226,cs_pdt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
227,cs_pdt-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
228,cs_pdt-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
229,gl_pud-ud-test_Case=Dat,0.5106273035448974,0.46494144128272646,0.4534643314677084,1.4485355639657116
230,gn_oldtudet-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
231,ta_mwtt-ud-test_Case=Dat,7.164945353871552,7.08840776841725,7.061960565114059,8.120960534321048
232,ota_dudu-ud-test_Case=Dat,28.776503723726528,28.70365292707576,28.678777853475122,29.656365252673833
233,ug_udt-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
234,ug_udt-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
235,ug_udt-ud-train_Case=Dat,621.526982572046,621.4579774585837,621.4341424091539,622.3608278161472
236,lv_lvtb-ud-test_Case=Dat,2.793425450307122,2.709861326016691,2.680888102560236,3.7940615114522855
237,lv_lvtb-ud-train_Case=Dat,2.893642967039693,2.8104839582660808,2.78142727873022,3.894192428738988
238,lv_lvtb-ud-dev_Case=Dat,2.9042071200809736,2.8208189960755394,2.7920829180998563,3.9039520389588995
239,ta_ttb-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
240,ta_ttb-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
241,ta_ttb-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
242,sga_dipwbg-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
243,xum_ikuvina-ud-test_Case=Dat,1.7702584874450822,1.7013180257351528,1.6784103534964439,2.70993542358485
244,ru_pud-ud-test_Case=Dat,3.154515938952832,3.0718882718619804,3.0435650333644233,4.160318340212105
245,la_ittb-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
246,la_ittb-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
247,la_ittb-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
248,nl_alpino-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
249,qtd_sagt-ud-test_Case=Dat,41.66751336890427,41.58936097210141,41.558736372380764,42.60029890890471
250,qtd_sagt-ud-dev_Case=Dat,46.17871937465769,46.09824619732443,46.06687046760987,47.13361621791583
251,qtd_sagt-ud-train_Case=Dat,17.511459697622392,17.43266143817952,17.401614177658043,18.454397952926943
252,ga_cadhan-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
253,pl_pud-ud-test_Case=Dat,0.8462684515152634,0.7636789203990796,0.7377653878723872,1.888242193120802
254,orv_torot-ud-test_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
255,orv_torot-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
256,orv_torot-ud-train_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
257,cs_cac-ud-dev_Case=Dat,1.0734914778194846,1.1623597751615378,1.1940437448107284,0.0
