,Treebank,egy_ujaen-ud-test_Case=Lat,mdf_jr-ud-test_Case=Lat,myv_jr-ud-test_Case=Lat,myv_jr-ud-train_Case=Lat,sjo_xdt-ud-test_Case=Lat,eu_bdt-ud-train_Case=Lat,eu_bdt-ud-test_Case=Lat,eu_bdt-ud-dev_Case=Lat,fi_ftb-ud-dev_Case=Lat,fi_ftb-ud-train_Case=Lat,fi_ftb-ud-test_Case=Lat,ab_abnc-ud-test_Case=Lat
19,fi_pud-ud-test_Case=Tra,8.453079051715147,27.641372153810575,5.717885524915049,6.711283209197,8.28414936380424,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866
20,et_edt-ud-dev_Case=Tra,3.780834662320167,31.04108980365134,6.497208555084597,8.405753637531618,3.621780773469645,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945
21,et_edt-ud-train_Case=Tra,3.4357739953751767,31.266897620209583,6.635278319017107,8.571789699559531,3.2761364587467776,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627
22,et_edt-ud-test_Case=Tra,2.7347240805253215,31.8023546100189,7.041984866659716,9.021381396251376,2.579106246900539,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614
23,krl_kkpp-ud-test_Case=Tra,0.41573970964154894,33.52785832633241,8.571645990605685,10.617146683243131,0.3437324630767939,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448
24,fi_ftb-ud-dev_Case=Tra,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,fi_ftb-ud-train_Case=Tra,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,fi_ftb-ud-test_Case=Tra,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,eme_tudet-ud-test_Case=Tra,1.5556349186104044,32.715745444663185,7.81115963708546,9.841689030608851,1.4152075819469028,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059
28,aqz_tudet-ud-test_Case=Tra,1.0,34.677081768799404,9.717071966559976,11.769480071652476,1.202211503854459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
