,Treebank,hu_szeged-ud-dev_Case=Tem,hu_szeged-ud-test_Case=Tem,hu_szeged-ud-train_Case=Tem,fa_seraji-ud-dev_Case=Tem,fa_seraji-ud-test_Case=Tem,fa_seraji-ud-train_Case=Tem,gub_tudet-ud-test_Case=Tem,lzh_tuecl-ud-test_Case=Tem,apu_ufpa-ud-test_Case=Tem,egy_ujaen-ud-test_Case=Tem,nyq_aha-ud-test_Case=Tem,mdf_jr-ud-test_Case=Tem,mdf_jr-ud-train_Case=Tem,myv_jr-ud-test_Case=Tem,myv_jr-ud-train_Case=Tem,kfm_aha-ud-test_Case=Tem,soj_aha-ud-test_Case=Tem,he_htb-ud-train_Case=Tem,lzh_kyoto-ud-dev_Case=Tem,lzh_kyoto-ud-train_Case=Tem,lzh_kyoto-ud-test_Case=Tem,gu_gujtb-ud-test_Case=Tem
12,fi_tdt-ud-test_Case=Tra,4.533834832018439,4.6632137126854385,4.6632137126854385,5.606948352043668,5.606948352043668,5.606948352043668,4.6632137126854385,5.606948352043668,5.606948352043668,5.606948352043668,5.606948352043668,5.606948352043668,5.606948352043668,3.498755296659657,3.5376253192513594,5.606948352043668,5.606948352043668,4.083901864377966,5.606948352043668,5.606948352043668,5.606948352043668,3.697112258676282
13,fi_tdt-ud-dev_Case=Tra,3.633242353600982,3.7548901448644276,3.7548901448644276,4.688197948039311,4.688197948039311,4.688197948039311,3.7548901448644276,4.688197948039311,4.688197948039311,4.688197948039311,4.688197948039311,4.688197948039311,4.688197948039311,2.680232162415123,3.0658114749605856,4.688197948039311,4.688197948039311,4.6340263270723865,4.688197948039311,4.688197948039311,4.688197948039311,3.38514401466171
14,myv_jr-ud-test_Case=Tra,4.743879266577911,4.856621959706575,4.856621959706575,5.756060406646084,5.756060406646084,5.756060406646084,4.856621959706575,5.756060406646084,5.756060406646084,5.756060406646084,5.756060406646084,5.756060406646084,5.756060406646084,3.8020341566312896,3.8370744709827784,5.756060406646084,5.756060406646084,4.421841918297535,5.756060406646084,5.756060406646084,5.756060406646084,3.993796842997963
15,myv_jr-ud-train_Case=Tra,11.134237737716937,11.253443917308159,11.253443917308159,12.167168939404103,12.167168939404103,12.167168939404103,11.253443917308159,12.167168939404103,12.167168939404103,12.167168939404103,12.167168939404103,12.167168939404103,12.167168939404103,10.07394880096402,9.388290579226869,12.167168939404103,12.167168939404103,6.466451886467569,12.167168939404103,12.167168939404103,12.167168939404103,9.134549797335389
16,kpv_ikdp-ud-test_Case=Tra,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
17,kpv_lattice-ud-test_Case=Tra,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
18,tpn_tudet-ud-test_Case=Tra,0.35898514637292067,0.4497460373445051,0.4497460373445051,1.4281039179389805,1.4281039179389805,1.4281039179389805,0.4497460373445051,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.4281039179389805,1.2371082704371867,3.2571840970834196,1.4281039179389805,1.4281039179389805,6.986403197471642,1.4281039179389805,1.4281039179389805,1.4281039179389805,3.961141702985434
19,fi_pud-ud-test_Case=Tra,8.33172332932171,8.453079051715147,8.453079051715147,9.375984796760866,9.375984796760866,9.375984796760866,8.453079051715147,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,9.375984796760866,7.271085673315014,6.731878030548519,9.375984796760866,9.375984796760866,4.563939685682256,9.375984796760866,9.375984796760866,9.375984796760866,6.564366617649343
20,et_edt-ud-dev_Case=Tra,3.6629045625992966,3.780834662320167,3.780834662320167,4.6850033295982945,4.6850033295982945,4.6850033295982945,3.780834662320167,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,4.6850033295982945,2.767736856975066,3.187216200297372,4.6850033295982945,4.6850033295982945,4.846899835619561,4.6850033295982945,4.6850033295982945,4.6850033295982945,3.5115629540370326
21,et_edt-ud-train_Case=Tra,3.319128945285895,3.4357739953751767,3.4357739953751767,4.346730359605627,4.346730359605627,4.346730359605627,3.4357739953751767,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,4.346730359605627,2.443964324676774,3.013426333551878,4.346730359605627,4.346730359605627,4.970000615820242,4.346730359605627,4.346730359605627,4.346730359605627,3.3964654174352247
22,et_edt-ud-test_Case=Tra,2.620851293401924,2.7347240805253215,2.7347240805253215,3.641976368707614,3.641976368707614,3.641976368707614,2.7347240805253215,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,3.641976368707614,1.8515595360363484,2.8311703609207246,3.641976368707614,3.641976368707614,5.413092328543941,3.641976368707614,3.641976368707614,3.641976368707614,3.3350993352141955
23,krl_kkpp-ud-test_Case=Tra,0.34749988897768896,0.41573970964154894,0.41573970964154894,1.3562839573037448,1.3562839573037448,1.3562839573037448,0.41573970964154894,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3562839573037448,1.3146843962443593,3.3175552504074703,1.3562839573037448,1.3562839573037448,7.074449767025902,1.3562839573037448,1.3562839573037448,1.3562839573037448,4.0215469046341905
24,fi_ftb-ud-dev_Case=Tra,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
25,fi_ftb-ud-train_Case=Tra,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
26,fi_ftb-ud-test_Case=Tra,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
27,eme_tudet-ud-test_Case=Tra,1.4581666571417684,1.5556349186104044,1.5556349186104044,2.453568829277059,2.453568829277059,2.453568829277059,1.5556349186104044,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,2.453568829277059,1.1680943645290156,2.9017236257093817,2.453568829277059,2.453568829277059,6.250599971202765,2.453568829277059,2.453568829277059,2.453568829277059,3.5524639336663224
28,aqz_tudet-ud-test_Case=Tra,1.1319231422671772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.472066162365221,4.301162633521313,0.0,0.0,8.299096336348915,0.0,0.0,0.0,5.0
