,Treebank,kmr_mg-ud-train_Case=Con,kmr_mg-ud-test_Case=Con
58,cu_proiel-ud-test_Case=Voc,11.89950169107378,12.362751934074895
59,cu_proiel-ud-dev_Case=Voc,14.892833430993102,15.684286144435108
60,la_llct-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
61,la_llct-ud-train_Case=Voc,7.030247699480395,5.203696897187616
62,sr_set-ud-train_Case=Voc,11.973930014828047,9.907268912419791
63,la_proiel-ud-test_Case=Voc,8.402215316344984,7.769742611898341
64,la_proiel-ud-dev_Case=Voc,10.787724505195708,10.939146502726304
65,la_proiel-ud-train_Case=Voc,10.752825855973345,11.005031876071437
66,grc_proiel-ud-test_Case=Voc,7.905694150420948,7.486103861530867
67,grc_proiel-ud-train_Case=Voc,15.04031413843195,15.650851439244668
68,grc_proiel-ud-dev_Case=Voc,10.037429949942366,10.047140672706849
69,ru_taiga-ud-train_Case=Voc,11.973930014828047,9.907268912419791
70,ru_taiga-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
71,ru_taiga-ud-test_Case=Voc,11.973930014828047,9.907268912419791
72,tpn_tudet-ud-test_Case=Voc,11.973930014828047,9.907268912419791
73,ga_idt-ud-train_Case=Voc,11.973930014828047,9.907268912419791
74,ga_idt-ud-test_Case=Voc,11.973930014828047,9.907268912419791
75,ga_idt-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
76,ro_art-ud-test_Case=Voc,11.973930014828047,9.907268912419791
77,ru_syntagrus-ud-train_Case=Voc,26.502358385622966,27.484580267587884
78,ru_syntagrus-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
79,ru_syntagrus-ud-test_Case=Voc,11.973930014828047,9.907268912419791
80,grc_ptnk-ud-train_Case=Voc,27.863506599134286,28.86617686989431
81,grc_ptnk-ud-dev_Case=Voc,6.955213871621778,5.822242081058197
82,grc_ptnk-ud-test_Case=Voc,11.973930014828047,9.907268912419791
83,orv_birchbark-ud-train_Case=Voc,10.559356040971437,10.400719335914198
84,orv_birchbark-ud-dev_Case=Voc,31.218539719567637,32.27209509260812
85,orv_birchbark-ud-test_Case=Voc,17.399712641305314,18.052633892085826
86,ltg_cairo-ud-test_Case=Voc,11.973930014828047,9.907268912419791
87,ru_poetry-ud-test_Case=Voc,11.973930014828047,9.907268912419791
88,ru_poetry-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
89,ru_poetry-ud-train_Case=Voc,11.973930014828047,9.907268912419791
90,cs_fictree-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
91,cs_fictree-ud-train_Case=Voc,412.23339869544776,413.8385920315736
92,cs_fictree-ud-test_Case=Voc,11.973930014828047,9.907268912419791
93,la_udante-ud-train_Case=Voc,11.973930014828047,9.907268912419791
94,la_udante-ud-test_Case=Voc,11.973930014828047,9.907268912419791
95,la_udante-ud-dev_Case=Voc,6.892024376045111,6.893067442209865
96,ro_rrt-ud-test_Case=Voc,11.973930014828047,9.907268912419791
97,ro_rrt-ud-train_Case=Voc,11.973930014828047,9.907268912419791
98,el_gdt-ud-test_Case=Voc,11.973930014828047,9.907268912419791
99,el_gdt-ud-train_Case=Voc,11.973930014828047,9.907268912419791
100,el_gdt-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
101,gd_arcosg-ud-test_Case=Voc,11.973930014828047,9.907268912419791
102,gd_arcosg-ud-train_Case=Voc,11.973930014828047,9.907268912419791
103,gd_arcosg-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
104,got_proiel-ud-dev_Case=Voc,10.204655800172782,10.102256339175705
105,got_proiel-ud-train_Case=Voc,75.55378878653273,76.87510464727367
106,got_proiel-ud-test_Case=Voc,36.212912061859925,37.4227276751183
107,cs_pdt-ud-test_Case=Voc,11.973930014828047,9.907268912419791
108,cs_pdt-ud-dev_Case=Voc,34.76168868165067,36.30910433479419
109,cs_pdt-ud-train_Case=Voc,11.973930014828047,9.907268912419791
110,lv_lvtb-ud-test_Case=Voc,11.973930014828047,9.907268912419791
111,lv_lvtb-ud-train_Case=Voc,72.90661835526319,74.55346853590152
112,lv_lvtb-ud-dev_Case=Voc,10.741275529470418,12.062518073209393
113,la_ittb-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
114,la_ittb-ud-test_Case=Voc,11.973930014828047,9.907268912419791
115,la_ittb-ud-train_Case=Voc,11.973930014828047,9.907268912419791
116,ga_cadhan-ud-test_Case=Voc,11.973930014828047,9.907268912419791
117,pl_pud-ud-test_Case=Voc,11.973930014828047,9.907268912419791
118,orv_torot-ud-test_Case=Voc,8.46702755136391,6.885892698845591
119,orv_torot-ud-dev_Case=Voc,8.071930691523399,6.8087003206185095
120,orv_torot-ud-train_Case=Voc,8.521108244488255,7.912710978533108
121,cs_cac-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
122,cs_cac-ud-train_Case=Voc,11.973930014828047,9.907268912419791
123,cs_cac-ud-test_Case=Voc,11.973930014828047,9.907268912419791
124,pl_lfg-ud-test_Case=Voc,11.973930014828047,9.907268912419791
125,pl_lfg-ud-train_Case=Voc,86.05158336718738,87.45541491377739
126,pl_lfg-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
127,cs_poetry-ud-test_Case=Voc,37.92591462311753,39.505344264772354
128,ru_gsd-ud-train_Case=Voc,11.062323444918793,9.000443983578798
129,lv_cairo-ud-test_Case=Voc,11.973930014828047,9.907268912419791
130,bg_btb-ud-train_Case=Voc,11.973930014828047,9.907268912419791
131,bg_btb-ud-test_Case=Voc,11.973930014828047,9.907268912419791
132,bg_btb-ud-dev_Case=Voc,11.973930014828047,9.907268912419791
133,bej_nsc-ud-test_Case=Voc,11.973930014828047,9.907268912419791
