,Treebank,sah_yktdt-ud-test_Case=Cmp,ml_ufal-ud-test_Case=Cmp,egy_ujaen-ud-test_Case=Cmp,mdf_jr-ud-test_Case=Cmp,myv_jr-ud-test_Case=Cmp,myv_jr-ud-train_Case=Cmp,kpv_lattice-ud-test_Case=Cmp,sjo_xdt-ud-test_Case=Cmp,koi_uh-ud-train_Case=Cmp,gu_gujtb-ud-test_Case=Cmp
14,myv_jr-ud-train_Case=Abe,0.7284313590846835,1.178030178747903,1.6350747346085137,1.6350747346085137,1.6350747346085137,11.46244978623858,1.6350747346085137,9.514757603055264,1.6350747346085137,0.7284313590846835
15,kpv_ikdp-ud-test_Case=Abe,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
16,kpv_lattice-ud-test_Case=Abe,1.699673171197595,1.2472191289246473,2.6246692913372702,2.6246692913372702,2.6246692913372702,10.687479694587598,2.6246692913372702,8.93805845186128,2.6246692913372702,1.699673171197595
17,fi_pud-ud-test_Case=Abe,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,11.224972160321824,2.23606797749979,9.273618495495704,2.23606797749979,1.4142135623730951
18,et_edt-ud-dev_Case=Abe,2.874966451763469,2.270312971300283,3.7916412290559007,3.7916412290559007,3.7916412290559007,9.879208745243657,3.7916412290559007,8.395692605198672,3.7916412290559007,2.874966451763469
19,et_edt-ud-train_Case=Abe,3.8746047519032274,3.1785957708365755,4.787656304765619,4.787656304765619,4.787656304765619,9.243858805706344,4.787656304765619,8.04045556046638,4.787656304765619,3.8746047519032274
20,et_edt-ud-test_Case=Abe,3.409545424246464,2.806243040080456,4.286607049870562,4.286607049870562,4.286607049870562,9.75320460156558,4.286607049870562,8.329165624478842,4.286607049870562,3.409545424246464
21,koi_uh-ud-test_Case=Abe,1.224744871391589,1.224744871391589,2.1213203435596424,2.1213203435596424,2.1213203435596424,11.20267825120404,2.1213203435596424,9.246621004453464,2.1213203435596424,1.224744871391589
22,sme_giella-ud-train_Case=Abe,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
23,sme_giella-ud-test_Case=Abe,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
24,arr_tudet-ud-test_Case=Abe,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
25,krl_kkpp-ud-test_Case=Abe,1.4142135623730951,1.4142135623730951,2.23606797749979,2.23606797749979,2.23606797749979,11.224972160321824,2.23606797749979,9.273618495495704,2.23606797749979,1.4142135623730951
26,fi_ftb-ud-dev_Case=Abe,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
27,fi_ftb-ud-train_Case=Abe,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
28,fi_ftb-ud-test_Case=Abe,1.0,2.23606797749979,0.0,0.0,0.0,12.84523257866513,0.0,10.63014581273465,0.0,1.0
29,ab_abnc-ud-test_Case=Abe,0.0,1.4142135623730951,1.0,1.0,1.0,12.0,1.0,9.899494936611665,1.0,0.0
