,Treebank,hu_szeged-ud-dev_Case=Del,hu_szeged-ud-test_Case=Del,hu_szeged-ud-train_Case=Del
62,sr_set-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
63,la_proiel-ud-test_Case=Voc,10.239417903979977,10.365855279791413,10.25123261182422
64,la_proiel-ud-dev_Case=Voc,14.730710341341107,14.855235064504233,14.741123872510242
65,la_proiel-ud-train_Case=Voc,15.1090238039604,15.237182932716197,15.119884860999326
66,grc_proiel-ud-test_Case=Voc,10.954592024340892,11.09080282812749,10.965636209045776
67,grc_proiel-ud-train_Case=Voc,20.22821034662139,20.353068356828302,20.238662235288036
68,grc_proiel-ud-dev_Case=Voc,13.85952451396102,13.981176584134419,13.870007999766267
69,ru_taiga-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
70,ru_taiga-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
71,ru_taiga-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
72,tpn_tudet-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
73,ga_idt-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
74,ga_idt-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
75,ga_idt-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
76,ro_art-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
77,ru_syntagrus-ud-train_Case=Voc,32.42731663578611,32.55247327113645,32.43747249576607
78,ru_syntagrus-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
79,ru_syntagrus-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
80,grc_ptnk-ud-train_Case=Voc,33.838304688585254,33.96306233284293,33.84844752261702
81,grc_ptnk-ud-dev_Case=Voc,7.911157927451987,8.049468979421041,7.922938548727585
82,grc_ptnk-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
83,orv_birchbark-ud-train_Case=Voc,13.438244667853255,13.55325385216024,13.448023800388015
84,orv_birchbark-ud-dev_Case=Voc,37.3491203393528,37.47039719333793,37.359301381200346
85,orv_birchbark-ud-test_Case=Voc,22.46516507785573,22.58355102585991,22.47565126289688
86,ltg_cairo-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
87,ru_poetry-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
88,ru_poetry-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
89,ru_poetry-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
90,cs_fictree-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
91,cs_fictree-ud-train_Case=Voc,420.54901653510257,420.6866158240114,420.56056593778925
92,cs_fictree-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
93,la_udante-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
94,la_udante-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
95,la_udante-ud-dev_Case=Voc,11.372617102192724,11.513481454299031,11.384780763136872
96,ro_rrt-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
97,ro_rrt-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
98,el_gdt-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
99,el_gdt-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
100,el_gdt-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
101,gd_arcosg-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
102,gd_arcosg-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
103,gd_arcosg-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
104,got_proiel-ud-dev_Case=Voc,13.444196508273984,13.56392413010274,13.454435853494656
105,got_proiel-ud-train_Case=Voc,82.53906669489423,82.66229382503172,82.54953502609625
106,got_proiel-ud-test_Case=Voc,42.88068430447156,43.011758184884854,42.89127934832211
107,cs_pdt-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
108,cs_pdt-ud-dev_Case=Voc,44.19876541485668,44.34855071871753,44.2112436644574
109,cs_pdt-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
110,lv_lvtb-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
111,lv_lvtb-ud-train_Case=Voc,81.09033219384813,81.23670750653818,81.102100669617
112,lv_lvtb-ud-dev_Case=Voc,18.05017013701834,18.197301364147876,18.06225837123187
113,la_ittb-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
114,la_ittb-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
115,la_ittb-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
116,ga_cadhan-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
117,pl_pud-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
118,orv_torot-ud-test_Case=Voc,5.955555555555557,6.068636336602097,5.965145031507078
119,orv_torot-ud-dev_Case=Voc,7.450116574832634,7.575027129080705,7.461121670029729
120,orv_torot-ud-train_Case=Voc,10.31719511258664,10.443918878174582,10.327998761692255
121,cs_cac-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
122,cs_cac-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
123,cs_cac-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
124,pl_lfg-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
125,pl_lfg-ud-train_Case=Voc,93.56728284904445,93.69742255968904,93.57844694706516
126,pl_lfg-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
127,cs_poetry-ud-test_Case=Voc,46.16609840538085,46.31192018099294,46.17834581179343
128,ru_gsd-ud-train_Case=Voc,0.2939723678960656,0.10649955403405117,0.28019779169211134
129,lv_cairo-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
130,bg_btb-ud-train_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
131,bg_btb-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
132,bg_btb-ud-dev_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
133,bej_nsc-ud-test_Case=Voc,1.259531560972737,1.08869426309121,1.2452843148017878
